GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
3,3,2,2,15,13.33,13.33,16,32,13,26,25,6,11,9,78700,31,29646
2,2,1,1,20,12.5,12.5,18,23,13,25,22,6,12,10,69500,35,69871
8,37,6,16,19,19.38,19.43,19,105,14,33,77,6,17,27,118200,20,63710
7,13,2,7,3,3.86,5,6,87,15,35,57,7,16,23,30000,33,40759
3,11,1,7,11,9.67,6.64,17,113,14,33,63,6,15,27,23800,35,35884
2,7,2,4,20,20,14.43,23,105,12,34,59,6,17,25,23800,35,35884
3,8,3,7,16,14.67,10.13,19,81,13,32,56,6,16,22,25700,39,38385
0,12,0,5,15,0,13.42,4,121,27,27,89,5,5,28,32200,36,35747
2,2,1,1,20,15,15,21,24,12,23,21,6,11,9,65200,32,42094
1,1,0,0,15,15,15,19,19,10,17,15,4,4,6,50900,19,51667
2,2,0,0,15,12.5,12.5,26,31,9,22,23,4,4,8,58800,26,45529
4,28,2,12,12,9.5,9.21,18,130,8,24,59,4,12,24,40200,47,31883
1,18,1,8,12,12,8.5,18,113,12,30,71,5,13,28,39700,36,0
3,7,1,3,5,4.33,6,16,52,15,35,43,6,15,17,37600,40,0
1,1,1,1,20,20,20,16,16,13,18,15,5,7,6,29000,29,32880
2,12,2,8,15,15,10,17,96,13,32,66,6,15,26,39300,25,35932
10,14,7,9,12,10.7,9.21,16,45,14,33,38,6,17,17,29700,24,0
4,19,3,8,2.5,2.63,2.32,15,113,8,17,48,4,9,16,86800,30,45281
7,17,5,11,14,14.86,11.82,22,105,13,33,69,6,17,29,48600,32,41165
3,12,3,8,10,10,6.83,19,102,13,33,65,6,15,30,61900,37,33469
5,12,4,8,5,3.4,3.17,17,69,13,24,46,6,12,17,36700,50,29464
5,25,2,10,5,5,3.72,19,97,11,32,66,5,15,27,88900,44,49134
5,16,4,12,2,5.4,4.44,19,128,11,30,68,5,15,29,28400,25,43125
3,3,2,2,10,10,10,23,33,11,28,26,5,13,11,67100,47,56296
1,15,0,7,10,10,8,26,113,9,27,66,4,4,24,70600,29,0
3,7,2,3,10,11.33,8.29,15,62,13,31,46,6,14,18,141300,38,88082
5,17,4,8,9,7.4,5.24,17,80,12,26,45,5,14,20,99300,24,62206
3,3,3,3,9,8,8,16,24,13,24,22,6,11,9,51900,47,35728
5,23,2,10,5,5.4,5.3,17,127,13,34,71,6,16,29,73100,36,53164
5,18,3,8,20,18,12.06,18,79,23,43,78,6,16,24,50000,29,34004
5,20,5,11,4,5.2,4.75,21,113,11,30,71,6,16,29,24900,31,0
5,6,4,4,8,7.2,7.67,18,28,12,25,24,6,13,11,85800,26,78577
1,14,1,6,23,23,16.79,15,64,15,33,77,5,13,21,43600,27,42565
10,18,4,8,5,5.45,5.81,15,51,13,34,47,5,15,21,43100,20,42565
7,15,4,8,25,25.71,21.07,15,103,15,36,73,6,17,29,40500,25,0
8,14,7,10,5,5.13,5.29,19,53,13,34,45,6,17,18,45000,33,52917
1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,68100,46,72781
4,43,2,13,20,16.5,13.58,27,125,14,36,100,5,16,31,245800,46,59190
5,21,2,12,5,5,3.76,15,106,10,30,68,5,14,30,60000,36,58776
3,19,2,13,10,11.33,6.63,18,127,13,31,75,6,14,30,67200,22,0
3,13,2,5,33,23.33,20.46,7,52,29,50,63,7,18,21,67500,33,57358
2,7,1,4,19,18,15.29,21,56,12,32,49,6,16,21,96000,24,85577
4,13,3,6,10,10,7.08,18,122,15,35,63,6,16,26,61300,41,75582
1,17,1,10,15,15,8.53,21,129,12,31,78,6,15,30,297100,23,75582
4,11,3,6,6,7.5,7.09,16,52,14,34,47,6,17,19,70000,28,67801
3,14,3,6,12,10,7.21,16,81,13,34,60,6,16,23,134400,37,59090
4,6,2,3,6,4.75,4,17,41,12,30,30,6,13,12,82500,33,73289
11,29,7,15,5,5.64,5.21,16,122,14,36,75,6,17,32,49300,27,0
2,14,2,6,10,14,9.43,18,103,14,36,66,6,17,27,39600,28,58281
2,16,1,9,10,7.5,6.19,15,123,12,30,71,5,13,30,42200,29,45486
5,14,3,7,3,9,6.93,15,78,14,36,55,6,17,23,23200,28,36500
2,7,2,6,15,13.5,8.43,17,93,13,32,55,6,15,22,44100,35,45504
3,12,2,6,10,10,6.25,16,90,14,35,44,6,16,19,76400,31,51909
2,22,2,10,10,8.5,5.95,21,130,6,18,43,2,7,14,72400,26,42252
3,8,1,2,24,22,18.5,18,77,13,35,56,6,17,23,190300,20,21711
4,6,3,3,25,23.75,24.17,18,33,14,32,32,6,15,13,71700,22,23826
6,27,3,10,8,7.67,6.67,17,68,23,44,76,6,17,24,54400,33,35188
1,4,1,2,15,21,15.25,18,53,13,32,38,6,14,16,70300,42,56894
6,6,5,5,5,4.83,4.83,16,36,12,29,29,6,14,12,46500,29,35311
4,10,4,8,21,21.5,15,20,73,14,34,58,6,16,21,56400,24,0
1,2,1,1,20,20,15,23,29,10,23,22,4,9,8,61100,24,45034
2,16,1,8,25,25,13.75,21,121,13,32,77,6,16,32,173000,0,85605
7,28,4,17,5,5.71,6.32,15,105,12,32,76,5,15,28,44500,17,36038
6,36,3,17,25,12.5,7.25,18,126,16,35,86,8,17,37,60800,21,45823
1,13,0,11,20,20,17.54,18,122,12,30,76,6,6,32,58700,30,42209
1,2,0,0,15,15,9,18,31,10,16,14,4,4,4,68700,22,49741
5,19,3,10,2,4.4,4,17,125,14,31,72,6,14,29,58200,28,57199
3,5,2,3,25,9.33,12.6,18,45,13,33,37,6,15,15,64700,24,42281
5,6,3,4,10,10,8.83,16,40,11,29,32,5,13,13,94400,12,73092
2,16,0,8,25,20,10.38,18,128,14,35,74,6,6,32,55400,35,36724
3,14,1,8,16,14.67,10.36,18,100,13,33,69,6,15,28,42800,26,0
5,6,2,2,10,9,9.17,8,32,19,35,34,8,15,13,42400,0,36897
2,8,1,5,19,18,17.63,17,113,14,35,68,6,16,27,54500,47,0
2,20,1,10,11,10,7.35,17,129,13,32,78,6,15,32,50500,47,38049
8,19,6,13,9,9.5,7.89,21,110,14,35,69,6,17,29,72300,36,52548
6,11,5,7,7,5.33,4.27,16,81,13,33,50,6,15,20,58200,37,52548
2,10,2,9,12,11,8.6,16,114,13,26,61,6,12,26,65500,37,40093
4,4,3,3,10,8.75,8.75,15,29,12,24,24,5,10,9,108200,38,0
3,11,1,7,27,24,17.45,18,127,13,35,75,6,17,33,31800,22,30870
3,15,1,10,20,16.67,12.33,15,127,6,22,61,3,11,27,35600,2,35175
2,2,2,2,25,22.5,22.5,19,29,13,27,25,6,13,11,154200,40,0
1,25,1,17,12,12,14.44,21,130,12,30,84,5,13,31,65500,45,36845
2,2,0,0,25,22.5,22.5,18,32,14,29,26,6,6,11,62200,35,44526
4,4,2,2,11,9,9,15,23,13,24,23,6,11,9,70400,23,0
7,8,2,2,10,8.29,8.13,16,39,12,31,34,5,13,13,190600,45,50712
5,23,3,8,13,11,9.52,18,98,13,35,72,6,17,29,47200,29,0
2,18,0,7,10,8.5,6,18,129,11,29,72,4,4,27,57200,30,0
2,2,2,2,20,15,15,21,23,12,22,21,6,11,9,104500,29,64359
2,5,1,2,25,22.5,13.8,17,53,13,33,41,6,15,17,101700,23,70143
3,17,1,4,10,11,13,4,93,28,49,89,6,16,27,59000,39,54217
1,3,0,1,25,25,16.67,18,41,13,33,33,6,6,14,69900,30,0
5,14,4,12,7,6,5.21,17,122,10,27,54,5,14,26,122900,59,54178
2,7,1,4,15,15,10.57,20,85,13,33,50,6,16,22,54100,39,47682
3,9,0,3,12,13.33,9.33,19,102,13,33,60,6,6,25,41500,34,39603
6,6,4,4,7,5.5,5.5,16,29,13,26,25,6,12,10,76300,29,40929
1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,53000,60,40929
2,11,0,7,20,19,10.95,15,119,12,32,70,5,5,30,39200,42,38519
7,34,5,21,5,3.57,3.37,17,117,7,22,57,4,14,30,0,0,0
4,23,2,10,7,5.75,5.96,23,81,11,33,60,6,17,25,26000,25,35911
3,9,1,5,30,23.33,15.56,15,73,13,35,57,6,17,22,39300,39,49614
2,2,2,2,20,12.5,12.5,16,28,11,23,22,5,10,9,32500,22,38578
3,4,3,4,15,9,8,20,41,12,31,33,5,13,13,58600,71,37823
2,2,0,0,20,15,15,15,31,11,25,23,5,5,10,66000,38,56348
4,4,3,3,10,10.5,10.5,16,24,14,24,25,6,11,9,16000,41,32072
5,20,2,11,6,5.8,4.8,18,119,13,31,72,5,12,27,38900,25,35944
1,3,0,1,25,25,25,26,56,11,27,36,4,4,14,110200,22,76187
2,3,2,2,5,20,15,6,28,20,33,31,8,15,13,26200,25,43216
2,6,1,3,15,13,6.5,19,100,12,30,47,4,11,17,101100,20,54137
2,4,0,1,16,13,8.5,18,52,12,27,35,6,6,15,81400,28,54137
4,8,4,4,5.4,6.6,6.18,16,44,14,34,40,6,16,16,89000,38,61805
2,2,2,2,15,9,9,21,28,10,21,20,4,9,8,374100,22,124851
7,10,5,8,10,6.57,6.1,17,53,12,30,38,6,16,17,156500,26,124851
3,3,3,3,10,10,10,16,24,4,9,9,2,5,5,89900,43,0
1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,48100,41,40765
2,16,0,5,15,20,10.06,15,77,13,32,57,6,6,22,57000,36,39564
3,23,2,11,5,8.33,4.35,17,105,8,25,48,4,13,22,103300,2,46951
2,7,0,3,17,16,12.86,19,81,12,32,56,5,5,23,157600,37,66521
5,19,1,11,9,9.2,6,17,122,13,30,82,6,14,31,50500,10,35463
3,33,2,9,10,12.67,10.06,5,105,46,61,123,11,18,29,193800,13,36726
2,18,1,7,110,150,89.44,16,106,32,50,118,6,15,26,244200,25,44554
3,11,0,6,15,15,9.73,15,126,12,32,70,5,5,30,76200,36,56440
1,1,1,1,20,20,20,24,24,7,17,15,3,7,6,39300,42,35216
3,8,1,2,15,12.33,10.88,18,67,13,34,50,6,16,21,65900,38,43495
3,11,1,6,8,8.67,7.45,24,103,11,32,58,6,16,26,49800,22,43495
2,3,2,2,10,15,13.33,15,24,13,24,23,6,11,9,39600,32,0
4,6,1,1,10,8.75,8.5,18,28,11,24,24,5,11,9,51900,39,40275
5,11,2,4,10,6,5.27,16,81,13,33,50,6,16,21,39000,32,43703
1,5,0,2,15,15,9,20,65,10,28,42,4,4,16,42700,23,34980
1,1,1,1,25,25,25,15,15,8,10,10,3,4,4,55000,20,63171
1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,85000,16,70769
4,6,3,5,15,15,14.5,18,32,7,14,15,2,6,6,94400,29,0
3,8,3,4,4,12,8.5,19,56,14,33,46,6,14,17,86800,25,65986
1,7,0,2,15,15,7.86,21,62,14,31,51,5,5,17,75800,33,0
2,6,1,1,15,13.5,12.83,19,52,12,34,47,6,17,20,92800,36,0
3,13,2,9,10,10,5.58,17,130,13,31,64,6,14,24,59500,37,48107
1,9,1,8,20,20,11.33,21,93,12,24,44,4,9,18,79200,40,0
1,6,0,3,15,15,11.5,20,74,12,26,47,6,6,19,50000,22,0
3,9,2,6,16,15.33,9.89,18,88,13,31,56,6,14,21,48700,27,40056
5,10,1,4,12,10.8,8.1,18,77,13,33,52,6,15,20,103800,44,53550
4,9,4,6,20,15.5,12.33,15,76,15,35,54,6,15,20,78600,26,0
3,6,2,4,17,19,14.67,20,52,14,34,46,6,15,18,87300,36,0
3,18,2,13,15,15.67,13.39,10,129,21,42,87,7,17,33,59100,25,51013
1,17,1,14,11,11,8.06,19,121,11,28,70,4,11,27,32100,30,0
3,3,1,1,10,10,10,22,32,11,25,24,5,11,9,82500,55,43918
4,4,2,2,7,8,8,15,29,14,25,25,5,10,9,46800,31,0
1,12,1,7,30,30,18.08,21,123,14,33,75,6,15,31,22500,30,33594
3,10,1,4,25,13.67,10.4,17,112,13,35,62,6,17,27,54800,34,38726
3,5,1,2,20,18.33,14,26,79,7,23,32,3,11,13,56700,45,0
4,27,3,17,12,7.5,4,17,122,6,22,69,3,12,28,39100,51,35789
1,9,1,5,15,15,11.67,21,75,14,33,57,6,15,22,29800,26,0
1,1,1,1,20,20,20,17,17,13,17,15,5,7,6,33100,32,42708
2,17,1,10,10,10,8.29,15,129,7,21,53,3,9,22,33700,27,37188
4,4,1,1,10,10.5,10.5,15,28,13,27,24,6,13,11,37900,30,35663
2,2,1,1,17,16,16,18,32,12,26,24,4,10,9,39100,28,27020
2,15,2,9,6,11,8.47,15,81,14,32,57,6,15,23,24100,32,0
2,2,1,1,24,17,17,17,28,13,25,23,6,12,10,37100,35,29065
5,7,3,4,5,7,6.43,16,44,13,33,36,6,15,15,69300,52,52774
3,4,2,2,10,10,9,17,30,12,26,24,6,13,11,62300,34,52774
3,10,1,6,12,12,8.3,18,113,12,31,58,6,14,25,112300,30,57340
5,29,5,18,5,5,8.79,15,113,12,32,81,5,15,30,69100,14,59535
4,19,1,7,22,21.75,14.16,18,110,14,36,78,6,17,33,65200,20,0
2,2,2,2,20,17.5,17.5,23,33,10,27,27,4,11,10,113900,32,62316
3,5,2,2,17,15.67,12.4,21,44,12,32,37,6,16,16,156500,51,95849
1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,136400,41,95849
3,3,1,1,5,6.67,6.67,19,24,11,21,20,5,9,8,73300,11,55566
5,5,4,4,7,6.2,6.2,16,30,14,27,25,6,12,10,132900,18,85678
1,2,1,2,25,25,17.5,21,44,7,15,19,2,6,8,118200,24,0
5,16,3,8,10,10,8.94,24,81,12,34,59,6,17,25,0,30,0
2,2,2,2,15,10,10,21,29,10,21,21,4,9,8,54600,30,49976
1,1,0,0,15,15,15,20,20,8,14,13,3,3,4,57100,28,44164
3,3,3,3,15,15,15,17,29,13,26,25,6,13,11,73500,22,89205
2,6,1,4,25,22.5,12.83,18,75,13,31,52,6,15,20,43500,15,42040
2,5,0,2,22,21,17.4,18,88,12,29,50,5,5,20,38600,27,44507
9,11,4,4,15,10,10.55,7,33,15,28,33,3,8,7,56700,0,44779
1,30,1,18,10,10,5.2,17,130,12,30,76,5,13,30,56100,28,51624
2,3,2,2,22,16,14,25,29,11,26,25,6,14,12,35100,26,32351
2,8,1,6,20,20,17.13,17,81,13,33,61,6,16,23,128700,41,67135
3,16,2,7,21,10.33,6.81,15,88,10,26,58,3,9,20,68300,31,74033
3,15,2,9,11,10,6.67,18,95,13,34,68,6,16,25,46500,42,39341
4,4,3,3,13,12,12,15,27,15,28,24,6,12,10,43000,30,42081
4,6,2,2,15,16.75,15.33,18,28,13,26,26,6,13,11,48100,25,34000
11,34,6,14,8,8.18,7.82,6,77,25,44,75,11,22,29,48100,0,34000
9,21,7,16,10,8.44,6.9,16,81,15,34,65,6,17,25,57000,30,34609
2,15,1,9,18,17,11.07,16,130,14,35,77,6,16,31,68800,40,62380
2,20,1,9,10,8,6.55,16,66,13,34,58,5,15,22,63900,0,24084
8,21,4,12,30,26.88,19.52,15,115,14,33,74,6,17,32,68900,38,48817
4,12,0,5,8,6.5,5.25,18,105,13,33,57,6,6,25,70700,29,44748
2,21,1,11,10,10,7.14,20,112,7,21,54,3,9,19,36200,40,32959
2,2,2,2,15,12.5,12.5,15,28,10,23,21,4,10,9,43100,32,31893
2,5,0,2,17,16,12.2,17,83,11,23,28,5,5,12,38400,38,33298
7,10,4,5,10,12.14,13,23,41,12,33,40,6,17,17,52700,45,33298
5,16,2,7,10,11.4,9.81,8,130,19,40,63,7,17,24,53500,32,36089
2,26,1,7,11,11.5,10.23,7,93,42,64,110,11,22,33,34800,17,0
3,16,1,12,17,17,10.06,22,130,13,32,78,6,15,31,26200,25,26652
1,1,1,1,15,15,15,21,21,8,15,13,3,6,5,37300,41,0
4,7,3,4,10,8.25,7.86,16,44,9,22,29,5,12,12,78200,30,65242
4,5,3,3,13,13,11.4,19,43,13,33,36,6,15,15,86700,37,60865
4,7,3,4,15,13.75,11.43,16,57,15,35,46,6,15,17,103500,44,59141
6,11,4,7,7,8.17,6.55,20,57,13,34,47,6,16,19,99200,32,91820
7,23,5,13,20,25,18.48,18,128,14,34,84,6,17,34,149000,23,97638
0,17,0,6,5,0,11.24,5,105,35,35,95,6,6,27,123400,0,0
3,8,3,5,25,18.67,11.63,17,53,7,21,34,4,14,16,75300,37,41822
1,14,0,3,35,30,22.29,4,93,31,47,102,7,7,25,68900,11,40197
7,20,4,9,5,6.14,5.45,15,64,13,35,55,6,17,21,25800,23,21950
2,4,2,3,20,17.5,11.25,24,45,12,32,37,6,15,15,45700,27,33262
5,8,4,4,5,5.8,6.13,17,38,12,29,33,6,15,13,43800,31,0
3,4,2,2,10,7.33,7,18,28,12,25,23,6,12,10,62100,50,46244
0,5,0,1,18,0,37.2,27,59,26,26,68,5,5,18,60500,29,0
3,5,2,3,10,8.67,6.8,10,57,12,23,28,6,11,12,36300,34,34503
3,7,2,3,20,10,6.14,17,68,13,29,47,6,13,17,64200,45,47390
3,9,2,5,41,37.67,26.33,17,79,13,34,60,6,17,26,124700,22,42710
7,51,6,25,5,5.57,4.25,22,131,11,31,85,5,16,33,126900,29,43577
2,6,1,4,15,15,10.83,16,55,13,31,41,6,14,16,87200,29,0
2,5,1,3,25,20,12.2,24,113,12,31,53,6,15,23,133100,34,92252
1,1,0,0,50,50,50,15,15,8,10,10,3,3,4,178300,39,0
7,35,5,20,10,7.57,6.14,20,128,13,34,83,6,17,33,95200,19,0
3,17,1,4,6,8.67,5.41,4,98,29,46,82,8,15,28,64900,32,39604
3,17,3,8,50,38.33,18.18,16,89,12,33,67,5,16,26,101700,38,52954
1,1,1,1,25,25,25,16,16,11,16,13,5,7,6,83100,28,46809
3,13,0,3,0,7.33,6.62,14,81,18,37,64,6,6,22,79300,25,58973
5,14,4,11,5,7,7.29,16,81,13,31,63,5,13,22,97900,39,0
1,2,0,0,20,20,15,18,31,10,23,21,4,4,8,47700,31,0
3,10,1,6,7,7.33,7.1,20,87,12,32,57,6,15,22,130900,39,82448
9,12,3,4,5,6.11,5.67,18,57,13,31,36,6,14,14,117500,38,68180
1,19,0,9,12,12,8.11,18,130,11,29,75,4,4,28,67800,7,44684
4,6,3,3,17,15,13.33,17,40,13,34,36,6,16,15,67800,27,53324
4,17,2,7,16,15,13.82,18,88,15,37,84,6,17,26,38300,22,50000
9,22,5,12,11,9.33,7.36,17,75,14,35,59,6,17,25,72600,38,0
3,3,1,1,15,12.33,12.33,18,33,11,29,26,5,13,11,111300,39,45954
2,6,0,1,15,12.5,8.83,18,68,12,32,44,6,6,18,83600,47,43088
2,2,2,2,15,12.5,12.5,15,29,12,26,24,4,10,9,120900,30,0
4,12,2,5,20,18.75,13.25,24,89,11,32,61,6,16,23,110900,32,44059
4,9,3,4,8,6.25,5.78,21,40,12,32,36,6,16,15,51300,38,0
3,7,2,3,8,7.67,5.57,16,51,7,17,21,4,9,10,50800,28,0
2,9,2,4,15,14,11.22,15,90,12,30,55,5,13,21,72800,41,38661
3,29,2,16,10,6.67,4.21,20,130,13,35,78,6,17,33,81400,39,51641
9,36,4,17,12,10.89,8.89,18,121,13,33,77,6,17,33,77900,32,45000
3,4,2,2,15,21.67,20,18,32,13,32,31,6,15,13,0,0,2499
3,4,1,2,25,15,12,18,41,13,33,33,6,15,14,68100,32,44308
5,8,4,5,50,31.2,26.38,17,40,13,33,36,6,17,16,47700,28,39145
3,6,2,3,15,13,9,16,40,15,33,35,6,14,13,55400,39,36089
5,13,3,8,14,12.6,9.38,19,87,13,35,61,6,17,25,69600,35,41001
8,14,6,10,5,8.5,7.5,17,88,14,32,45,6,17,22,79300,40,41001
2,3,1,2,15,12,9.67,17,41,10,28,32,4,11,11,88700,43,66458
3,4,1,2,20,10,8.25,18,42,11,29,28,5,13,12,49100,37,36593
1,1,1,1,20,20,20,19,19,12,18,16,4,7,6,71800,32,46296
1,5,0,2,30,30,19.6,17,113,15,30,57,6,6,23,60500,23,40563
1,6,1,3,17,17,8.17,23,109,10,26,42,4,10,16,86600,35,64030
5,12,2,5,3,4.2,3.92,15,105,11,27,52,5,11,20,59300,36,51318
6,34,4,15,13,13.17,10.21,20,128,13,34,81,6,17,33,90100,22,56711
5,32,4,20,14,12.8,9.69,21,127,22,42,107,11,22,46,103300,19,44032
5,16,4,7,6,6,5.5,19,81,13,33,62,6,16,24,49800,22,36469
3,23,1,8,10,8,5.43,26,105,9,30,62,4,14,25,54600,31,37429
2,3,0,1,20,20,15,17,40,12,32,32,6,6,14,71900,32,37386
1,12,0,7,15,15,7.58,26,126,9,25,64,4,4,25,69900,40,37068
1,5,0,3,25,25,11,24,91,12,28,53,6,6,21,74200,38,52145
3,10,3,8,15,14.67,13.4,18,39,6,14,16,2,6,7,88100,19,0
7,9,5,5,20,12.57,14.78,16,29,15,28,28,6,13,11,55800,24,0
4,9,3,6,15,5.75,6.11,18,88,15,32,50,6,14,21,67500,51,43996
2,23,1,10,3,4,4.65,19,128,10,27,66,4,11,26,63800,21,0
6,8,4,6,5,4.17,3.88,16,44,14,34,37,6,15,15,99100,0,57042
2,18,2,9,25,22.5,23.39,16,126,16,34,76,6,15,31,98800,45,46194
3,9,2,6,15,11.67,8.56,24,105,11,32,57,6,16,23,114900,33,67682
2,3,1,2,10,17.5,18.33,19,44,14,32,37,6,14,14,110400,29,68782
1,1,1,1,15,15,15,16,16,11,16,13,4,6,5,139000,36,81869
4,13,2,7,7,6,6.38,18,118,13,28,63,6,13,24,65600,26,51759
2,2,2,2,20,12.5,12.5,17,20,13,21,19,6,10,8,85200,35,51759
1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,156800,31,83599
2,5,2,5,20,20,13.8,24,76,11,28,53,6,14,20,78500,34,0
1,5,0,0,50,50,68.8,10,18,36,41,39,6,6,7,86300,38,46518
6,15,4,6,8,9.17,7.93,15,65,14,35,54,6,17,22,215800,40,0
4,18,3,12,10,7,6.22,18,109,13,32,74,6,15,32,78600,48,0
5,8,3,4,8,8.4,6.75,18,53,13,32,43,6,15,17,67600,59,44070
2,12,1,8,10,12.5,9.67,16,109,12,32,69,5,14,29,90600,34,59039
3,11,1,5,20,20,17.09,23,113,12,34,71,6,17,31,54700,33,29149
4,28,2,15,13,11.75,7.97,18,128,12,33,84,5,15,33,64900,42,44036
3,14,1,5,10,7.33,6,18,74,13,34,59,6,16,25,57200,16,34422
5,10,2,4,12,10.8,9.4,15,51,13,35,43,6,17,19,78500,37,34422
1,2,0,1,15,15,12.5,26,41,9,27,28,4,4,11,202600,38,60419
1,12,1,4,28,50,32.42,7,111,42,61,140,9,19,36,202600,0,60419
2,5,1,2,18,17.5,12.4,26,56,10,29,40,5,15,17,171100,40,85679
1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,65000,0,52203
2,6,0,1,20,15,12,18,49,13,32,39,6,6,15,109400,35,82752
5,12,4,10,5,4.4,3.75,15,76,12,31,46,5,13,19,152800,26,0
6,16,4,8,3,7.83,6.75,5,92,13,30,45,5,14,15,123900,78,0
7,22,4,8,15,13.29,12.32,18,75,25,46,96,11,22,35,141600,55,49306
4,12,3,7,10,9.25,6.92,20,113,12,30,66,6,14,25,83500,48,38307
1,1,0,0,25,25,25,15,17,8,10,10,3,3,4,70500,33,37250
3,10,2,7,10,15,12.2,20,92,13,34,58,6,16,23,68400,34,0
2,2,2,2,16,13,13,17,24,14,25,23,6,11,9,60100,39,36349
4,7,3,4,31,27.75,26.57,18,44,13,33,40,6,17,17,108100,37,70893
1,3,0,1,25,25,21.67,24,73,11,27,46,6,6,18,59200,27,33830
4,10,3,5,20,11.75,10.8,17,63,13,32,50,6,16,20,101700,28,39564
1,2,1,1,6,20,13,15,17,13,18,16,4,6,5,78200,24,31322
1,15,0,10,12,12,8.27,26,129,5,16,48,2,2,17,80500,32,49243
5,18,3,11,8,8.8,7.39,15,81,11,32,62,6,17,25,164700,40,66452
4,7,3,4,15,14.25,11,15,43,13,33,38,6,16,16,134500,38,66452
1,3,1,1,15,20,13.67,16,21,24,31,31,4,7,8,87100,26,58689
8,20,4,8,5,5,5.05,9,91,24,44,89,9,18,33,100400,44,42091
4,11,3,7,15,20.25,17.09,20,110,15,36,70,6,17,30,130400,40,50221
3,7,2,4,25,21.67,16.71,16,92,14,31,52,5,12,20,124700,31,51062
4,7,3,4,10,13.5,9.86,15,41,14,32,33,6,15,14,62900,32,25833
2,11,2,9,20,18,14.82,18,110,13,35,71,6,17,30,50600,25,31063
3,6,1,2,15,12.33,9.67,19,75,11,28,40,5,13,17,69700,0,0
2,13,1,7,14,12,10.62,26,131,9,30,63,4,14,29,65700,34,0
1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,54400,27,0
1,12,0,6,25,25,17.83,26,89,11,28,59,4,4,21,118100,34,0
7,8,6,6,5,5.71,5.75,21,32,12,29,29,6,15,13,116100,40,62385
4,14,2,8,11,10.5,8.71,18,75,14,34,58,6,16,22,89100,41,0
2,21,1,5,10,10,9.43,5,57,45,65,85,7,16,20,155700,37,40104
7,18,4,9,25,20.29,20.94,18,111,14,33,72,6,15,29,111700,38,60093
6,13,6,9,5,7,5.69,16,76,13,31,54,6,15,21,168100,42,49693
7,18,4,10,5,5.43,4.5,15,124,14,30,64,6,14,28,53800,49,0
3,20,1,15,10,9.33,5.3,17,125,13,32,76,6,14,30,147500,41,36193
1,1,1,1,20,20,20,16,16,12,17,14,5,7,6,115800,31,0
4,4,2,2,12,9.5,9.5,15,28,13,25,24,6,11,10,98400,39,47597
3,27,2,13,5,5,5.07,15,104,13,32,71,5,13,26,203000,47,53051
1,1,1,1,23,23,23,15,15,8,10,10,3,4,4,100900,37,36607
8,48,5,15,15,15.38,12.92,4,101,39,57,131,11,22,33,61700,29,37270
3,5,1,2,15,15,11.6,19,45,13,30,35,6,14,14,247900,31,0
3,4,1,2,15,13.67,11.5,18,41,11,31,33,5,14,14,94800,25,0
7,17,4,9,4,4,3.41,15,91,7,20,44,4,10,17,94800,29,0
2,4,0,1,25,20,14,18,56,15,35,43,6,6,16,46300,36,28846
5,6,3,3,10,9,8.33,15,39,12,32,32,6,15,14,118800,29,31973
4,11,2,5,20,17,13.18,17,76,14,35,56,6,17,24,257800,13,32768
3,3,2,2,15,15,15,22,31,12,27,24,6,13,11,171300,9,32768
3,3,2,2,7,7.33,7.33,18,23,12,22,20,6,11,9,589800,29,89960
7,26,5,13,5,6.57,5.35,19,76,11,26,55,6,16,23,572700,38,0
6,9,4,5,5,5,5,17,41,12,33,36,6,17,16,440900,25,66039
1,7,1,4,10,10,11.14,16,55,29,49,63,6,15,17,443500,15,0
2,9,1,5,15,16,13.56,16,75,14,35,57,6,16,22,355000,19,63659
5,8,2,3,10,7.4,7.13,17,52,12,33,40,6,16,17,208900,8,48596
4,4,3,3,10,8,8,17,33,12,27,27,6,13,11,247600,42,0
3,16,2,5,30,16.67,12.31,8,75,32,53,88,8,18,26,362600,20,66971
3,8,1,2,17,17.33,12.63,17,68,13,35,53,6,17,22,364500,12,42450
5,5,2,2,15,16,16,19,32,14,29,29,6,13,11,590700,35,81394
6,36,6,23,6,6,5.56,21,122,11,29,76,5,15,32,252100,35,38929
2,2,1,1,40,32.5,32.5,17,28,13,27,24,6,13,11,495600,31,86002
8,12,5,7,5,6,5.5,9,40,18,37,41,7,17,16,504500,36,0
3,4,2,2,17,17.33,15.5,16,33,15,34,32,6,15,13,500000,35,86256
2,8,1,3,25,37.5,26.88,5,54,19,41,51,8,19,21,344300,24,0
8,33,4,16,3,4.13,3.11,12,128,20,42,81,9,20,35,320000,27,54483
3,6,1,3,20,13.33,11.67,22,64,12,31,49,6,14,18,294100,29,47073
