tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,TARGET
9.95887,7.41220,1.56314,2.09192,3.37634,2.13840,1.78588,1.11655,1.38282,1.31215,1.26380,1.52557,1.04171
5.29816,9.08646,3.06817,6.27904,3.42741,1.36467,2.41386,1.21123,1.78713,1.47683,1.79862,1.33777,1.12482
6.61865,7.57096,9.84089,4.24034,3.38541,1.21098,2.35295,1.46784,1.67240,1.54102,1.13965,1.91777,1.13995
8.52747,2.13715,4.13707,1.55373,2.81294,1.45246,1.88258,2.26919,1.51685,1.41474,1.64066,1.04989,1.05831
9.02550,9.77353,1.63126,6.44817,2.97170,1.72040,1.96493,1.76014,1.61491,1.67178,1.54442,1.59440,1.12159
5.53936,8.95703,4.27702,4.69839,4.25185,1.05855,2.05452,1.05226,1.43292,1.02230,1.67448,1.42338,1.09697
2.06950,5.23538,7.20583,7.58277,2.73606,2.17019,2.22672,1.28420,1.62700,1.22065,1.54408,1.29740,1.07908
5.82243,9.15647,8.76839,1.20333,4.46415,1.24286,1.51828,1.19188,1.62042,1.44162,1.66930,1.25137,1.11767
9.19972,9.72715,5.04933,3.41009,2.85666,1.17525,2.46064,1.92462,1.06020,1.78188,1.37588,1.56064,1.09962
2.38803,1.93560,6.04745,8.57545,3.05080,2.37369,1.80589,1.18679,1.55682,1.55516,1.16463,1.25171,1.01028
6.05333,8.91000,1.71258,4.46581,3.63670,1.09524,2.35823,1.32700,1.31481,1.87977,1.69418,1.22996,1.08890
3.78148,4.60138,1.95213,5.81049,2.95266,1.92642,2.14757,1.39052,1.48429,1.82603,1.58691,1.21707,1.09966
2.73358,3.46675,8.15106,2.88403,2.87670,1.98609,2.42531,1.12908,1.46361,1.45974,1.44526,1.68441,1.06045
2.77246,4.68441,8.84122,4.97869,3.11125,1.85402,1.40566,2.04625,1.08033,1.00977,1.87015,1.30224,1.09200
4.24031,4.33780,2.19675,3.38689,3.73152,1.25672,1.41622,2.01270,1.03472,1.41930,1.56069,1.79188,1.06882
6.59759,7.13421,5.04147,5.23839,3.27595,1.15130,1.49609,2.49384,1.27822,1.61209,1.60451,1.66004,1.14700
9.55315,2.39716,10.47282,7.21227,4.57003,1.64195,1.16349,1.04170,1.53252,1.01673,1.93480,1.35116,1.13517
8.48837,7.69310,6.36247,4.18008,3.66018,1.28553,1.85607,1.61540,1.03543,1.16255,1.87730,1.86310,1.12558
2.52698,3.16545,2.32265,2.88551,2.64918,2.24206,1.48768,2.03825,1.50024,1.11232,1.60579,1.75254,1.06258
7.73806,7.87912,8.81296,3.51729,4.37157,1.40037,1.20901,1.43623,1.63889,1.52838,1.19967,1.47416,1.12248
9.63726,5.56422,5.23963,5.32116,3.94877,1.54416,1.08419,1.84005,1.91127,1.27530,1.01398,1.68348,1.12512
10.25549,8.73156,6.86133,5.77329,4.52345,1.52321,1.36992,1.00059,1.50920,1.00759,1.11339,1.81769,1.10615
6.15801,3.78074,1.28737,9.28857,2.49285,1.59309,2.49075,1.84048,1.48075,1.15480,1.53615,1.13731,1.05450
9.14212,1.59036,10.44272,1.29179,3.68445,1.89680,1.57124,1.26468,1.45516,1.29398,1.73272,1.68201,1.07048
9.27334,7.42678,5.05132,6.67009,2.46551,1.37732,2.19011,2.38424,1.86916,1.85198,1.27969,1.40891,1.15747
5.69902,6.56782,6.79490,5.26226,3.64244,2.18450,1.56601,1.02423,1.85912,1.36128,1.19606,1.57265,1.14149
9.82145,2.71370,10.27143,9.74274,3.37362,1.11521,1.88072,2.04762,1.30339,1.21729,1.73611,1.20568,1.11033
2.64901,7.01965,4.24998,5.53438,2.87858,2.16929,1.72441,1.64489,1.46717,1.05527,1.45330,1.85103,1.10121
5.19237,1.35612,2.95587,8.40990,3.00289,1.36769,1.80308,2.24351,1.60052,1.49444,1.54299,1.69373,1.08310
5.20134,1.24861,3.39214,3.87058,2.27094,2.28532,1.39966,2.46124,1.49120,1.48208,1.69143,1.72964,1.10305
9.71012,8.48568,2.40968,1.00759,4.77963,1.24437,1.16849,1.22468,1.18147,1.92629,1.52570,1.73560,1.05932
6.90601,7.37800,5.41789,3.68853,3.40377,1.90365,2.01994,1.08981,1.31074,1.04444,1.50485,1.55194,1.08638
4.20649,4.21882,3.28908,1.80570,4.04259,1.21201,1.74199,1.42058,1.65723,1.41430,1.89805,1.89561,1.13221
8.78031,5.81152,3.53036,4.67048,2.52820,2.18934,1.58793,2.11170,1.02926,1.58078,1.13496,1.41267,1.06933
6.08276,9.85394,6.07461,4.38249,2.74373,1.47781,1.91874,2.27689,1.55569,1.66427,1.14065,1.84334,1.12964
2.20921,8.97692,7.36023,5.57429,4.23205,1.59316,1.42674,1.16523,1.02565,1.66964,1.23963,1.36380,1.10086
4.05743,8.01614,9.43867,6.33298,3.37760,2.25734,1.14223,1.64000,1.19808,1.79874,1.31535,1.81041,1.14346
5.18795,3.55070,9.04004,10.26174,3.18913,2.19620,1.29790,1.73395,1.68698,1.88188,1.76908,1.41121,1.13505
2.97220,8.13358,8.58093,4.75107,3.52321,1.79819,2.04083,1.05495,1.71179,1.83847,1.29235,1.03730,1.10335
5.98312,7.04603,10.03092,6.32952,2.55224,2.10791,2.02480,1.73221,1.24166,1.82434,1.70103,1.46782,1.14938
6.27079,1.96511,5.21174,5.41221,3.16323,1.27012,2.25787,1.72596,1.82152,1.20956,1.85723,1.21634,1.13236
1.91871,10.40989,3.24703,9.39258,2.13057,1.98876,1.88288,2.41497,1.73996,1.74664,1.83214,1.52276,1.08386
1.77539,6.83149,2.96354,2.28589,2.72894,2.40893,1.97756,1.30174,1.23302,1.56390,1.20736,1.41189,1.04715
4.45839,7.04340,3.06984,6.63637,2.34430,1.55903,2.39901,2.11483,1.09784,1.64291,1.03989,1.05934,1.05772
8.63801,2.64838,5.16142,10.39030,2.66155,2.31164,1.94372,1.50027,1.86020,1.83637,1.24434,1.08777,1.09254
2.45499,3.09671,2.42773,9.75253,3.50950,1.42610,1.07951,2.40207,1.47254,1.36954,1.33172,1.52437,1.05730
9.98764,4.21499,1.41269,2.30274,1.58134,2.24276,2.41968,2.17339,1.29921,1.29865,1.85095,1.34872,1.02842
3.37730,6.64717,7.24319,5.50494,3.44394,1.44261,2.29017,1.24046,1.33498,1.57611,1.55270,1.59240,1.13587
5.30619,6.03283,6.81066,6.50002,3.87576,1.72819,1.17842,1.63480,1.49773,1.18915,1.64583,1.13405,1.11204
5.34936,8.99401,7.63037,9.68246,2.91360,1.97365,2.38141,1.14851,1.17190,1.69897,1.66195,1.53411,1.14666
3.63926,2.45097,8.59577,3.29817,2.76725,1.89794,1.27833,2.47365,1.65498,1.81970,1.11866,1.13980,1.04978
4.94124,5.72117,7.85758,1.09908,3.19172,1.71599,1.98140,1.52806,1.55535,1.03241,1.42022,1.07670,1.06170
1.13427,1.35374,7.21698,2.69034,2.58108,1.16404,2.21554,2.45652,1.52626,1.50004,1.08359,1.56448,1.05402
8.92483,4.10089,1.59009,5.11719,2.87720,2.16372,2.13053,1.24572,1.08225,1.71276,1.51281,1.04368,1.02831
5.86891,8.73614,7.72125,1.93786,2.92400,2.21606,1.39526,1.88185,1.21267,1.66303,1.05159,1.42593,1.07200
7.01534,5.97098,2.25623,7.04549,3.28254,1.93565,1.64692,1.55206,1.63467,1.21788,1.43571,1.64686,1.11684
8.47169,9.35899,8.39006,1.91422,2.57669,2.49580,1.78547,1.55921,1.37742,1.48162,1.30132,1.70840,1.08951
5.40255,9.60034,7.72467,2.97956,2.97199,1.89456,1.77935,1.77128,1.12214,1.62749,1.67284,1.38398,1.11475
8.21557,7.74558,3.03735,5.10143,3.63448,1.26933,2.39781,1.11556,1.84601,1.21033,1.71562,1.22566,1.11012
1.72276,2.45561,5.23809,4.19634,3.55014,1.25784,2.49224,1.11695,1.08744,1.05461,1.44384,1.80545,1.06412
5.17308,4.68160,9.31528,6.98868,3.76868,1.59527,1.46569,1.58754,1.39338,1.75007,1.66859,1.15558,1.12333
6.38528,1.77906,4.55829,1.11102,4.04403,2.06348,1.07813,1.23153,1.45819,1.09514,1.31900,1.72725,1.04628
7.75559,5.92219,3.80192,3.11679,2.14307,2.39783,1.74958,2.12670,1.60346,1.38341,1.89900,1.77394,1.13315
3.58679,9.95725,1.48795,4.51766,4.03289,1.22976,1.77901,1.37551,1.19278,1.93184,1.56269,1.82709,1.08538
4.17572,2.64638,7.15153,1.16745,2.76971,2.31505,1.24538,2.08703,1.35359,1.36249,1.12988,1.47831,1.04864
3.05885,7.12019,5.61016,4.95992,4.58153,1.38240,1.15785,1.29539,1.89117,1.10945,1.16481,1.79546,1.10485
10.35267,7.68088,2.18830,2.20502,1.80599,2.32313,2.48933,1.79872,1.90361,1.60770,1.73821,1.03263,1.10215
7.41225,2.51488,4.23816,1.22505,2.37783,2.35724,1.27043,2.41167,1.18252,1.57013,1.81208,1.64156,1.04084
7.50524,8.90817,6.81477,2.07847,4.21196,1.31632,1.40433,1.48456,1.63621,1.03895,1.41571,1.42709,1.08765
10.27128,6.79911,4.19534,5.79832,2.84475,1.57261,1.79288,2.20693,1.92037,1.88081,1.04833,1.37342,1.14358
7.18576,2.46158,9.32698,4.36220,3.70864,1.25906,1.32762,2.12185,1.73686,1.50890,1.34176,1.18424,1.09463
9.40029,2.25823,5.75745,2.81455,3.67050,1.40977,1.78834,1.54856,1.63859,1.72788,1.35480,1.24839,1.06446
4.11047,3.32383,6.94280,6.07965,4.83314,1.30845,1.22889,1.04670,1.65439,1.00919,1.74326,1.25611,1.10989
8.52653,10.15373,9.70894,8.34875,3.37040,1.07455,2.39494,1.57729,1.55791,1.51130,1.70311,1.87685,1.16817
9.03442,5.23072,7.73820,6.46489,4.03670,1.39644,1.39588,1.58815,1.90841,1.63764,1.45963,1.52299,1.15975
9.84231,7.42362,9.99507,1.97141,3.55533,1.49898,1.09253,2.27033,1.28648,1.20994,1.24243,1.12882,1.07059
10.35040,5.49935,5.99773,1.05432,2.96224,1.57591,1.87167,2.00734,1.04048,1.39034,1.69722,1.80639,1.05065
7.71798,2.56797,6.83703,1.42871,1.06027,2.43545,2.47692,2.44453,1.25875,1.24909,1.71290,1.59012,1.06175
5.30934,4.67445,4.77836,8.91998,1.86334,2.43925,2.36542,1.74916,1.57086,1.94188,1.40929,1.46970,1.14381
9.37686,9.49534,5.21704,2.61731,3.28993,2.01935,1.19742,1.91047,1.10517,1.30429,1.91500,1.92162,1.08963
7.94925,8.50252,4.26201,9.39772,2.21215,1.66768,2.26709,2.27026,1.85144,1.91459,1.17320,1.66068,1.16460
4.98632,9.91537,7.15685,9.25750,2.86329,2.08544,1.25235,2.21609,1.66145,1.20535,1.82175,1.54989,1.14495
5.55703,6.33028,6.11861,9.08908,2.97449,1.16153,2.13825,2.14290,1.05369,1.24936,1.18035,1.32064,1.06632
6.02963,8.19456,1.61577,2.17587,2.74285,1.85389,2.43452,1.38592,1.80279,1.69563,1.71424,1.43430,1.09294
7.12551,7.42660,1.30563,9.77019,2.93849,1.93097,1.15715,2.39056,1.45708,1.48860,1.37852,1.09742,1.07665
4.16715,1.86862,1.69518,2.85850,2.06186,1.73094,2.20457,2.41979,1.71173,1.87234,1.52636,1.39143,1.07055
10.11238,6.48141,7.69420,6.49901,3.90502,1.45825,1.68400,1.36990,1.61902,1.73649,1.37190,1.49956,1.14972
8.48290,5.51378,9.33121,1.59594,3.46079,1.76045,1.22007,1.97587,1.74856,1.41882,1.59756,1.90384,1.10574
9.55134,1.84357,6.41838,1.53031,4.26618,1.10427,1.09286,1.95386,1.91983,1.69475,1.36992,1.63307,1.07718
5.97672,2.51894,9.03486,5.10427,2.11721,2.30376,2.35348,1.64273,1.19124,1.83942,1.14094,1.81670,1.08697
4.44930,3.52011,7.67287,4.29079,2.13376,1.73708,2.30123,2.24511,1.58243,1.10569,1.17810,1.33693,1.05998
8.16000,1.80018,8.14565,7.27788,3.07871,1.68452,1.17393,2.48000,1.49883,1.12980,1.47833,1.67232,1.12649
2.10916,4.03132,1.84846,8.20883,3.06474,1.84097,1.41912,2.09234,1.18392,1.11742,1.83734,1.92352,1.06048
2.72389,6.39591,8.56496,1.25355,2.96658,1.71761,2.33439,1.39860,1.72682,1.16263,1.67773,1.28418,1.05919
4.89114,3.55587,1.65078,4.24424,3.18713,1.06255,2.11706,2.05043,1.42589,1.82651,1.07923,1.45608,1.09314
8.69839,9.69136,8.50381,5.67455,3.35744,1.67319,1.21540,2.17113,1.84526,1.40898,1.50319,1.40898,1.14980
9.54750,1.93309,6.42254,6.50290,2.75333,1.18471,2.22234,2.25679,1.36257,1.80555,1.57842,1.27105,1.08140
3.07281,2.97348,8.39477,7.23062,3.20627,1.33476,2.29612,1.58002,1.04536,1.20175,1.76323,1.92247,1.12992
9.71532,9.30252,4.20650,2.93838,3.32997,1.96420,1.26020,1.86280,1.68231,1.81587,1.69628,1.54372,1.12959
1.94560,6.23088,1.66132,7.35760,2.63251,1.26155,2.48825,2.03486,1.33529,1.09232,1.49787,1.47232,1.04901
2.76375,2.05366,3.39455,6.98410,2.55909,1.65834,2.26488,1.93487,1.70481,1.01009,1.91404,1.88169,1.11202
3.61486,2.38726,3.80864,7.50725,4.06939,1.59551,1.00349,1.74878,1.19382,1.86808,1.14393,1.27747,1.04835
7.31722,4.58407,7.30642,2.26687,2.51695,1.38754,2.06279,2.44989,1.57959,1.85664,1.35261,1.56204,1.12071
2.86928,4.07391,8.13812,5.80640,2.44784,1.48199,2.30274,2.18460,1.21162,1.45102,1.68797,1.64037,1.12023
8.01764,5.03399,8.85524,3.89996,4.24744,1.37910,1.18017,1.61047,1.26620,1.10625,1.37131,1.87604,1.09194
4.21169,5.47481,8.94335,2.91197,3.58038,2.27427,1.55699,1.00553,1.69163,1.27759,1.75705,1.94695,1.11550
7.72328,8.84642,8.02299,9.63395,3.52272,2.48926,1.34172,1.06348,1.23593,1.94881,1.08220,1.80774,1.15022
7.77322,1.84046,5.05827,2.69858,2.57146,2.22555,1.53272,2.08745,1.69415,1.35632,1.47650,1.39308,1.08080
3.28491,7.14247,6.40526,3.42385,2.95304,1.32969,2.39127,1.74317,1.13210,1.65567,1.29915,1.04979,1.08011
5.24058,8.12495,5.66450,8.46748,3.37872,1.84592,1.00701,2.18553,1.79836,1.92289,1.76415,1.39472,1.17263
5.03062,10.42899,5.29986,7.94618,3.98737,1.96700,1.19059,1.27221,1.67640,1.70875,1.90559,1.86467,1.16954
5.82881,1.20682,5.59287,4.41993,2.59030,2.47537,1.22853,2.12297,1.39951,1.25362,1.42353,1.87874,1.10626
9.84632,2.71908,8.14083,2.26075,3.81985,1.34149,1.23568,2.02016,1.25536,1.74996,1.23473,1.37962,1.05106
6.76371,8.46103,8.89697,10.11785,4.75467,1.29298,1.02801,1.34151,1.66215,1.47487,1.39671,1.14494,1.13101
6.13859,1.16491,2.25363,1.16018,3.23451,1.55627,1.42247,2.20392,1.15300,1.59385,1.75910,1.29406,1.03272
1.81668,4.17581,9.90597,4.52197,3.59926,1.97607,1.27127,1.57056,1.32009,1.06855,1.68628,1.86919,1.08230
6.21495,2.80023,1.93095,6.43296,4.53507,1.42007,1.18271,1.27933,1.71764,1.55615,1.38589,1.37763,1.09217
9.42884,2.65749,4.70798,7.16621,4.05595,1.00024,1.47954,1.88145,1.54683,1.42232,1.08384,1.13196,1.06365
10.32085,8.08159,1.22952,1.56542,2.49563,2.07357,1.46709,2.38088,1.92565,1.72529,1.16174,1.64975,1.09960
2.68748,1.72152,1.40818,4.26808,4.53650,1.51027,1.24104,1.12937,1.12127,1.15949,1.44377,1.64296,1.03595
4.83094,2.61497,9.62096,9.13403,3.38611,1.60821,2.09674,1.32611,1.27334,1.31026,1.58385,1.13575,1.07801
3.72716,5.96182,6.64441,3.69550,2.71622,1.80093,2.37463,1.52540,1.04821,1.22060,1.85684,1.36852,1.10041
1.05566,7.11189,9.43414,10.01260,3.10449,1.58819,2.40105,1.32344,1.01490,1.06737,1.44475,1.15739,1.06724
4.08826,7.14027,6.45326,10.42660,1.53354,2.44567,2.46842,1.96955,1.26744,1.42618,1.41618,1.94555,1.13346
8.98253,10.47517,2.22512,9.64490,2.94319,2.36493,1.05792,2.05114,1.72249,1.48297,1.20407,1.09533,1.11042
8.71105,2.94034,8.14140,6.62910,4.65845,1.10290,1.44648,1.20934,1.93185,1.26859,1.52600,1.12964,1.12716
10.43311,9.48108,4.26861,3.44530,2.31473,1.85543,2.35281,1.89420,1.47739,1.92615,1.79690,1.77724,1.13104
7.99625,2.71135,8.03917,5.72026,4.42455,1.32450,1.40618,1.26193,1.57626,1.62330,1.16422,1.77166,1.11794
2.44074,5.31823,8.08717,3.49993,4.38751,1.28715,1.07781,1.66471,1.92126,1.12484,1.21755,1.19152,1.03427
2.75104,8.49213,2.97647,10.44929,2.22379,2.44857,1.87649,1.86831,1.62066,1.10758,1.68134,1.90468,1.07769
1.94441,1.32739,1.12687,9.63770,3.15679,2.15610,1.45837,1.64592,1.19419,1.49967,1.69889,1.17466,1.03732
1.05346,5.41755,3.06294,5.21011,3.32976,1.31975,1.74902,2.01865,1.07574,1.41973,1.21082,1.67809,1.07220
10.25837,9.10931,7.65001,6.25685,4.05918,1.44111,1.09230,1.82458,1.04491,1.28505,1.92661,1.63733,1.13931
8.41085,7.92464,1.37944,6.85243,4.08901,1.34974,1.16627,1.81214,1.72922,1.35089,1.82349,1.77936,1.11678
6.19747,9.51822,8.48929,1.94753,2.84246,2.18527,1.25342,2.13602,1.42672,1.35269,1.56003,1.10055,1.10623
5.73785,4.31028,10.00943,5.08389,4.02129,1.93599,1.03902,1.42088,1.34254,1.54180,1.42002,1.48678,1.10604
5.82463,5.53323,1.09542,1.81372,2.08231,2.28750,1.59224,2.45511,1.75525,1.04241,1.55689,1.75875,1.03223
2.62536,7.19078,8.43722,10.19538,3.70075,1.13587,1.84460,1.73596,1.89320,1.68060,1.32112,1.20892,1.09716
3.89707,5.86527,3.21608,7.92260,3.26923,1.66339,2.06060,1.42395,1.06898,1.41457,1.64001,1.54665,1.09329
5.15690,10.43981,1.54850,2.02523,2.44936,2.38882,1.39566,2.18332,1.75245,1.84172,1.94630,1.54651,1.06672
6.04049,3.76650,7.71918,5.40020,2.65896,2.18029,1.33385,2.24407,1.65631,1.01254,1.39439,1.39173,1.10891
1.37315,9.59201,4.34231,6.82758,2.93798,1.62861,2.19930,1.65129,1.79826,1.41048,1.93227,1.42248,1.07639
5.83796,7.22989,6.32551,1.14385,2.33157,1.63520,2.21380,2.23660,1.94603,1.24981,1.04950,1.40142,1.08165
9.95856,10.16679,4.65535,3.24072,2.18824,2.31184,2.12398,1.79311,1.65347,1.16466,1.42536,1.20516,1.09240
8.03103,1.40054,8.31868,2.29052,3.80729,1.81877,1.51503,1.27609,1.22687,1.12059,1.34003,1.51059,1.03332
6.52966,9.25304,4.91805,3.01765,2.63533,2.39857,1.21922,2.16405,1.75022,1.91367,1.57313,1.11696,1.14371
1.53128,3.82430,4.08779,8.79204,2.21094,1.99598,1.93715,2.27310,1.34646,1.01555,1.29995,1.49043,1.03884
8.81802,10.44320,7.50930,2.49185,4.00587,1.22732,1.33315,1.85083,1.21962,1.25202,1.39018,1.16900,1.07884
6.01514,2.02883,9.84944,3.44329,2.41511,2.21929,1.52914,2.25363,1.52825,1.24308,1.44990,1.44139,1.07506
8.29949,3.45779,6.89223,5.74719,2.43270,1.64646,1.85868,2.47933,1.43111,1.65708,1.67281,1.40989,1.13176
6.05233,9.50489,4.83623,8.97761,5.00540,1.03695,1.05929,1.31553,1.89172,1.93283,1.24483,1.89498,1.17088
2.52410,5.78744,6.81372,6.27699,4.08508,1.15624,1.75157,1.42428,1.69443,1.20601,1.08852,1.32715,1.04596
7.50332,3.56278,5.67838,2.84085,4.34797,1.84301,1.22165,1.00454,1.81493,1.39382,1.45603,1.13113,1.11099
9.30764,6.76604,9.59327,8.47214,3.36522,1.73389,1.84863,1.46943,1.69328,1.63322,1.59545,1.54263,1.16173
1.42767,7.55813,6.52163,9.69235,2.44634,2.13972,1.82563,2.00548,1.40233,1.94989,1.91885,1.02694,1.12832
6.47519,7.74475,7.40093,2.64636,3.97357,1.18632,1.39793,1.85935,1.06625,1.04010,1.57015,1.31764,1.05620
1.07510,3.39568,4.30235,7.99337,2.83650,1.41547,2.46210,1.70309,1.26546,1.75139,1.91033,1.80129,1.11633
5.39567,1.21734,1.60862,9.53847,2.80828,1.89570,1.90772,1.80547,1.67832,1.80805,1.20398,1.67487,1.05856
5.36842,6.59191,3.50297,9.75768,2.50802,2.10871,1.78885,2.01159,1.91470,1.06938,1.70735,1.78459,1.12868
8.18383,5.12865,2.77956,2.27484,2.57815,2.21529,1.66593,1.95780,1.41700,1.91501,1.81790,1.88579,1.11405
6.71964,1.17424,2.97582,5.09568,2.81081,1.06571,2.36871,2.17195,1.54958,1.50294,1.63688,1.65037,1.08845
9.22453,1.15339,5.63908,6.34586,3.24398,2.06990,1.39541,1.70789,1.61543,1.94594,1.26792,1.90954,1.09567
6.00013,6.23387,1.40144,5.06052,2.92324,1.91615,2.41148,1.16630,1.02966,1.14402,1.20888,1.12206,1.03537
2.27134,1.01118,8.89212,5.01794,4.11839,1.39042,1.29108,1.61728,1.07065,1.56603,1.64570,1.53472,1.05649
8.34929,7.94294,4.14100,5.52785,2.58558,2.18480,2.27641,1.37039,1.68623,1.73190,1.94594,1.35008,1.15616
9.83555,7.10945,3.94482,6.20353,3.78729,1.28544,1.79489,1.54955,1.93943,1.79620,1.25568,1.54462,1.15426
8.39411,10.07398,8.59969,9.97428,5.11325,1.16935,1.07489,1.05969,1.42809,1.59448,1.86253,1.82960,1.16951
5.39056,3.84903,5.04660,2.65531,4.59884,1.47000,1.10118,1.24715,1.51666,1.18409,1.09013,1.63866,1.05640
5.43122,8.40924,4.46137,7.90352,4.02606,1.10886,1.29111,1.99115,1.13591,1.29030,1.92508,1.03017,1.08382
3.47975,5.80021,3.83920,9.50734,4.69958,1.11574,1.02569,1.57615,1.44801,1.77232,1.49459,1.86905,1.13279
8.51714,1.42380,9.90536,10.16771,1.97114,2.12846,2.46738,1.85019,1.77909,1.49225,1.90827,1.83896,1.14761
10.39291,6.91011,8.62876,10.24306,3.81287,1.51054,1.27215,1.82161,1.60176,1.63714,1.43883,1.72263,1.15687
8.85344,2.09735,7.80557,5.67029,3.24178,2.14651,1.29659,1.73229,1.77419,1.69456,1.93519,1.62342,1.14572
5.47489,9.41635,8.95363,9.18526,3.26439,1.28963,2.04878,1.81437,1.72396,1.21875,1.86475,1.47075,1.14962
10.40375,8.77923,6.59457,7.16787,3.21535,1.21092,2.27196,1.71894,1.14478,1.84464,1.61045,1.25592,1.13800
4.52806,9.82969,8.70113,6.25657,3.19729,1.96930,1.29376,1.95682,1.31229,1.29572,1.50762,1.24786,1.10321
2.62047,3.89151,3.99060,6.72322,2.59015,1.18429,2.18505,2.45768,1.92010,1.01239,1.14284,1.31554,1.04785
7.01415,10.25610,5.97169,4.84429,1.99806,2.43666,1.62966,2.35279,1.28196,1.74504,1.80663,1.25109,1.13508
1.24921,6.18110,6.64985,7.87834,1.97393,1.97319,2.02937,2.44068,1.05158,1.12490,1.32081,1.04443,1.02868
5.43028,1.30900,2.81251,6.02535,2.88345,1.62972,1.76021,2.14379,1.15619,1.33783,1.59523,1.36126,1.05205
10.48655,3.96660,4.57410,4.98783,2.73798,1.98082,2.37000,1.32837,1.05592,1.60542,1.82939,1.38224,1.10972
6.66673,6.80983,9.19973,8.06735,3.45917,2.46277,1.06053,1.43470,1.31693,1.20098,1.78086,1.59195,1.14128
3.72561,1.54349,5.55690,2.82447,2.96342,1.83427,1.52488,2.09460,1.84795,1.35927,1.59271,1.11052,1.08023
7.80662,4.48936,6.86912,8.12954,2.62513,1.87678,2.26096,1.65430,1.94035,1.41154,1.60890,1.48582,1.15923
4.90693,3.64950,5.23488,8.73139,3.61041,1.29720,2.47168,1.03789,1.38721,1.62587,1.45350,1.48072,1.11123
1.47702,8.11519,9.83683,6.38695,2.60370,2.10079,1.24431,2.46837,1.05480,1.51841,1.89987,1.75794,1.14436
7.14749,4.20320,3.96423,1.67967,4.64323,1.39322,1.32377,1.05695,1.23554,1.06844,1.31982,1.00830,1.04093
3.18745,5.63214,4.51665,1.25475,2.16596,2.14351,1.77430,2.33340,1.68121,1.76272,1.45496,1.40083,1.10334
6.43494,10.19551,2.41719,9.09741,4.01075,1.26661,1.42446,1.71535,1.94046,1.32348,1.77885,1.93661,1.13971
2.59970,8.02284,6.62448,4.73310,4.49190,1.09119,1.08154,1.75253,1.37036,1.10692,1.83993,1.72824,1.12060
3.12353,2.15901,4.70675,2.62959,2.66037,2.29930,1.59371,1.86380,1.81979,1.68467,1.80005,1.24295,1.11704
9.92999,8.24075,10.41550,5.20781,3.72139,1.60073,1.92165,1.17340,1.25826,1.83066,1.76115,1.44849,1.14906
5.90928,6.62903,1.08093,4.86772,2.55533,1.86529,1.74907,2.24748,1.35736,1.07165,1.15186,1.94905,1.08494
6.69519,4.39633,6.36099,5.15383,3.31616,1.35715,1.60439,2.13948,1.79725,1.00643,1.54245,1.08385,1.11177
2.60733,1.98114,2.51192,7.25333,3.12613,1.74700,2.28377,1.26027,1.80772,1.70191,1.21829,1.33847,1.04986
6.66283,9.33340,4.61435,9.49907,2.77064,2.31911,1.84508,1.48234,1.26238,1.91916,1.93282,1.80945,1.16148
3.47688,3.14774,9.55079,2.63960,4.54482,1.28872,1.19393,1.38970,1.54720,1.56955,1.17025,1.84957,1.06672
2.72253,7.04874,4.18122,6.46048,2.04962,2.47143,1.66503,2.23109,1.33827,1.69421,1.35446,1.01332,1.07642
6.78202,6.84181,10.36562,1.72278,3.54928,1.65033,1.41977,1.79779,1.84303,1.81739,1.14205,1.17810,1.12806
10.05041,8.04302,9.06097,9.48248,2.86440,1.70311,1.96817,1.88148,1.60721,1.43225,1.39258,1.10460,1.12816
3.29803,10.24240,3.21673,4.58733,3.59622,1.18640,1.49187,2.14268,1.18450,1.27267,1.39241,1.23854,1.03999
5.20227,9.41169,4.04812,5.69055,2.88286,1.68522,1.79243,2.05666,1.44512,1.31232,1.03681,1.34468,1.07739
6.86187,9.87180,2.17841,10.05596,2.80918,2.45716,1.11361,2.03722,1.31985,1.49579,1.70599,1.61320,1.10379
8.78716,5.66825,8.66627,9.29780,3.29552,1.90227,1.08166,2.13772,1.93884,1.19635,1.92402,1.88081,1.17647
9.67078,1.11050,6.39697,1.82699,3.38315,1.78325,1.66989,1.58088,1.89217,1.03955,1.57443,1.22672,1.10254
3.56694,9.01792,10.48930,10.47246,2.96067,1.59965,2.44504,1.41181,1.09820,1.84279,1.15589,1.78596,1.13688
4.06796,5.33384,4.05515,2.32096,3.02768,1.78314,2.25994,1.34641,1.50774,1.57379,1.26637,1.62013,1.09667
9.53335,1.57149,5.97755,9.91205,2.82255,1.83664,1.34599,2.41199,1.20360,1.72862,1.23697,1.17160,1.04751
7.31523,5.51754,9.69301,4.15127,3.44882,1.78014,1.28629,1.90192,1.20992,1.29822,1.26177,1.89904,1.09635
6.52137,4.96454,9.11782,4.53437,3.30000,1.95643,1.97319,1.18756,1.06465,1.85631,1.04326,1.03522,1.06556
1.04203,7.33689,6.47988,3.33323,1.39977,2.32165,2.40775,2.28800,1.54597,1.76948,1.84874,1.85960,1.12413
5.37618,5.21453,5.07788,4.23623,3.87998,1.12224,1.29346,2.12150,1.53538,1.69766,1.71594,1.29152,1.15085
7.03403,1.50851,8.71630,7.40184,3.97485,1.48800,1.14639,1.80793,1.31752,1.89711,1.62652,1.52432,1.09661
4.59320,6.88749,1.24370,2.11731,3.07184,1.86982,1.41924,2.05626,1.30736,1.08930,1.69713,1.86969,1.02558
