TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
11,2,21,1,10,12,11,7,15,125,12,31,74,5,13,29,94600,32,63535
13,4,6,3,3,11,10.5,8.83,19,37,12,30,30,6,15,13,34500,15,31828
25,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,116700,34,66509
15,1,3,0,0,15,15,10.33,19,44,10,27,31,4,4,12,47100,28,45285
11,2,17,1,10,11,11,7.24,15,129,9,24,64,2,8,26,157300,36,82752
10,2,3,0,0,10,12.5,11.67,10,32,17,30,28,6,6,10,44800,28,26372
10,4,18,3,8,10,11,9.72,15,89,15,35,70,6,15,24,36200,40,39750
7,4,6,4,5,5,5.5,5.17,16,27,15,27,24,6,12,10,49800,22,39725
10,3,28,2,17,9,7.67,7.43,17,130,8,21,71,4,10,27,67900,35,34619
23,3,11,2,8,22,22.33,17.18,24,105,12,33,70,6,16,27,94500,21,82550
18,1,11,0,6,18,18,17.09,18,105,13,32,67,6,6,28,94300,37,61099
38,3,17,2,12,25,28.67,30.94,18,105,21,43,119,10,21,45,520900,27,0
15,1,9,0,3,15,15,9.89,18,79,13,32,58,6,6,22,117100,30,46842
10,4,5,2,2,6,10.5,9.6,15,33,13,30,29,6,14,12,66400,25,47000
5,6,15,3,8,5,5,5.27,16,105,14,33,63,6,16,27,94400,42,51377
6,5,6,3,3,6,6,5.67,19,32,13,29,29,6,14,12,0,8,0
5,2,17,2,4,0,7.5,7.76,14,110,32,48,73,3,12,16,110700,32,65957
15,2,2,2,2,15,10,10,24,29,9,21,20,4,9,8,344200,42,110830
25,2,2,1,1,25,25,25,19,30,13,28,24,6,13,11,35700,38,38047
25,2,2,2,2,25,16.5,16.5,18,28,13,26,23,6,12,10,120300,31,38816
25,3,18,1,6,6,24,21.72,15,75,14,35,64,6,17,25,0,0,0
35,3,5,0,0,24,20.33,15.4,18,44,13,34,38,6,6,16,323800,24,104932
12,6,7,5,5,10,10.83,10.14,16,33,13,31,32,6,15,13,45500,34,55526
3,11,61,8,28,3,3.45,4.28,16,130,12,32,84,5,15,32,92200,51,45366
10,6,9,4,5,10,10,9.44,16,45,14,33,40,6,17,17,89900,48,69057
25,4,6,2,3,25,23.75,20.83,20,39,13,35,37,6,17,17,104000,34,66092
10,1,4,0,2,20,20,13,18,52,14,30,45,6,6,17,326000,26,47807
33,1,7,1,4,10,25,13.86,18,105,13,31,58,6,14,24,68700,31,0
25,1,1,1,1,25,25,25,16,16,12,17,14,5,7,6,98700,29,37477
20,2,4,0,2,20,15,11.5,17,44,12,32,35,6,6,15,49800,18,44487
7,3,11,0,5,6,7.67,6.36,15,92,13,32,57,6,6,23,55800,28,47308
6,6,24,4,10,6,6.5,8.96,15,81,15,36,74,6,17,26,75600,53,42230
50,1,1,1,1,25,25,25,17,17,11,16,14,5,7,6,103900,39,57363
6,5,15,1,8,5,5.8,5.13,15,104,12,31,61,5,13,25,428600,26,92525
2,2,12,1,6,10,7.5,6.33,19,57,13,33,49,6,15,20,231200,31,77367
15,2,8,0,5,15,14,9.38,15,112,11,29,58,4,4,23,83500,32,63093
5,3,39,1,17,5,3.67,4.42,16,123,13,28,73,6,12,29,61600,32,51112
13,3,54,2,21,10,11.67,8.61,4,126,41,60,139,6,16,35,120200,30,44880
25,4,27,1,5,15,14,11,7,86,26,46,106,9,18,37,51700,27,0
15,3,3,3,3,10,7.33,7.33,17,24,13,23,23,6,11,9,40300,40,0
25,1,1,0,0,15,15,15,18,18,10,15,12,4,4,5,62200,29,80943
18,4,6,1,2,10,18,17.83,15,45,12,34,40,6,17,17,61300,46,37139
10,4,25,3,13,15,5,4.04,17,126,12,27,62,6,15,33,87400,39,59959
7,4,19,3,17,9,8,7.89,17,130,11,25,77,5,11,28,53900,38,44714
25,1,1,1,1,25,25,25,17,17,11,15,13,5,7,6,90000,29,61219
6,4,5,1,1,6,5.75,5.8,15,31,12,24,23,5,9,8,107500,32,0
25,8,31,7,20,7,5.13,3.49,17,125,13,31,78,6,17,34,248600,34,57164
5,7,24,4,16,5,4.86,4,17,122,13,32,70,6,17,32,55300,25,34587
6,6,22,4,12,5,7,5.55,17,79,13,33,62,6,17,25,192200,34,41254
8,6,38,4,15,9,7.83,6.39,17,128,10,30,78,5,16,31,102400,29,0
15,4,7,3,5,15,12.25,9.86,16,64,17,34,49,6,13,15,58100,20,0
11,5,7,3,3,10,11.8,10.71,18,32,12,31,29,6,15,13,71000,43,57220
5,5,16,3,7,15,7.8,5.38,25,103,8,25,43,4,13,17,123600,22,0
9,4,4,2,2,10,8,8,17,32,12,26,25,6,12,10,59800,36,41358
22,2,2,2,2,25,22.5,22.5,20,24,13,24,23,6,11,9,598200,32,155586
10,5,11,4,8,10,9,7.27,16,54,14,33,48,6,16,20,51500,45,42583
15,5,6,2,3,20,16.8,14.83,16,45,15,30,35,6,12,12,81300,49,59106
20,2,12,1,8,20,20,11.08,16,127,7,18,56,4,11,25,281100,44,0
20,1,1,0,0,20,20,20,20,20,10,17,15,4,4,6,96000,33,43191
21,7,35,4,16,15,15.29,15.14,6,127,31,53,115,11,22,44,38500,25,37125
6,7,18,2,5,6,6.29,5.22,15,64,13,30,52,5,13,19,88600,36,0
7,5,27,1,10,6,6.8,6.3,15,130,15,36,84,6,17,32,33600,33,40976
21,4,20,3,11,15,20.75,11.9,18,79,13,35,62,6,17,25,36000,21,34814
30,1,1,1,1,25,25,25,16,16,11,16,14,5,7,6,325400,25,47580
21,1,1,1,1,15,15,15,20,20,8,14,12,3,6,5,32800,26,34323
10,3,3,2,2,10,10.67,10.67,19,24,12,22,21,6,11,9,72400,40,34244
25,2,6,1,3,50,50,37.5,17,104,13,32,62,6,16,26,118300,42,30202
20,5,6,4,4,11,10.2,9.5,16,33,13,32,32,6,15,13,65300,22,46301
25,1,1,1,1,25,25,25,21,21,11,18,17,5,8,7,63700,34,0
15,1,1,0,0,25,25,25,16,16,13,18,15,6,6,7,57600,27,0
25,3,16,2,12,19,19.67,13.88,18,93,13,33,72,6,16,26,26700,31,26414
6,5,19,5,11,4,5.6,4.58,15,57,12,29,49,5,15,21,55400,25,75326
7,8,18,5,10,7,6.88,6,18,104,13,33,66,6,17,27,127400,33,0
35,1,1,1,1,20,20,20,20,20,10,17,16,4,7,6,151000,33,47281
10,1,2,0,1,16,16,13,19,39,10,25,27,4,4,10,74200,33,57224
10,3,16,3,10,10,11,10.69,17,76,14,34,76,6,17,24,51500,31,71200
10,1,4,0,3,15,15,7.5,26,65,10,29,42,4,4,16,91000,18,72882
5,2,18,1,10,10,7.5,6.72,18,122,12,30,72,5,13,30,66700,28,48542
11,10,33,6,16,12,13.6,11.33,5,131,29,48,105,11,22,40,88200,0,65650
5,6,11,3,4,5,5.83,5.64,16,44,11,27,37,5,14,15,43900,21,0
15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,36500,30,34496
4,10,15,8,10,4,4.5,4.27,21,45,11,30,36,6,17,17,39200,40,46750
10,6,9,4,5,12,9,8,17,41,14,33,37,6,16,15,118900,27,57224
20,5,16,3,12,28,26.8,17.31,22,122,13,35,74,6,17,32,346900,23,0
13,5,9,3,5,15,13.2,14.44,18,79,10,25,37,4,11,13,110300,47,0
4,6,27,2,14,5,4,3.63,18,100,12,34,69,5,16,27,90400,43,51624
44,3,8,1,4,29,27,18.25,18,68,13,35,56,6,17,23,144200,22,45373
15,1,4,0,3,20,20,17.5,19,91,11,22,48,4,4,18,177300,59,0
20,1,12,1,6,25,25,17.92,19,77,13,35,62,6,17,25,277300,33,55210
3,2,13,1,5,20,12.5,7.15,18,123,8,20,41,4,9,12,143100,20,52588
10,4,4,2,2,10,8.75,8.75,15,32,11,24,23,5,10,9,123900,49,0
10,4,24,2,10,11,10.25,8.96,19,111,13,33,73,6,17,31,44400,33,40000
10,3,8,2,2,10,7.67,7.63,13,21,30,37,40,8,12,12,56200,56,45466
25,1,18,0,11,25,25,14.5,24,123,9,27,74,4,4,30,89700,0,0
15,2,11,0,2,15,13,10.73,9,65,22,34,65,7,7,16,193600,11,36370
10,3,11,2,9,10,9,10.82,18,100,15,35,76,6,15,28,76100,32,0
20,1,24,1,10,21,16,15.33,9,119,15,31,89,7,17,39,34000,29,36236
20,1,1,1,1,15,15,15,15,15,7,10,11,2,4,4,83800,0,0
15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,63300,14,57225
4,11,33,6,19,3,4.73,4.85,15,129,14,34,80,6,17,34,53700,40,0
10,4,17,1,11,6,5.75,4.18,16,124,7,21,55,3,9,23,70700,30,57954
50,2,6,2,4,20,20,10.33,21,75,12,31,46,6,15,19,91500,22,61313
25,1,1,1,1,20,20,20,15,15,8,10,10,3,4,4,356400,14,0
5,4,7,1,4,7,8.75,7,17,63,15,29,43,6,11,16,130500,44,0
15,1,6,1,3,15,15,12.17,15,92,10,25,47,2,8,17,146300,23,48209
10,3,22,2,11,11,10.33,9,20,131,25,46,118,5,15,30,35300,30,33438
15,2,10,0,5,15,11.5,7.1,18,91,13,34,42,6,6,20,47600,36,37876
5,6,10,3,5,5,5,5,16,100,9,28,45,3,11,17,43500,27,26170
15,3,5,1,2,15,14,11.2,18,57,12,32,41,6,16,17,45400,50,44786
5,7,12,5,6,6,4.71,4.17,16,44,14,32,37,6,16,16,103600,0,82079
50,3,27,1,10,40,20,10.41,15,103,21,36,89,4,11,21,43700,36,0
18,2,14,0,7,12,11,9.5,17,105,6,22,55,2,2,21,127100,47,51786
2.5,5,10,3,4,5,8,6.5,15,65,18,37,67,6,15,23,73800,23,61057
20,2,6,0,2,20,16,10.67,17,76,14,32,48,6,6,18,67700,24,59774
20,3,7,3,5,18,16.33,13.57,16,65,14,36,53,6,17,20,166200,42,123516
6,4,4,3,3,5,6.25,6.25,20,31,12,25,24,6,12,10,98800,11,43407
15,2,4,2,2,10,7.5,7.5,19,23,13,24,24,6,11,9,55800,32,44876
20,1,7,1,4,15,15,14.29,24,93,11,31,63,6,15,24,41700,32,51017
18,4,21,2,12,12,11,8.76,17,75,5,13,30,2,6,13,76200,26,46993
25,2,6,0,0,24,25,22,7,28,26,40,48,6,6,11,111800,25,0
8,3,4,2,2,10,9.33,8.5,17,32,12,25,26,6,11,9,236700,30,71994
6,5,7,4,5,7,7.4,6.43,18,41,12,29,30,6,15,14,71900,27,37931
20,2,2,0,0,20,12.5,12.5,18,30,11,24,21,4,4,8,23700,56,40250
10,3,15,2,11,10,5.33,4.27,18,111,13,32,63,6,14,26,80600,29,62557
15,5,8,2,4,10,7.8,7.38,17,43,13,34,37,6,16,16,68100,31,49277
12,2,9,0,2,12,12,12.22,18,82,13,33,57,6,6,23,543900,30,122638
10,2,28,2,16,10,8,3.86,18,116,13,33,71,6,15,31,187200,24,61989
5,2,21,1,13,10,10,10.76,18,127,11,30,74,4,12,30,129200,27,46836
14,4,10,3,6,15,13,10,20,102,14,34,67,6,15,25,58900,53,42176
10,7,8,5,6,10,9.21,8.69,15,41,13,34,36,6,16,15,64500,45,35761
5,9,39,8,23,5,5.44,5.33,17,130,13,30,79,6,17,33,68300,38,47579
15,1,6,0,2,15,15,10.67,26,65,9,28,49,4,4,19,52300,25,27410
8,6,25,3,12,10,8.67,7.2,18,89,14,34,72,6,17,26,143200,38,45864
20,3,6,2,3,15,13.33,12.5,25,53,11,33,41,6,17,18,48200,26,0
15,1,13,1,6,15,17,12.46,5,80,30,50,86,8,18,26,121300,24,63587
25,5,12,4,8,11,11.8,9.92,22,65,10,26,45,6,16,20,78900,30,46893
15,2,2,1,1,20,15,15,16,20,13,20,19,6,9,7,81900,0,56463
5,4,21,2,15,25,4.25,5,18,126,13,34,70,6,16,31,19800,27,35060
20,1,6,1,4,25,15,15.83,18,64,13,29,50,6,13,18,235600,23,65766
15,3,27,1,14,15,11.33,6.63,15,123,13,34,75,5,15,32,51800,23,0
5,4,14,0,8,5,4,3.29,15,115,13,31,70,5,5,27,140800,22,71463
30,1,1,1,1,30,30,30,17,17,11,16,14,5,7,6,102500,15,56250
12.5,7,36,6,20,3,7.86,6.53,12,126,23,43,96,9,20,37,177800,27,42955
20,5,7,5,6,3,4.8,4.71,21,38,12,30,31,6,15,14,63700,18,41118
25,1,2,0,1,35,35,27.5,26,53,11,26,35,5,5,13,225000,11,107241
10,3,6,2,5,10,10,8.33,21,43,6,14,18,2,6,8,132700,30,0
8,3,17,1,10,15,15,6.65,18,122,14,35,75,6,16,31,92700,28,44755
20,1,11,0,3,20,20,12.45,5,113,17,38,71,8,8,33,115900,27,76293
25,2,2,1,1,25,22.5,22.5,16,28,14,28,25,6,13,11,76200,53,44070
10,2,12,1,7,20,17.5,11.33,22,122,12,33,70,6,16,32,353100,38,0
18,2,5,2,3,15,12.5,10,16,105,13,31,45,6,13,18,42100,27,21667
5,3,7,1,3,6,7.33,4.71,20,76,11,24,36,5,10,13,48800,32,0
5,2,15,2,10,5,8,5,18,127,10,23,61,4,10,25,60300,0,0
10,2,6,2,4,20,17.5,11.33,17,53,13,34,45,6,17,18,0,15,0
18,4,15,2,12,18,16.25,12,18,130,13,34,75,6,17,32,177000,21,98346
20,1,10,0,5,20,20,13.8,26,128,10,31,67,5,5,32,204300,11,72616
25,1,13,0,5,34,34,10,26,102,12,33,68,5,5,27,36400,21,26974
10,2,12,1,7,10,10,4.33,21,117,12,28,58,6,12,23,49100,43,47321
35,1,1,1,1,25,25,25,18,18,10,15,12,4,6,5,249800,42,83961
50,2,6,0,1,100,100,79.17,6,67,25,47,95,6,6,22,87200,40,67852
3,4,10,1,4,20,18.75,14.4,16,115,16,38,71,6,17,29,93400,32,0
5,3,10,3,6,36,33,28.6,21,77,14,33,63,6,17,25,65600,29,0
18,4,5,2,2,10,13,11.6,15,28,13,27,26,6,13,11,72000,30,58224
16,3,10,2,6,16,16,10.7,23,92,8,21,41,5,14,20,48200,31,42787
30,6,10,1,3,5,12.5,10.6,15,53,13,33,45,6,15,18,202700,20,58689
13,2,2,0,0,16,13,13,15,20,12,19,17,5,5,7,195200,42,47649
10,3,26,1,9,8,10,8.08,6,123,32,49,105,5,12,28,41000,57,0
10,2,3,2,3,10,7.5,6,15,21,10,16,15,4,7,6,48200,30,38497
17,2,7,0,4,20,17,13,18,124,8,19,33,3,3,13,159900,27,79539
60,1,12,0,8,45,45,17.33,19,113,13,26,66,6,6,26,87400,37,64942
15,2,20,2,10,15,15,9.1,22,105,12,33,71,6,16,28,87100,31,55326
5,5,21,3,14,5,5,5,15,130,12,30,74,5,13,29,94800,32,69553
10,5,18,2,7,15,11.4,5.94,15,105,9,23,39,4,11,13,91100,32,45368
10,3,22,3,16,10,6.67,2.64,24,131,4,13,49,2,7,24,59500,23,0
7,7,24,4,11,5,6.86,5.08,15,118,14,35,72,6,17,29,73400,37,51576
5,7,13,5,6,9,9.29,8.23,21,43,11,33,38,6,17,17,85000,36,67000
10,2,16,1,10,12,11,10.13,16,126,10,23,48,4,10,21,88000,38,0
15,5,11,3,7,15,10.2,8.64,4,53,6,14,21,1,5,8,135400,15,0
17,2,8,2,5,15,13.5,9.63,16,105,14,28,55,6,11,22,54000,38,40504
21,2,8,0,2,17,16,15.13,18,55,13,34,47,6,6,19,147800,28,65257
15,7,24,4,10,12,12.86,10.88,17,87,23,43,94,11,22,39,46900,46,47256
15,3,3,2,2,15,13.33,13.33,20,33,10,28,28,4,12,11,71300,49,0
25,3,7,3,6,25,26.67,24.29,16,80,14,34,60,6,16,24,254100,26,52275
5,5,15,2,5,7,6.8,5.47,15,105,11,25,51,5,12,23,351100,20,56609
20,2,6,0,1,20,16.5,13.33,19,57,13,34,47,6,6,17,166700,30,83754
30,2,11,2,6,20,12.5,13.64,9,89,21,42,95,8,18,29,225800,28,42822
6,3,5,2,2,7,5.67,5.8,17,28,12,23,22,6,11,9,587900,25,161853
5,6,11,4,7,6,4.67,3.82,18,63,12,32,45,6,16,19,186900,28,82900
25,2,16,1,10,25,25,7.5,20,104,13,29,60,6,13,24,57600,35,46146
32,5,26,4,15,16,14,10.5,15,123,28,49,121,11,21,42,102400,44,57666
15,2,3,1,2,15,13,10.33,16,44,12,28,29,5,11,11,55600,9,0
6,3,16,2,13,6,6.33,6.13,17,107,12,23,40,6,12,21,143900,30,0
9,5,9,4,5,7,7.8,6.11,18,89,14,34,47,6,15,19,35400,39,36635
20,1,7,0,4,20,20,14.86,24,120,9,25,61,4,4,26,88300,38,0
20,1,9,1,3,20,20,15,17,75,13,33,58,6,16,22,54300,33,46792
15,1,15,0,8,15,15,5.53,19,110,6,14,39,2,2,12,230000,23,47073
5,3,12,1,7,10,7.33,4.52,15,119,12,25,61,5,10,25,134200,24,0
10,1,10,1,4,10,10,10.8,16,80,8,29,55,4,14,22,16600,0,34761
10,2,12,1,5,15,25,14.92,18,129,13,35,65,6,17,28,0,26,41351
6,8,13,7,9,7,6,5.31,20,44,11,31,37,6,17,17,75200,33,49601
10,7,23,3,13,2.5,7.5,5.43,15,126,11,26,50,4,11,19,47600,36,37876
20,2,9,0,5,20,17.5,9.89,18,114,13,34,60,6,6,27,519000,33,0
20,3,6,1,4,20,17.67,11.67,18,59,13,35,42,6,17,19,42400,0,36897
16,4,19,2,8,12,11,14.11,11,114,18,32,75,6,12,22,117900,43,0
26,1,7,1,4,21,21,17.14,22,53,12,34,48,6,17,21,57500,16,34609
8,6,15,1,4,5,8.5,8.27,19,52,12,34,45,6,17,20,208000,31,48109
15,1,6,0,4,15,15,7,21,66,11,27,44,5,5,17,59700,26,31439
30,1,7,0,6,30,30,12.14,15,119,10,12,48,3,3,17,83300,41,49287
20,2,6,0,3,14,16,12.67,18,68,13,30,48,6,6,18,160300,49,50864
26,2,4,1,2,20,22,21,18,53,13,29,40,6,13,15,554000,25,145836
10,5,10,3,5,10,8,8.9,18,54,13,35,46,6,17,19,44500,41,41535
3,4,15,2,10,3,3.25,2.88,16,117,13,26,57,5,11,25,51000,19,0
10,11,28,4,7,5,5,5.5,8,80,25,47,90,11,22,34,55000,19,19203
15,7,8,4,4,15,8.14,7.88,15,29,13,26,26,6,12,10,160200,38,0
8,4,10,1,3,10,8.5,7.4,18,64,12,33,49,6,16,20,58800,33,0
10,2,3,0,1,15,12.5,10,19,44,10,26,31,4,4,11,281300,56,0
10,0,1,0,0,20,0,20,23,23,8,8,13,3,3,5,241200,24,0
10,8,28,3,13,12,10.63,10.21,18,123,15,37,79,6,17,33,159000,51,101894
14,2,10,2,6,14,14.5,11.7,16,65,13,34,54,5,15,22,143800,37,77155
12,3,3,3,3,15,10,10,15,32,10,26,24,4,11,10,108600,36,41056
3,4,6,2,2,4,4.5,4.33,15,36,10,27,28,5,13,12,97800,36,81536
10,4,20,3,13,10,12.5,7.85,17,130,25,46,115,5,15,33,65700,32,50546
9,5,5,3,3,9,9.2,9.2,15,33,11,29,27,5,14,12,91600,28,53550
7,4,9,3,6,3,7,5.78,16,90,11,30,54,4,12,20,44400,28,45200
35,1,11,0,6,20,20,11.36,23,123,12,32,63,6,6,27,68300,25,36250
10,1,3,0,1,10,20,11.67,9,45,17,32,35,5,5,11,92900,18,65393
10,4,20,4,16,10,8.25,5.3,17,124,14,31,71,6,15,30,44600,35,52102
25,4,6,3,3,25,20,19.17,15,39,13,35,37,6,17,16,152800,26,51352
15,2,4,1,3,19,18,16.5,16,65,13,30,46,6,13,17,59600,44,37967
5,7,15,5,11,7,5.43,4.35,21,125,12,32,60,6,17,29,97400,33,71409
11,3,5,2,4,11,9.67,8.2,16,53,15,32,39,6,13,14,118800,50,52936
20,1,5,1,3,16,16,9.8,21,72,11,27,45,4,10,15,39700,28,50097
20,5,6,1,2,20,19,16.67,19,45,13,30,35,6,13,13,133700,61,0
37,3,12,0,6,25,21.67,11.67,15,104,13,34,69,6,6,28,66300,40,42391
5,5,10,4,6,11,11,9.8,24,77,7,29,50,4,15,20,120500,33,32764
25,6,13,5,10,25,12.83,11.08,18,76,15,35,57,6,17,23,71800,32,32386
30,1,1,1,1,25,25,25,16,16,12,17,14,5,7,6,36900,28,25184
5,6,18,2,6,5,8.33,7.67,4,65,18,33,52,4,12,15,88400,0,0
6,8,12,4,5,6,6.5,6,18,41,13,33,36,6,16,15,82100,25,50303
5,3,15,1,7,5,5,4.27,16,127,7,18,40,2,5,12,87600,21,64841
15,6,18,6,12,10,10.17,8.22,23,75,12,32,58,6,17,23,35900,17,32552
7,8,15,5,8,7,7.63,6.67,16,44,14,36,42,6,17,18,118500,21,0
15,6,8,4,6,12,10.67,9.5,19,56,12,31,42,6,15,17,62900,29,0
10,5,11,3,7,10,9.4,7.18,15,75,12,31,51,6,15,21,68700,22,51245
10,4,4,3,3,6,6.5,6.5,15,29,14,25,26,5,10,9,65000,0,0
10,3,13,2,9,11,11,8.62,19,88,21,41,80,6,15,23,12800,19,56942
30,1,1,1,1,25,25,25,16,16,12,17,14,5,7,6,46600,40,35054
14,3,11,0,5,10,14,10.36,15,76,13,34,57,6,6,23,198500,16,60513
15,3,11,1,6,14,12.67,9.36,17,121,13,33,68,6,15,28,107400,32,78802
7,3,3,1,1,7,7.67,7.67,18,24,12,23,21,6,11,9,205100,30,63142
11,6,8,3,5,12,8.83,8.13,20,44,13,33,37,6,16,16,43200,43,48750
5,4,34,1,16,5,6.25,7.24,16,111,13,30,63,5,13,26,69400,47,0
11,4,12,3,6,12,10.25,8.67,17,73,13,34,57,6,16,22,129100,24,61947
15,1,5,1,3,15,15,8.4,26,77,9,26,47,4,11,19,66900,12,28397
10,7,11,4,6,5,6.14,5.36,6,41,19,40,41,7,17,16,67400,0,50755
15,2,3,1,2,15,10,8.33,19,41,6,22,24,2,8,8,51700,50,31972
10,2,3,0,0,15,10,10,19,28,10,23,22,5,5,10,86200,36,38976
20,2,21,1,13,15,15,7.62,26,130,9,26,70,4,12,29,125000,28,81739
9,3,9,1,5,9,9,6.89,24,76,10,30,47,5,14,20,84700,30,103129
25,1,3,1,2,25,25,15,16,45,14,31,35,6,13,13,0,5,0
15,4,8,3,4,15,13,9.5,19,57,13,31,45,6,15,18,158600,37,0
25,2,10,2,8,25,25,23.9,16,92,14,36,70,6,17,26,168800,19,99079
11,7,13,7,10,10,10.43,8.54,17,56,12,29,47,5,15,18,29000,27,35268
3,11,44,8,23,3,3.91,3.66,19,126,10,29,73,5,16,32,38400,24,24375
10,5,19,4,13,10,10.52,8.47,22,125,12,32,71,6,17,33,45700,41,42993
15,6,11,5,6,10,11.33,9.45,17,45,28,50,56,6,17,18,29500,26,33697
15,3,7,1,3,16,14,9.86,15,45,3,11,16,2,6,8,60300,20,0
10,7,21,4,11,10,10,7.52,19,129,14,31,58,6,14,25,292500,7,0
30,3,7,3,6,30,35,29.57,17,57,13,34,48,6,17,20,36100,34,29444
12,6,44,2,10,10,19,15.48,5,187,29,51,118,11,22,38,65000,0,58530
25,2,10,2,10,20,20,11.8,23,81,12,23,39,6,12,18,52400,28,52143
20,2,2,2,2,15,10,10,24,33,9,24,22,4,10,9,340400,23,75923
75,2,7,1,2,50,50,25,15,79,14,30,53,6,13,21,327600,33,0
15,1,3,0,1,20,10,13.33,16,39,12,27,31,5,5,11,36500,29,39375
20,2,6,1,4,20,25,21.67,26,64,11,32,57,5,16,21,574200,37,118256
2,6,11,2,4,3,4.5,3.73,18,102,7,20,30,4,10,11,70400,28,35938
19,2,5,1,2,19,18,15.4,18,76,11,28,48,4,11,17,79100,30,47985
10,1,1,1,1,18,18,18,17,17,10,15,13,4,6,5,60400,21,0
25,1,1,0,0,20,20,20,20,20,10,16,16,4,4,5,35100,27,0
10,5,17,4,12,9,7.6,4.72,16,116,11,29,67,5,13,29,81900,33,71191
8,7,15,3,6,4,6.43,5.73,18,57,12,33,47,6,17,21,96200,53,48197
5,4,6,3,3,10,9,7.67,18,29,8,21,22,4,10,8,115000,15,63982
5,4,6,4,6,5,8,8,19,44,12,33,38,6,16,16,43500,36,39267
15,2,9,2,3,15,17.5,11.11,13,57,23,45,59,7,18,22,70200,35,41639
30,0,20,0,7,15,0,15.85,26,97,10,10,75,5,5,28,97800,39,32645
10,8,12,5,7,12,10.25,8.92,18,69,13,31,53,6,15,20,64500,40,48143
12,4,20,3,14,15,12.5,9.55,19,129,15,34,82,6,17,33,87100,31,0
10,3,9,1,3,15,11,7.89,22,94,12,32,54,6,15,23,20400,30,0
10,5,30,1,8,7,6.8,8.57,16,104,18,36,75,8,16,27,56900,45,36897
15,2,4,0,1,15,15,12.5,19,55,11,27,37,5,5,15,86000,18,66746
15,8,16,5,9,15,15,11.63,17,91,14,34,58,6,17,24,96300,23,46797
15,4,6,1,2,15,8.5,6.67,18,40,11,27,26,6,15,14,33500,21,28542
10,3,4,2,3,10,8.67,7.25,19,41,13,29,30,6,13,12,43100,25,0
10,4,20,3,14,10,8.75,8,16,128,14,32,71,6,14,29,91100,25,0
19,3,9,1,6,18,18,12.11,16,80,16,36,59,6,15,23,98700,37,0
8,5,6,3,3,6,5.4,5.5,18,33,12,28,27,6,14,12,127600,37,46714
12,2,7,0,4,15,12.5,12.86,18,79,13,30,38,6,6,18,70000,67,0
10,3,17,1,7,10,9.67,9,5,88,31,53,84,6,17,25,158000,39,59239
25,1,1,0,0,15,15,15,15,15,7,9,9,2,2,3,87600,41,52299
14,2,13,0,6,10,10,8.77,18,87,13,33,59,6,6,25,75600,38,0
15,2,2,1,1,15,14,14,19,28,10,23,21,4,10,9,41700,25,30694
25,2,3,2,2,25,15,18.33,26,33,11,28,28,5,14,12,186400,26,62357
8,4,5,2,2,6,7.25,6.6,15,29,13,26,24,6,12,10,263200,22,69298
15,2,7,1,2,10,12.5,9,17,45,27,47,62,6,15,16,301700,41,106020
25,3,6,0,0,15,15,12,20,56,7,28,37,4,4,15,68000,38,45294
35,3,5,1,2,20,20,20,19,53,14,33,50,6,15,20,275300,30,0
20,6,10,5,6,20,17,15.3,8,41,29,48,56,6,16,16,89600,48,57365
10,3,21,1,13,10,8,4.38,26,127,9,27,66,4,12,28,42300,25,44063
5,5,10,3,4,5,6.6,6,16,52,16,37,44,6,16,17,117800,0,0
20,3,20,1,9,10,11.33,12.7,18,127,8,22,65,4,10,24,66300,42,58973
15,6,16,3,6,20,23.5,22.81,6,83,20,41,69,8,19,27,81300,55,76376
30,1,1,1,1,25,25,25,24,24,10,20,19,4,8,7,500000,31,0
10,7,31,4,16,6,6.43,5.94,23,129,12,32,73,5,15,28,52100,23,0
12,4,5,3,4,13,11.5,10.2,21,45,12,28,34,6,14,14,41600,31,46563
20,2,2,1,1,20,15,15,18,24,11,22,20,5,10,9,108800,48,63851
20,4,8,2,4,15,12.25,10.13,21,64,12,32,47,6,15,19,35000,22,35819
20,2,3,1,1,20,16,17.33,5,30,14,26,24,6,12,11,107600,36,76915
5,6,7,4,5,5,4.17,4.29,18,44,12,31,35,6,15,15,53500,38,35129
15,3,10,2,3,15,18.33,16.5,6,70,25,47,70,6,17,24,80100,46,38548
28,4,6,2,4,20.5,18.88,18.42,6,23,22,29,30,8,11,10,50500,0,41506
20,3,3,0,0,18,14,14,15,32,11,29,27,5,5,12,34900,23,27410
16,1,24,1,13,12,12,10.38,17,120,15,32,80,5,13,30,95200,20,61232
20,2,14,2,9,10,17.5,13.29,23,120,12,33,71,5,15,32,73500,42,50572
15,3,16,1,8,15,10.33,6.5,25,126,11,32,67,6,16,30,53500,36,39456
10,4,4,3,3,9,7.25,7.25,16,31,9,22,21,4,10,8,90500,66,63192
8,4,7,3,5,10,9.25,8.43,17,53,6,26,37,4,14,15,67700,34,57721
20,2,6,2,4,31,26,20.67,20,52,13,32,45,6,15,18,147300,20,47847
