LEVEL_POS,SHIP_SPEED,GAS_TURBINE_SHAFT,GAS_TURBINE_RATE,GAS_GENERATOR_RATE,STARBOARD,PORT,HP_TURBINE_EXIT_TEMP,GT_COMPRESSOR_INLET_TEMP,GT_COMPRESSOR_OUTLET_TEMP,HP_TURBINE_EXIT_PRESS,GT_COMPRESSOR_INLET_AIR_PRESS,GT_COMPRESSOR_OUTLET_AUR_PRESS,GAS_TURBINE_EXHAUST,TURBINE_INJECTION_CONTROL,FUEL_FLOW,TARGET1,TARGET2
4.161,12,14719.036,1547.451,7730.193,113.741,113.741,632.152,288,603.284,1.663,0.998,8.926,1.023,16.845,0.333,0.989,0.988
6.175,18,29794.302,2307.317,8831.613,246.308,246.308,771.518,288,668.492,2.501,0.998,13.125,1.03,34,0.673,0.965,0.994
5.14,15,21630.268,1924.317,8478.045,175.27,175.27,711.773,288,638.363,2.084,0.998,11.153,1.026,25.401,0.503,0.974,0.982
9.3,27,72775.569,3560.433,9777.827,644.996,644.996,1086.738,288,782.244,4.492,0.998,22.428,1.05,89.822,1.778,0.962,0.992
8.206,24,50993.453,3087.464,9299.948,438.062,438.062,909.379,288,726.245,3.596,0.998,18.487,1.042,59.43,1.177,0.992,0.989
5.14,15,21629.972,1924.343,8484.897,175.247,175.247,692.471,288,633.571,2.082,0.998,10.985,1.027,24.33,0.482,0.982,0.998
5.14,15,21634.601,1924.348,8499.138,175.32,175.32,698.712,288,636.806,2.077,0.998,10.953,1.026,24.606,0.487,0.968,0.999
1.138,3,2657.83,1404.621,6673.763,10.601,10.601,502.667,288,552.707,1.195,0.998,6.384,1.019,0.086,0.134,0.993,0.995
4.161,12,14724.063,1547.471,7804.999,113.8,113.8,638.27,288,607.976,1.656,0.998,8.839,1.022,17.042,0.337,0.962,0.995
6.175,18,29769.823,2307.106,8812.236,245.988,245.988,779.718,288,669.161,2.507,0.998,13.284,1.03,34.589,0.685,0.972,0.983
3.144,9,8378.489,1386.754,7097.966,60.349,60.349,603.187,288,586.25,1.39,0.998,7.577,1.02,12.983,0.257,0.956,0.975
1.138,3,5961.92,1399.477,6722.528,10.467,10.467,612.085,288,572.67,1.303,0.998,7.014,1.019,0,0.257,0.965,0.991
8.206,24,50994.122,3087.501,9306.049,438.001,438.001,924.493,288,731.669,3.588,0.998,18.535,1.042,60.501,1.198,0.977,0.984
1.138,3,4514.337,1412.591,6715.746,11.194,11.194,564.794,288,564.729,1.26,0.998,6.75,1.019,0,0.203,0.975,0.994
8.206,24,50991.221,3087.354,9298.914,438.075,438.075,923.859,288,729.747,3.599,0.998,18.671,1.042,60.643,1.201,0.986,0.979
1.138,3,2440.012,1404.854,6678.175,10.656,10.656,502.445,288,553.854,1.187,0.998,6.364,1.019,0,0.13,0.985,0.99
1.138,3,5127.844,1365.513,6626.433,8.357,8.357,587.435,288,563.137,1.271,0.998,6.874,1.019,10.861,0.241,0.996,0.987
2.088,6,3079.288,1376.079,6776.119,28.04,28.04,506.403,288,559.634,1.21,0.998,6.555,1.02,3.871,0.132,0.978,0.979
9.3,27,72773.405,3560.406,9761.474,645.075,645.075,1071.853,288,777.297,4.511,0.998,22.546,1.05,88.825,1.758,0.976,0.991
8.206,24,50996.178,3087.551,9312.914,438.124,438.124,941.56,288,737.712,3.582,0.998,18.605,1.041,61.718,1.222,0.961,0.978
8.206,24,50994.986,3087.569,9325.597,437.996,437.996,929.941,288,738.102,3.558,0.998,18.192,1.041,60.388,1.195,0.951,0.996
3.144,9,8376.228,1386.74,7071.307,60.323,60.323,567.914,288,574.773,1.391,0.998,7.428,1.021,11.581,0.229,0.994,0.998
1.138,3,2564.936,1410.975,6710.02,11.085,11.085,510.197,288,556.849,1.192,0.998,6.389,1.019,0,0.137,0.973,0.991
1.138,3,3171.407,1415.145,6697.782,11.414,11.414,544.385,288,564.328,1.215,0.998,6.609,1.019,0,0.17,0.962,0.975
5.14,15,21628.162,1924.323,8474.092,175.241,175.241,702.313,288,635.276,2.086,0.998,11.11,1.026,24.91,0.493,0.983,0.987
5.14,15,21635.967,1924.337,8499.556,175.294,175.294,708.974,288,639.779,2.077,0.998,11.02,1.026,25.156,0.498,0.961,0.992
9.3,27,72765.553,3560.398,9751.292,644.742,644.742,1075.493,288,777.424,4.524,0.998,22.781,1.051,89.432,1.77,0.979,0.983
3.144,9,8378.29,1386.753,7100.223,60.348,60.348,592.937,288,583.302,1.389,0.998,7.522,1.02,12.576,0.249,0.964,0.983
3.144,9,8379.536,1386.759,7119.839,60.356,60.356,602.213,288,586.763,1.389,0.998,7.545,1.02,12.932,0.256,0.951,0.979
1.138,3,3561.31,1382.929,6621.879,9.391,9.391,544.073,288,558.297,1.225,0.998,6.643,1.019,5.958,0.183,0.995,0.98
8.206,24,50994.796,3087.55,9320.975,437.973,437.973,928.781,288,736.589,3.566,0.998,18.276,1.041,60.427,1.196,0.957,0.993
2.088,6,5864.386,1392.826,6808.124,31.251,31.251,570.893,288,568.477,1.305,0.998,7.002,1.02,0,0.215,0.983,0.992
1.138,3,427.693,1356.399,6676.262,7.948,7.948,461.714,288,549.789,1.102,0.998,5.964,1.019,3.236,0.078,0.956,0.978
5.14,15,21625.687,1924.321,8466.713,175.249,175.249,699.706,288,633.775,2.088,0.998,11.132,1.027,24.802,0.491,0.99,0.986
7.148,21,38983.49,2678.075,9132.457,332.144,332.144,839.226,288,695.526,2.964,0.998,15.554,1.035,44.823,0.887,0.959,0.984
9.3,27,72780.497,3560.437,9784.564,644.874,644.874,1083.898,288,782.184,4.482,0.998,22.256,1.05,89.359,1.769,0.96,0.998
1.138,3,4340.049,1379.761,6627.144,9.253,9.253,574.499,288,564.006,1.25,0.998,6.818,1.019,5.943,0.215,0.986,0.975
6.175,18,29793.866,2307.329,8830.689,246.272,246.272,775.788,288,669.63,2.501,0.998,13.162,1.03,34.265,0.678,0.963,0.991
4.161,12,14722.41,1547.466,7783.732,113.763,113.763,631.588,288,605.273,1.658,0.998,8.831,1.023,16.758,0.332,0.973,0.997
2.088,6,4765.798,1344.566,6767.325,22.342,22.342,544.818,288,559.562,1.259,0.998,6.725,1.02,22.24,0.204,0.997,1
7.148,21,39008.353,2678.009,9115.643,332.406,332.406,817.772,288,685.3,2.988,0.998,15.684,1.036,43.703,0.865,0.993,0.983
1.138,3,6255.591,1330.732,6651.368,6.527,6.527,648.634,288,573.908,1.294,0.998,7.07,1.019,27.111,0.314,0.965,0.98
8.206,24,50992.778,3087.429,9300.225,437.965,437.965,920.658,288,729.239,3.597,0.998,18.609,1.042,60.347,1.195,0.986,0.982
1.138,3,359.56,1341.028,6658.759,7.041,7.041,460.219,288,546.918,1.098,0.998,5.922,1.019,11.736,0.086,0.965,0.983
5.14,15,21629.754,1924.339,8483.101,175.258,175.258,694.333,288,633.922,2.083,0.998,11.007,1.027,24.439,0.484,0.982,0.996
6.175,18,29766.994,2307.031,8811.22,246.013,246.013,785.71,288,670.774,2.507,0.998,13.333,1.03,34.955,0.692,0.969,0.979
2.088,6,2862.498,1366.01,6843.093,26.199,26.199,499.226,288,559.122,1.199,0.998,6.404,1.019,8.582,0.13,0.963,0.995
3.144,9,8380.215,1386.764,7145.448,60.365,60.365,583.543,288,582.115,1.387,0.998,7.419,1.02,12.175,0.241,0.96,0.997
8.206,24,50997.2,3087.609,9316.583,437.989,437.989,938.382,288,737.853,3.575,0.998,18.488,1.041,61.35,1.215,0.958,0.983
1.138,3,3395.212,1334.247,6617.643,6.621,6.621,554.319,288,557.862,1.209,0.998,6.552,1.019,23.995,0.207,0.987,0.985
4.161,12,14720.266,1547.455,7745.644,113.736,113.736,635.256,288,604.766,1.661,0.998,8.92,1.023,16.97,0.336,0.982,0.988
9.3,27,72769.398,3560.419,9783.579,644.79,644.79,1107.436,288,787.589,4.489,0.998,22.599,1.049,91.627,1.814,0.951,0.983
7.148,21,39005.091,2678.03,9118.12,332.455,332.455,814.36,288,684.915,2.985,0.998,15.612,1.036,43.414,0.86,0.992,0.987
8.206,24,50996.704,3087.565,9317.076,437.995,437.995,949.034,288,740.627,3.578,0.998,18.621,1.041,62.225,1.232,0.953,0.976
9.3,27,72777.437,3560.398,9753.677,645.103,645.103,1048.996,288,771.055,4.518,0.998,22.399,1.051,86.823,1.719,0.99,1
8.206,24,50994.107,3087.51,9314.494,437.998,437.998,917.799,288,732.1,3.574,0.998,18.283,1.041,59.714,1.182,0.97,0.995
2.088,6,3110.494,1376.053,6825.984,28.05,28.05,502.781,288,559.83,1.21,0.998,6.486,1.02,3.771,0.13,0.969,0.991
4.161,12,14721.179,1547.454,7748.826,113.768,113.768,651.223,288,609.277,1.661,0.998,9.017,1.022,17.697,0.35,0.97,0.976
7.148,21,38990.736,2678.069,9126.551,332.307,332.307,834.519,288,692.741,2.972,0.998,15.621,1.035,44.627,0.884,0.969,0.982
6.175,18,29769.705,2307.088,8812.118,246.052,246.052,774.875,288,667.773,2.507,0.998,13.249,1.03,34.295,0.679,0.975,0.986
6.175,18,29762.944,2306.761,8799.298,246.028,246.028,751.525,288,659.953,2.512,0.998,13.144,1.031,32.933,0.652,0.998,0.997
2.088,6,3958.789,1344.947,6804.112,22.445,22.445,550.131,288,565.969,1.232,0.998,6.676,1.019,22.383,0.196,0.961,0.983
3.144,9,8379.548,1386.759,7119.575,60.351,60.351,603.509,288,587.136,1.389,0.998,7.552,1.02,12.983,0.257,0.95,0.978
9.3,27,72778.13,3560.416,9767.158,644.835,644.835,1065.897,288,776.308,4.503,0.998,22.36,1.05,88.103,1.744,0.976,0.998
9.3,27,72774.071,3560.432,9784.256,645.088,645.088,1096.585,288,785.128,4.486,0.998,22.436,1.049,90.579,1.793,0.955,0.99
3.144,9,8375.956,1386.739,7062.121,60.318,60.318,576.257,288,576.951,1.391,0.998,7.482,1.021,11.926,0.236,0.989,0.99
7.148,21,38979.263,2678.082,9139.036,332.048,332.048,824.389,288,692.869,2.956,0.998,15.322,1.035,43.67,0.865,0.96,0.998
6.175,18,29790.989,2307.438,8819.87,246.204,246.204,767.43,288,666.29,2.505,0.998,13.158,1.03,33.816,0.67,0.975,0.993
6.175,18,29762.386,2306.807,8806.592,245.973,245.973,773.899,288,667.02,2.508,0.998,13.268,1.03,34.262,0.678,0.979,0.985
3.144,9,8375.234,1386.736,7044.497,60.312,60.312,581.777,288,577.958,1.392,0.998,7.533,1.02,12.16,0.241,0.989,0.983
1.138,3,2185.544,1407.748,6718.516,10.947,10.947,508.535,288,558.518,1.177,0.998,6.347,1.019,0,0.131,0.96,0.984
7.148,21,39007.76,2678.017,9116.757,332.498,332.498,810.808,288,683.563,2.987,0.998,15.608,1.036,43.195,0.855,0.996,0.988
7.148,21,38997.398,2678.07,9124.535,332.275,332.275,806.328,288,684.137,2.977,0.998,15.434,1.036,42.72,0.846,0.989,0.997
7.148,21,39003.905,2678.038,9119.123,332.355,332.355,812.35,288,684.577,2.983,0.998,15.578,1.036,43.253,0.856,0.992,0.989
5.14,15,21636.202,1924.334,8499.735,175.283,175.283,713.435,288,641.066,2.077,0.998,11.049,1.026,25.394,0.503,0.958,0.989
2.088,6,5201.064,1345.435,6744.147,22.504,22.504,560.273,288,561.558,1.273,0.998,6.844,1.019,22.308,0.222,1,0.993
2.088,6,6325.462,1354.422,6828.521,24.215,24.215,616.166,288,577.073,1.306,0.998,7.098,1.019,20.804,0.274,0.953,0.983
6.175,18,29761.648,2306.84,8789.112,245.949,245.949,770.137,288,664.394,2.515,0.998,13.337,1.031,34.132,0.676,0.993,0.982
7.148,21,38973.845,2678.075,9144.522,332.117,332.117,830.215,288,695.888,2.949,0.998,15.273,1.035,43.955,0.87,0.95,0.999
6.175,18,29761.055,2306.787,8799.485,245.937,245.937,784.924,288,669.517,2.511,0.998,13.389,1.03,34.97,0.692,0.977,0.976
4.161,12,14722.403,1547.464,7778.572,113.769,113.769,638.064,288,606.866,1.658,0.998,8.882,1.023,17.062,0.338,0.97,0.991
3.144,9,8377.392,1386.748,7084.671,60.332,60.332,588.512,288,581.423,1.39,0.998,7.518,1.02,12.408,0.246,0.972,0.984
3.144,9,8374.954,1386.734,7037.297,60.304,60.304,582.932,288,578.037,1.393,0.998,7.548,1.02,12.211,0.242,0.99,0.981
2.088,6,6289.427,1389.842,6804.415,30.696,30.696,581.418,288,569.523,1.317,0.998,7.072,1.02,0.528,0.23,0.985,0.993
6.175,18,29797.256,2307.243,8843.605,246.348,246.348,777.305,288,671.195,2.496,0.998,13.104,1.03,34.286,0.679,0.954,0.994
2.088,6,3079.477,1376.112,6773.68,28.037,28.037,507.103,288,559.759,1.21,0.998,6.561,1.019,3.736,0.133,0.978,0.978
8.206,24,50994.59,3087.528,9312.733,438.008,438.008,926.364,288,733.84,3.578,0.998,18.419,1.041,60.466,1.197,0.968,0.988
7.148,21,38983.753,2678.079,9133.006,332.142,332.142,833.087,288,693.904,2.964,0.998,15.496,1.035,44.392,0.879,0.962,0.988
3.144,9,8379.649,1386.76,7129.172,60.366,60.366,592.088,288,584.095,1.388,0.998,7.482,1.02,12.526,0.248,0.957,0.988
7.148,21,38989.701,2678.067,9126.446,332.261,332.261,843.095,288,695.16,2.972,0.998,15.691,1.035,45.216,0.895,0.964,0.977
4.161,12,14722.957,1547.463,7780.3,113.787,113.787,646.017,288,609.129,1.658,0.998,8.93,1.022,17.424,0.345,0.964,0.985
1.138,3,1950.266,1399.58,6678.129,10.39,10.39,496.219,288,554.244,1.168,0.998,6.296,1.019,0,0.119,0.975,0.983
3.144,9,8376.866,1386.744,7069.397,60.332,60.332,593.365,288,582.304,1.391,0.998,7.562,1.02,12.61,0.25,0.972,0.978
6.175,18,29761.487,2306.831,8786.063,246.005,246.005,768.642,288,663.696,2.516,0.998,13.343,1.031,34.057,0.674,0.996,0.982
2.088,6,4824.722,1394.275,6805.8,31.496,31.496,546.753,288,565.764,1.273,0.998,6.848,1.02,0,0.182,0.98,0.988
3.144,9,8378.77,1386.755,7109.648,60.355,60.355,593.495,288,583.81,1.389,0.998,7.513,1.02,12.593,0.249,0.961,0.984
1.138,3,4577.568,1414.14,6734.306,11.374,11.374,579.069,288,569.405,1.262,0.998,6.806,1.019,0,0.214,0.959,0.987
4.161,12,14718.249,1547.452,7727.901,113.741,113.741,619.334,288,599.626,1.663,0.998,8.847,1.023,16.251,0.322,0.999,0.998
6.175,18,29762.412,2306.769,8799.228,246.028,246.028,760.856,288,662.637,2.512,0.998,13.212,1.031,33.507,0.663,0.992,0.991
4.161,12,14717.945,1547.448,7716.671,113.739,113.739,626.939,288,601.293,1.664,0.998,8.916,1.023,16.619,0.329,0.997,0.99
6.175,18,29764.391,2306.848,8808.529,245.992,245.992,759.085,288,662.946,2.508,0.998,13.149,1.031,33.349,0.66,0.987,0.995
9.3,27,72777.624,3560.435,9791.735,645.057,645.057,1097.82,288,786.113,4.476,0.998,22.303,1.049,90.483,1.791,0.951,0.994
2.088,6,5668.946,1393.835,6797.027,31.434,31.434,567.045,288,567.821,1.3,0.998,6.991,1.02,0,0.209,0.985,0.989
4.161,12,14723.99,1547.472,7808.145,113.801,113.801,632.654,288,606.537,1.655,0.998,8.798,1.023,16.781,0.332,0.965,1
8.206,24,50994.202,3087.509,9310.218,438.09,438.09,920.23,288,731.628,3.581,0.998,18.4,1.042,60.035,1.189,0.974,0.99
8.206,24,50993.688,3087.487,9306.642,438.057,438.057,912.825,288,728.814,3.586,0.998,18.389,1.042,59.527,1.178,0.982,0.992
9.3,27,72764.497,3560.392,9741.8,644.746,644.746,1062.88,288,773.648,4.534,0.998,22.793,1.051,88.453,1.751,0.989,0.985
7.148,21,39013.596,2677.962,9112.196,332.56,332.56,821.618,288,685.571,2.992,0.998,15.776,1.036,44.044,0.872,0.995,0.978
9.3,27,72772.547,3560.392,9741.638,644.825,644.825,1043.871,288,768.877,4.533,0.998,22.557,1.052,86.627,1.715,0.998,0.996
9.3,27,72763.271,3560.382,9744.984,644.936,644.936,1072.884,288,776.342,4.532,0.998,22.862,1.051,89.337,1.768,0.983,0.981
5.14,15,21627.574,1924.342,8477.398,175.232,175.232,687.026,288,631.245,2.085,0.998,10.988,1.027,24.066,0.476,0.991,0.999
4.161,12,14723.465,1547.469,7797.477,113.778,113.778,634.291,288,606.571,1.656,0.998,8.826,1.023,16.868,0.334,0.967,0.997
8.206,24,50991.207,3087.362,9302.471,438.098,438.098,931.286,288,732.531,3.595,0.998,18.684,1.041,61.151,1.211,0.978,0.977
1.138,3,4727.7,1381.581,6637.001,9.325,9.325,577.69,288,563.772,1.263,0.998,6.846,1.019,4.819,0.221,0.99,0.982
3.144,9,8377.853,1386.75,7102.342,60.344,60.344,573.926,288,577.69,1.39,0.998,7.421,1.021,11.81,0.234,0.98,0.998
3.144,9,8380.044,1386.762,7140.288,60.371,60.371,585.126,288,582.408,1.388,0.998,7.433,1.02,12.241,0.242,0.96,0.995
6.175,18,29791.079,2307.455,8821.38,246.248,246.248,784.013,288,671.147,2.504,0.998,13.273,1.03,34.814,0.689,0.964,0.983
9.3,27,72768.955,3560.393,9746.476,644.743,644.743,1060.487,288,773.376,4.528,0.998,22.678,1.051,88.11,1.744,0.988,0.989
9.3,27,72766.309,3560.384,9740.255,645.034,645.034,1057.933,288,772.308,4.536,0.998,22.759,1.051,88.016,1.742,0.992,0.987
7.148,21,39019.09,2677.906,9109.382,332.611,332.611,819.467,288,684.277,2.996,0.998,15.81,1.036,43.955,0.87,1,0.977
2.088,6,2902.405,1357.262,6793.381,24.611,24.611,511.293,288,560.119,1.199,0.998,6.488,1.019,13.734,0.145,0.968,0.982
4.161,12,14720.452,1547.454,7744.704,113.758,113.758,641.391,288,606.418,1.662,0.998,8.961,1.023,17.253,0.342,0.978,0.983
5.14,15,21630.652,1924.338,8485.029,175.274,175.274,696.795,288,634.823,2.082,0.998,11.014,1.027,24.564,0.486,0.979,0.995
6.175,18,29760.741,2306.821,8779.003,246.018,246.018,771.576,288,663.903,2.519,0.998,13.404,1.031,34.276,0.679,0.999,0.978
2.088,6,6961.726,1371.057,6830.364,27.259,27.259,635.133,288,581.244,1.33,0.998,7.262,1.019,13.192,0.289,0.95,0.977
4.161,12,14721.68,1547.457,7757.28,113.76,113.76,650.36,288,609.386,1.661,0.998,8.997,1.022,17.648,0.349,0.968,0.978
7.148,21,38993.189,2678.067,9125.148,332.219,332.219,829.128,288,690.857,2.974,0.998,15.604,1.035,44.287,0.877,0.974,0.984
3.144,9,8375.513,1386.737,7052.376,60.306,60.306,578.178,288,577.173,1.392,0.998,7.505,1.02,12.01,0.238,0.99,0.987
1.138,3,453.691,1346.123,6653.821,7.258,7.258,451.038,288,543.783,1.102,0.998,5.9,1.019,8.908,0.077,0.978,0.991
4.161,12,14724.211,1547.468,7798.465,113.795,113.795,648.377,288,610.509,1.657,0.998,8.914,1.022,17.51,0.347,0.957,0.986
8.206,24,50994.725,3087.531,9310.512,438.062,438.062,929.874,288,734.169,3.582,0.998,18.505,1.041,60.816,1.204,0.969,0.984
2.088,6,5858.78,1349.023,6736.273,23.171,23.171,581.017,288,564.922,1.294,0.998,6.991,1.019,21.583,0.245,0.999,0.988
4.161,12,14717.355,1547.444,7703.13,113.731,113.731,632.95,288,602.403,1.665,0.998,8.979,1.023,16.913,0.335,0.997,0.983
8.206,24,50993.301,3087.466,9302.708,438.103,438.103,906.538,288,726.194,3.591,0.998,18.398,1.042,59.119,1.17,0.99,0.993
1.138,3,3295.188,1361.659,6597.162,8.153,8.153,540.145,288,555.895,1.212,0.998,6.58,1.019,12.78,0.184,1,0.98
9.3,27,72770.464,3560.422,9775.469,644.873,644.873,1094.272,288,783.818,4.497,0.998,22.576,1.049,90.602,1.794,0.96,0.986
2.088,6,5873.465,1349.596,6769.976,23.271,23.271,574.82,288,564.405,1.294,0.998,6.929,1.02,21.145,0.24,0.995,0.998
4.161,12,14721.223,1547.456,7752.759,113.769,113.769,649.439,288,608.951,1.661,0.998,8.999,1.022,17.611,0.349,0.97,0.978
6.175,18,29795.598,2307.275,8837.093,246.317,246.317,775.733,288,670.176,2.499,0.998,13.127,1.03,34.226,0.678,0.959,0.993
1.138,3,2343.737,1404.228,6679.05,10.632,10.632,502.074,288,554.242,1.184,0.998,6.355,1.019,0,0.129,0.982,0.988
9.3,27,72766.495,3560.411,9772.679,644.835,644.835,1099.857,288,784.9,4.502,0.998,22.705,1.049,91.206,1.805,0.959,0.981
8.206,24,50987.766,3087.234,9297.565,437.951,437.951,927.083,288,730.259,3.601,0.998,18.733,1.042,60.939,1.206,0.986,0.976
6.175,18,29790.036,2307.494,8818.196,246.181,246.181,784.074,288,670.883,2.505,0.998,13.29,1.03,34.835,0.69,0.966,0.982
3.144,9,8377.384,1386.748,7084.973,60.338,60.338,587.261,288,581.062,1.39,0.998,7.511,1.02,12.358,0.245,0.973,0.985
2.088,6,6794.147,1363.089,6820.904,25.79,25.79,631.982,288,580.051,1.323,0.998,7.227,1.019,17.266,0.288,0.952,0.977
1.138,3,4790.726,1377.746,6631.803,9.073,9.073,574.557,288,562.177,1.264,0.998,6.83,1.019,5.146,0.221,0.996,0.986
5.14,15,21637.466,1924.353,8507.882,175.302,175.302,703.407,288,639.038,2.075,0.998,10.939,1.026,24.821,0.491,0.959,0.999
1.138,3,4012.978,1411.329,6686.167,11.068,11.068,548.011,288,561.064,1.244,0.998,6.678,1.019,0,0.185,0.985,0.991
1.138,3,4509.666,1380.887,6631.601,9.248,9.248,565.51,288,560.871,1.256,0.998,6.779,1.019,5.071,0.21,0.997,0.986
4.161,12,14719.774,1547.456,7746.116,113.746,113.746,626.628,288,602.391,1.661,0.998,8.863,1.023,16.571,0.328,0.988,0.995
1.138,3,4053.096,1309.959,6686.587,5.411,5.411,587.751,288,565.493,1.223,0.998,6.604,1.019,33.016,0.249,0.956,0.992
5.14,15,21637.248,1924.336,8502.67,175.313,175.313,715.035,288,641.82,2.076,0.998,11.045,1.026,25.466,0.504,0.955,0.989
4.161,12,14723.667,1547.469,7798.353,113.795,113.795,638.214,288,607.697,1.656,0.998,8.849,1.023,17.047,0.337,0.964,0.994
4.161,12,14722.299,1547.458,7764.372,113.777,113.777,653.1,288,610.423,1.66,0.998,9.002,1.022,17.764,0.352,0.964,0.977
2.088,6,4825.331,1394.015,6853.29,31.47,31.47,541.187,288,565.578,1.271,0.998,6.764,1.02,0,0.178,0.972,1
6.175,18,29764.731,2306.836,8808.536,246.023,246.023,752.878,288,661.155,2.509,0.998,13.104,1.031,32.967,0.653,0.991,0.999
4.161,12,14723.47,1547.463,7782.099,113.785,113.785,654.107,288,611.418,1.658,0.998,8.978,1.022,17.789,0.352,0.958,0.979
1.138,3,4833.55,1312.648,6695.363,5.583,5.583,612.261,288,569.929,1.247,0.998,6.75,1.019,32.888,0.275,0.951,0.99
8.206,24,50994.383,3087.507,9307.852,438.027,438.027,928.229,288,733.079,3.586,0.998,18.541,1.041,60.756,1.203,0.973,0.983
2.088,6,4196.566,1344.832,6857.958,22.444,22.444,550.843,288,566.951,1.238,0.998,6.637,1.019,22.527,0.2,0.952,0.996
8.206,24,50993.787,3087.445,9309.338,438.026,438.026,942.05,288,736.942,3.587,0.998,18.682,1.041,61.857,1.225,0.965,0.975
1.138,3,1144.456,1378.42,6673.349,9.059,9.059,460.73,288,545.857,1.133,0.998,6.036,1.019,0,0.084,0.985,0.996
1.138,3,1262.943,1335.583,6628.216,6.722,6.722,494.376,288,550.622,1.134,0.998,6.145,1.019,18.91,0.131,0.975,0.98
6.175,18,29767.44,2306.94,8810.699,245.983,245.983,753.881,288,661.63,2.508,0.998,13.101,1.031,33.019,0.654,0.989,0.999
7.148,21,39008.598,2678.008,9115.68,332.494,332.494,816.117,288,684.833,2.988,0.998,15.67,1.036,43.588,0.863,0.994,0.984
3.144,9,8378.264,1386.752,7097.09,60.349,60.349,596.293,288,584.183,1.39,0.998,7.543,1.02,12.711,0.252,0.962,0.98
8.206,24,50995.767,3087.536,9310.255,438.113,438.113,937.192,288,735.949,3.584,0.998,18.6,1.041,61.428,1.216,0.966,0.979
5.14,15,21626.832,1924.326,8471.209,175.219,175.219,696.42,288,633.302,2.087,0.998,11.085,1.027,24.604,0.487,0.989,0.99
4.161,12,14724.336,1547.467,7797.387,113.785,113.785,653.308,288,611.818,1.657,0.998,8.947,1.022,17.735,0.351,0.954,0.982
3.144,9,8375.861,1386.739,7055.449,60.32,60.32,583.974,288,579.011,1.392,0.998,7.531,1.02,12.242,0.242,0.984,0.983
7.148,21,39004.375,2678.049,9120.392,332.443,332.443,797.427,288,680.557,2.983,0.998,15.437,1.036,42.183,0.835,1,0.999
2.088,6,3763.632,1386.947,6805.01,30.09,30.09,520.688,288,562.21,1.236,0.998,6.651,1.02,0,0.149,0.976,0.986
2.088,6,4279.08,1391.813,6806.204,31.014,31.014,533.083,288,564.041,1.254,0.998,6.751,1.02,0,0.165,0.978,0.987
2.088,6,2858.521,1360.197,6817.164,25.136,25.136,505.665,288,559.661,1.198,0.998,6.443,1.019,12.044,0.138,0.965,0.988
4.161,12,14718.683,1547.453,7734.208,113.745,113.745,619.362,288,599.886,1.662,0.998,8.836,1.023,16.246,0.322,0.997,0.999
4.161,12,14721.892,1547.46,7766.623,113.777,113.777,643.269,288,607.822,1.66,0.998,8.935,1.022,17.314,0.343,0.97,0.985
7.148,21,38988.757,2678.071,9128.01,332.249,332.249,836.537,288,693.673,2.97,0.998,15.611,1.035,44.734,0.886,0.966,0.982
3.144,9,8377.16,1386.746,7080.183,60.332,60.332,587.615,288,580.994,1.39,0.998,7.519,1.02,12.375,0.245,0.974,0.984
4.161,12,14721.271,1547.456,7752.492,113.767,113.767,648.094,288,608.572,1.661,0.998,8.991,1.022,17.55,0.347,0.971,0.979
8.206,24,50996.726,3087.611,9324.425,438.125,438.125,932.994,288,738.557,3.561,0.998,18.254,1.041,60.673,1.201,0.951,0.993
2.088,6,4115.088,1390.668,6786.9,30.786,30.786,529.94,288,563.013,1.249,0.998,6.741,1.02,0,0.16,0.982,0.983
4.161,12,14721.001,1547.462,7767.124,113.764,113.764,624.621,288,602.668,1.659,0.998,8.814,1.023,16.454,0.326,0.983,1
3.144,9,8379.194,1386.757,7124.434,60.362,60.362,580.758,288,580.532,1.388,0.998,7.43,1.02,12.074,0.239,0.968,0.996
1.138,3,4102.523,1361.783,6606.021,8.175,8.175,566.863,288,560.4,1.239,0.998,6.738,1.019,13.225,0.215,0.995,0.979
7.148,21,38994.014,2678.061,9123.555,332.211,332.211,837.326,288,692.812,2.976,0.998,15.697,1.035,44.883,0.889,0.971,0.978
9.3,27,72782.308,3560.43,9784.978,645.181,645.181,1081.073,288,781.55,4.481,0.998,22.21,1.05,89.076,1.763,0.961,1
5.14,15,21623.253,1924.324,8461.152,175.24,175.24,692.353,288,631.11,2.09,0.998,11.111,1.027,24.427,0.484,0.999,0.989
6.175,18,29762.95,2306.745,8804.368,245.939,245.939,752.439,288,660.664,2.51,0.998,13.123,1.031,32.961,0.653,0.994,0.998
6.175,18,29763.464,2306.815,8807.472,245.934,245.934,761.708,288,663.61,2.508,0.998,13.174,1.031,33.514,0.664,0.986,0.993
9.3,27,72781.267,3560.431,9783.141,644.878,644.878,1080.771,288,781.307,4.484,0.998,22.242,1.05,89.099,1.764,0.962,0.999
7.148,21,38985.248,2678.081,9132.577,332.119,332.119,825.675,288,691.67,2.965,0.998,15.445,1.035,43.893,0.869,0.967,0.992
5.14,15,21628.923,1924.329,8477.682,175.284,175.284,698.518,288,634.564,2.084,0.998,11.065,1.026,24.689,0.489,0.983,0.991
3.144,9,8375.216,1386.735,7044.832,60.311,60.311,580.547,288,577.604,1.392,0.998,7.526,1.02,12.11,0.24,0.99,0.984
5.14,15,21628.685,1924.32,8475.133,175.25,175.25,707.242,288,636.781,2.085,0.998,11.138,1.026,25.171,0.498,0.979,0.984
