VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR121,VAR122,VAR123,VAR128,target
76060,2.59,2.42,95.08,1.77,2.01,11.26,24.23,11.85,16.87,76060,100,34528,74.33,0.64,49.37,35.27,6.39,19.61,41896,15922,16165,11458,7652,11421,9115,8496,4715,6.52,8.52,26.03,21.11,5.96,58.19,19.16,24.21,11.88,28.84,8.3,31.6,10.94,9.69,3.02,78.22,75.87,86.2,77.97,55.3,66.56,1114,2.08,5586,4.87,9.38,15.04,22.11,0.36,0.69,1.1,1.62,86.28,1.92,3.3,2.31,2.46,2.71,1.97,73.09,1.04,46.14,3,1167,96.18,66.36,0.94,32.56,1955,1.68,0.37,105800,129700,161000,55200,335,461,562,227,534,27.1,22.4,14.6,84,0,7.34,76.62,63,88.23,93.89,29.6,2569.9,2.62,0,166.71
10362,2.4,0.18,93.51,0.23,10.62,15.23,26.13,13.2,15.01,0,0,20189,70.72,3.75,40.14,32.16,7.1,12.59,24650,10189,10577,18912,9233,4133,4017,4789,1691,16.91,9.71,22.38,13.15,4.52,60,7.83,27.05,16.94,17.79,10.06,27.09,11.92,11.07,2.99,73.18,73.72,82.43,74.24,59.14,68.06,175,1.85,312,14.1,14.1,21.47,23.72,0.42,0.42,0.65,0.71,91.54,0.66,3.78,2.36,2.32,2.43,2.15,63.92,2.5,51.36,2,474,90.11,61.01,4.01,58.44,1955,7.92,0.48,28700,40200,56800,28100,155,216,297,142,273,23.5,20.4,13.4,0,0,3.01,58.42,52.32,78.65,90.47,5.6,1853,0.4,0,161.02
11162,2.8,26.96,72.26,0.4,0.78,15.43,26.03,12.04,12.78,0,0,14874,62.83,0.8,20.56,33.58,18.81,11.52,19434,7635,9048,3617,6319,39010,29572,7060,4173,38.27,23.94,44.84,10.82,13.93,42.8,7.98,30.42,14.6,23.57,8.97,25.84,12.76,11.08,3.32,67.27,62.57,68.65,66.57,50.91,50.89,667,5.78,25,0,0,0,28,0,0,0,0.06,65.56,2.4,9,6.59,2.74,2.68,2.86,63.1,7.17,40.73,3,410,90.68,64.53,7.32,47.8,1963,14.35,0.64,24500,39100,56400,31900,114,165,226,112,261,28.6,23,15.3,0,0,0.22,93.09,62.57,89.93,98.48,4.8,2323.5,0.78,0,1487.34
11632,2.56,11.95,81.1,3.83,8.09,10.46,27.85,12.56,13.26,11632,100,39667,79.97,0.47,54.54,29.41,4.74,19.52,48367,17804,19148,12216,15179,13320,10642,10481,644,5.73,9.36,21.7,24.47,5.46,65.79,18.75,26.06,13.78,29.9,9.44,36.56,11.36,10.43,3.05,72.69,68.97,82.6,73.23,62.25,76.75,336,4.16,1331,28.4,39.97,44.93,55.07,3.25,4.57,5.14,6.3,83.15,3.74,5.61,3.7,2.45,2.78,2.14,55.95,4.11,56.46,2,307,93.67,49.47,3.58,25.08,1951,3.63,0.25,135300,160900,185800,50500,537,616,689,152,680,27.3,23,17.2,23,39,11.44,56.92,57.01,77.18,86.62,2.4,4755.5,3.16,0,220.3
11066,2.41,0.05,99.11,0.61,0.28,13.55,24.23,10.99,14.15,0,0,24573,78.16,2.45,42.75,30.81,7.78,8.68,30971,12805,12876,0,2456,0,19500,8615,1065,9.87,6.32,14.7,16.09,1.83,66.26,15.31,23.63,18.25,23.05,8.32,21.74,11.01,9.79,2.99,78.72,80.01,90.23,84.83,74.76,80.31,76,0.81,50,18,18,18,18,0.08,0.08,0.08,0.08,98.11,0.13,2.58,1.68,2.35,2.59,1.97,67.78,1.02,44.73,3,227,95.29,61.63,2.2,47.58,1957,5,0.58,33400,45300,65100,31700,165,219,279,114,264,22.3,16.9,12.2,0,0,0.45,76.74,52.09,77.35,91.25,10.4,1067,0.48,0,0
16799,2.44,59.39,35.42,0.73,9.13,12.54,26.78,12.35,13.98,16799,100,20754,71.19,0.31,25.92,32.81,14.95,13.68,25366,11267,16291,8629,8043,9820,7909,7371,3889,23.33,11.2,31.25,13.53,11.82,57.89,15.43,26.09,19.74,19.07,15.71,45.09,18.22,17.13,3.28,35.83,30.39,27.43,32.23,56.95,71.24,2722,21.31,1882,15.14,31.4,38.15,49.1,1.7,3.52,4.27,5.5,82.56,2.58,10.55,5.59,2.37,2.9,2.21,28.17,9.95,74.6,1,821,89.33,23.05,5.6,25.94,1955,9.69,0.23,80300,102900,135100,54800,343,502,596,253,537,31.9,27.9,15.6,27,1,11.2,53.75,47.41,82.93,88.69,1.5,11323.1,8.57,0,2052.79
112669,2.43,1.25,93.43,3.46,2.71,17.3,31.76,19.04,11.15,112669,100,25369,76.99,0.84,50.06,23.82,5.56,13.87,34153,13886,14213,7933,10229,10272,7037,7901,18176,17.04,3.96,11.44,34.88,6.42,59.99,12.89,32.67,11.21,33.33,10.86,38.08,14.79,12.92,2.9,70.42,69.15,82.8,71.2,61.71,71.18,1342,1.89,5747,32.12,42.14,47.05,51.57,1.64,2.15,2.4,2.63,92.49,0.8,3.18,1.95,2.3,2.55,2.05,56.17,2.61,52.1,2,1717,96.42,50.75,0.99,14.39,1966,3.07,0.28,56100,73200,99300,43200,282,375,477,195,425,30.6,20.4,13.1,459,84,5.1,39.02,37.12,67.78,79.61,39.4,2858.7,3.53,11.11,390.93
135163,2.83,4.6,67.74,8.93,37.27,14.16,29.21,14.27,10.62,135163,100,32012,78.8,0.31,37.19,24.07,10.11,21.27,36655,14102,15624,12032,11734,13329,9353,9897,13036,9.8,9.55,24.31,17.65,6.08,61.59,14.75,21.27,11.04,27.14,10.37,29.66,14.97,12.74,3.26,73.5,68.32,82.24,75.27,54.89,62.97,2372,2.39,30152,14.39,21.52,29.23,36.28,3.21,4.8,6.52,8.09,61.07,6.83,8.11,5.92,2.79,2.92,2.64,55.86,10.86,56.75,2,2025,95.94,53.29,1.04,10.81,1970,1.96,0.34,129400,164000,209700,80300,446,540,651,205,592,29.5,24.7,11.3,0,14,22.31,38.69,43.07,78.69,85.13,30,4500.6,4.49,0,721.98
15489,2.79,0.42,98.39,0.52,0.85,12.41,21.36,9.61,12.82,1020,6.59,43500,76.23,1.44,45.52,28.93,2.52,21.75,48150,17412,17562,14469,12514,7520,10616,12484,729,4.8,1.5,7.93,33.6,4.36,64.51,8.12,23.8,7.04,31.26,6.27,22.01,9.23,7.83,3.13,85.14,84.48,94.07,87.66,47.75,64.9,69,0.61,552,5.98,10.51,12.32,13.04,0.21,0.37,0.44,0.46,95.17,0.36,4.09,3.17,2.74,2.8,2.43,85.57,0.88,33.78,3,1679,76.8,83.73,1.19,19.06,1978,0.18,0.17,132800,160100,202800,70000,463,634,761,298,764,28.5,24.9,15.6,0,0,3.56,69.63,47.15,70.76,87.52,44.6,347.3,0.94,0,541.89
12804,2.59,6.09,88.43,4.7,2.83,10.61,21.71,9.93,14.18,12804,100,53226,80.79,0.52,61.13,29.11,2,18.08,61046,23174,23987,17303,0,16540,15555,15989,371,2.9,5.65,14.54,37.58,3.14,67.92,17.41,29.92,8.42,42.7,5.6,28.14,9.29,7.56,3.06,83.6,81.36,95.41,87.3,51.71,67.34,162,1.81,1185,7.85,16.88,24.64,29.79,0.73,1.56,2.28,2.76,86.77,1.17,3.83,2.8,2.59,2.74,2,83.49,1.2,34.55,3,161,96.84,78.65,4.35,24.22,1952,0.69,0.47,140900,177600,223300,82400,444,597,733,289,667,26.5,22,15,0,0,9.25,58.33,69.27,86.32,91.38,2.8,4511,11.91,0,183.56
65452,2.45,5.26,91.28,1.99,11.51,10.07,22.93,9.64,18.32,65291,99.75,36431,74.03,0.31,50.77,34.6,2.63,15.1,41827,16747,17128,12998,16407,12124,12032,14534,3252,5.08,5.08,18.2,20.9,3.51,60.67,7.93,22.33,5.92,30.76,8.16,22.54,12.53,10.53,2.87,80.41,78.9,89.94,80.27,68.81,75.74,835,1.81,9789,8.69,13.61,18.65,26.79,1.3,2.04,2.79,4.01,82.15,2.16,2.56,1.8,2.4,2.45,2.23,78.44,2.95,63.74,2,2824,90.44,76.79,0.18,22.27,1981,0.33,0.12,77200,93800,118000,40800,522,608,676,154,685,27,22.1,13.7,0,0,14.96,24.78,41.18,62.37,79.51,33.1,1977.9,0.76,0,305.77
14467,2.93,0.41,98.7,0.79,0.49,12.69,20.11,9.47,9.68,12212,84.41,53045,85.65,1.45,65.73,21.34,1.85,15.09,56219,24417,24061,15840,0,55392,4082,17122,358,2.51,3.24,7.86,38.97,3.39,62.27,15.3,26.05,4.55,41.29,3.61,21.73,5.95,4.81,3.15,91.13,90.59,95.87,89.99,41.02,52.83,49,0.46,365,1.64,4.93,9.59,17.53,0.04,0.12,0.24,0.44,95.97,0.15,2.74,2.37,2.89,2.94,2.29,93.45,0.24,12.34,3,162,96.83,91.75,1.85,33.95,1967,0.3,0.22,85200,124500,171700,86500,393,517,620,227,577,21.2,20.6,11.7,0,0,2.52,72.69,59.43,73.12,89.24,20.3,712.7,4.98,0,20.39
17651,3.18,0.44,98.4,0.97,0.46,14.27,26.71,13.6,8.38,17654,100,52189,87.1,0.59,47.14,24.88,3.72,18.67,55185,17275,17268,34357,8900,15098,21450,10336,425,2.41,4.44,16.39,20.63,6.12,70.38,21.28,22.2,11.94,27.75,4.49,31.71,6.88,5.69,3.46,88.31,84.95,94.44,90.01,56.75,70.9,115,0.91,739,4.33,7.85,13.8,25.17,0.18,0.33,0.58,1.05,94.04,0.28,7.54,6.47,3.18,3.22,2.69,93.8,1.21,17.1,3,115,97.97,92.69,4.35,33.91,1960,0.4,0.23,151500,174700,199400,47900,363,593,830,467,660,26.7,22.5,13,0,0,4.19,86.26,73.79,92.47,97.05,17.8,993.9,3.06,0,426.25
38793,2.4,10.38,69.22,12.04,19.76,10.37,24.22,11.12,11.95,38793,100,42971,80.82,0.84,51.46,21.08,4.22,13.44,50411,21471,22991,21042,14565,19631,11713,11855,2542,6.68,6.29,15.85,35.03,4.13,67.93,13.71,29.99,7.23,39.76,11.37,36.05,16.73,14.22,2.98,69.39,67.27,82.6,65.9,57.4,67.12,772,3.27,9121,12.51,19.23,29,39.09,2.94,4.52,6.82,9.19,69.72,5.4,5.11,3.09,2.34,2.37,2.3,56.33,8.5,69.76,2,777,95.41,55.53,3.99,20.72,1958,0.59,0.44,262800,328900,386100,123300,566,730,932,366,788,28.5,24,11.4,84,0,23.51,39.89,53.61,87.45,90.5,5.3,7336,4.33,0,932.05
32921,3.8,0.12,70.23,0.1,88.43,21.22,32.69,16.61,10.84,32921,100,15605,70.42,0.75,19.24,30.76,19.16,11.79,16656,5561,6026,1865,362,0,4491,4331,14609,44.47,44.56,58.41,8.43,16.97,42.14,11.2,22.85,17.66,17.61,5.04,31.68,9.89,7.6,4.14,75.24,68.47,81.58,75.25,49.28,50.1,1014,3.07,8583,11.93,19.61,27.05,40.5,3.11,5.11,7.05,10.56,15.75,22.83,22.95,19.91,3.78,3.75,3.87,72.25,29.29,63.69,2,2372,78.5,72.85,5.65,19.01,1978,16.21,5.33,18500,29700,47800,29300,111,187,264,153,254,27.4,22.6,13.1,34,0,26.07,57.76,59.7,88.34,92.01,16.4,2013.3,0.39,0,880.21
13700,2.96,1.57,97.58,0.42,1.04,13.85,25.13,12.65,11.05,8684,63.39,48507,85.98,0.66,53.08,25.92,3.8,18.73,52230,18029,18066,19470,0,15001,11148,28888,245,1.81,6.19,21.15,15.56,5.82,68.79,27.26,19.37,16.07,23.97,5.63,27.36,7.66,6.67,3.25,87.01,83.27,95.36,80.53,67.84,74.39,86,0.84,752,1.73,1.73,3.86,8.11,0.09,0.09,0.21,0.45,89.35,0.66,4.58,3.77,2.93,3.02,2.2,91.75,0.84,23.78,3,234,95.2,89.02,0,61.97,1962,0,0.23,130200,154200,185200,55000,264,475,653,389,635,24,22.5,12.4,0,0,5.49,78.86,70.54,93.1,97.91,21.2,647.3,0.39,0,216.29
37352,2.66,0.3,94.87,0.71,6.77,12.97,24.03,10.43,11.41,0,0,30548,81.16,0.9,46.97,25.82,4.97,13.85,35139,13345,13504,16413,4258,12276,9843,9327,2899,7.86,6.13,15.84,18.6,5.03,64.93,28.09,21.9,16.05,24.48,8.93,22.34,13.23,11.21,3.09,78.17,77.05,85.55,81.16,65.54,74,342,1.17,560,4.64,4.64,7.32,13.75,0.07,0.07,0.11,0.21,94.82,0.4,3.63,2.68,2.62,2.73,2.44,66.42,2.01,37.35,3,662,95.5,63.81,0.76,28.85,1973,3.41,0.06,61800,73400,91300,29500,278,348,432,154,400,24.2,21.8,12.2,40,1,1.5,39.35,46.09,75.48,85.63,22.2,1685.9,0,0,372.83
32520,2.47,0.22,96.37,2.52,1.15,11.81,23.19,10.69,17.02,0,0,24202,71.73,0.34,57.06,36.77,8.02,18.1,31016,12286,12608,7440,7281,2211,9863,5198,3344,10.65,12.71,25.55,14.48,5.79,57.24,35.79,22.83,24.34,21.63,7.96,27.52,9.43,8.74,3.03,78.34,78.6,86.1,80.85,68.61,74.55,407,1.4,878,35.19,40.43,42.82,62.07,0.95,1.09,1.16,1.68,93.99,1.48,4,2.64,2.39,2.58,2.01,71.32,1.53,43.24,3,584,95.75,65.96,1.37,48.29,1950,3.01,0.23,38100,48100,63500,25400,182,237,300,118,294,23.5,17.1,12.3,0,0,2.7,84.27,60.66,87.41,93.57,14.9,2177.5,0.91,0,110.97
16362,2.35,13.09,85.19,0.68,1.1,11.86,25.06,12.9,17.44,0,0,24294,75.5,0.86,36.38,32.4,6.27,13.28,30781,12533,13155,6971,59455,25079,1917,3161,2011,12.84,16.42,34.52,15.32,3.91,63.82,40.56,18.87,28.06,21.13,11.25,24.83,15.57,13.66,2.84,65.15,60.5,73.75,76.68,69.94,80.26,572,4.44,202,11.39,26.24,28.71,42.08,0.14,0.32,0.35,0.52,96.44,0.56,2.51,1.63,2.25,2.32,2.15,59.44,2.16,56.24,2,487,93.48,57.62,1.85,31.01,1963,6.75,0.19,40700,56100,73600,32900,182,255,315,133,338,23.6,18.6,12.4,20,0,1.23,77.88,52.08,81.81,91.22,12.3,1327.7,0,0,628.09
13142,2.43,1.36,81.06,0.4,1,18.23,27.66,16.62,19.02,0,0,17278,63.37,0.69,35.96,40.44,7.37,19.49,21952,9860,10732,1218,6279,14873,5762,7671,2488,20.56,11.66,28.99,13.82,9,47.75,18.28,28.76,15.48,23.76,9.31,27.77,14.17,11.98,2.83,69.92,67.64,81.66,77.29,53.75,64.59,91,0.81,66,0,16.67,16.67,27.27,0,0.08,0.08,0.14,97.7,0.3,2.62,1.7,2.23,2.28,2.14,69.05,1.31,48.64,3,598,90.05,67.68,1.84,53.68,1956,9.68,0.45,21000,33000,47800,26800,137,192,245,108,250,26.3,16.9,11.6,33,0,0.5,57.37,53.38,78.62,89.39,9.7,1361.6,0.12,0,400.42
34378,2.45,21.82,75.5,1.7,1.34,13.65,25.55,12.19,15.4,34378,100,21881,71.57,0.31,34.9,32.24,9.39,20.27,26629,12169,14016,6172,4438,9772,3921,5597,6571,19.64,12.12,29.65,16.72,7.83,54.05,7.73,25.23,11.27,25.95,13.01,27.19,16.99,15.18,2.98,63.04,57.54,62.69,67.75,62.56,68.48,1148,3.98,974,12.22,13.14,16.84,37.78,0.35,0.37,0.48,1.07,94.66,0.89,4.66,3.05,2.38,2.43,2.31,59.49,3.54,49.1,3,1875,88.23,58.3,1.92,38.61,1965,8.75,0.41,35000,49800,72500,37500,178,279,361,183,364,26.3,19.3,13.1,45,24,2.83,45.78,49.38,76.1,82.17,16,2144.9,0.05,0,956.68
11353,2.52,6.99,91.52,0.56,0.97,13.92,25.6,13.6,14.52,0,0,26684,73.1,0.62,37.72,30.76,8.87,19.18,34317,12412,12641,8765,13890,17426,15000,15943,1278,11.61,7.84,26.21,12.16,7.28,58.84,38.66,17.51,27.57,19.75,10.87,25.82,13.66,12.37,3.02,72.06,69.54,80.47,78.56,59.25,73.35,176,1.88,98,44.9,44.9,44.9,51.02,0.39,0.39,0.39,0.44,97.62,0.39,3.86,2.61,2.44,2.55,2.24,64.87,1.62,48.69,3,264,94.47,61.84,0.38,42.42,1953,7.4,0.94,39100,53500,71500,32400,196,258,316,120,342,21.5,14.7,12.4,6,0,0.86,81.7,52.71,80.07,91.47,6.4,1775,1.03,0,279.45
11041,2.8,3.03,95.43,0.94,1.42,12.9,26.91,13.15,11.89,11041,100,37775,80.1,0.47,37.82,29.98,7.64,16.8,43947,15469,15706,10397,0,8281,14707,6073,669,6.1,4.96,17.16,16.29,7.67,65.05,14.77,23.03,15.08,22.16,6.47,32.52,9.54,8.08,3.29,81.11,78.33,82.45,78.42,61.6,67.92,120,1.34,656,1.83,3.51,7.01,11.28,0.11,0.21,0.42,0.67,90.45,0.63,6.27,4.7,2.79,3.05,2.04,81.6,1.55,36.96,3,100,97.52,74.8,2,27,1956,0.91,0.37,120300,139600,161000,40700,249,526,656,407,578,29.7,22.5,15.1,0,0,5.94,84.32,71.44,85.4,98.83,7.6,1449.3,7.44,0,219.86
11751,2.74,6.71,92.23,0.18,0.49,14.76,26.24,12.71,10.2,11751,100,30147,80.46,0.85,32.71,26.77,3.15,19.44,33454,11797,12159,7066,10955,0,0,4114,845,7.2,9.31,26.99,9.09,4.43,58.87,23.08,19.52,19.05,18.07,7.97,22.7,11.13,9.6,3.09,81.46,78.13,92.79,80.28,56.42,63.41,82,0.86,73,21.92,21.92,31.51,31.51,0.14,0.14,0.2,0.2,97.27,0,3.02,2.47,2.74,2.81,2.52,78.06,2.05,28.68,3,203,95.48,76.16,1.48,38.92,1970,4.17,0.13,43300,55400,70200,26900,216,265,317,101,346,20.4,16.4,11.2,0,0,0.62,75.17,61.35,89.62,93.07,11.8,995.2,0.19,0,1581.25
15607,3.04,2.69,92.89,0.4,8.61,15.17,27.98,12.46,5.8,0,0,38108,87.14,2.47,39.26,15.36,2.8,10.05,41826,14506,14997,8100,17933,11024,6865,7736,1133,7.31,6.09,18.02,19.99,5.24,68.03,23.07,18.27,14.69,27.96,7.7,21.07,10.42,9.08,3.29,84.89,81.47,90.84,84.58,56.14,65.64,108,1.06,569,10.72,20.04,30.23,50.79,0.39,0.73,1.1,1.85,91.13,1.53,5.27,4.58,3.02,3,3.08,77.17,5.32,25.74,3,387,92.99,77.58,1.81,40.05,1981,5.6,0.23,57900,78800,111800,53900,284,349,479,195,491,26.5,24.1,13.3,0,0,3.63,63.18,38.61,70.27,86.94,40.1,389.2,0,0,659.78
20319,3.02,5.55,73.53,6.8,29.84,14.78,32.22,15.93,9.05,20319,100,33554,78.24,0.5,39.21,23.33,8.51,18.63,36112,13552,15003,10520,11616,11102,8082,8373,1674,8.82,9.27,21.12,15.91,4.9,68.64,13.83,18.35,12.41,25.43,11.04,36.2,15.79,13.28,3.35,72.66,68.4,80.21,71.5,68.79,70.39,447,3.4,3100,8.58,20.32,30.19,36.03,1.31,3.1,4.61,5.5,72.3,5.71,10.45,7.37,2.85,2.61,3.06,43.18,13.74,57.69,2,749,89.99,47.06,0,13.48,1969,1.34,0.12,159100,187200,218700,59600,519,655,794,275,709,29.1,27.3,11.8,0,0,15.26,39.13,37.75,65.41,79,4.6,4428.7,1.19,0,485.18
12038,2.47,1.43,97.65,0.65,0.43,11.26,27.27,12.93,12.86,12038,100,29647,82.23,0.1,46.72,27.29,5.04,19.13,36053,13984,14055,12567,8908,9771,0,24553,717,6.04,10.78,27.44,14.56,4.9,64.03,27.05,18.24,17.98,23.74,11.37,29.71,13.32,12.39,3.04,76.07,74.43,82.78,78.64,60.39,67.58,146,1.5,121,23.97,38.84,54.55,59.5,0.24,0.39,0.55,0.6,97.4,0.18,3.72,2.48,2.42,2.74,1.92,68.61,1.97,54.8,2,236,95.39,60.52,0.42,29.24,1956,2.77,0.31,53700,67200,83600,29900,266,323,388,122,361,21.1,18.1,11.6,0,0,1.01,73.36,60.91,89.92,94.54,3,3978.2,1.23,0,118.6
20906,2.71,1.9,96.09,1.34,1.38,16.78,31.64,18.19,11.71,0,0,30896,80.36,0.49,48.06,25.49,4.06,20.28,36577,14343,14537,9054,12200,9156,11060,9253,1472,7.74,5.77,16.48,26.51,3.88,65.36,16.42,32.53,11.34,33.03,7.78,32.48,11.18,9.52,3.02,79.98,78.86,86.74,82.07,63.25,70.3,169,1.14,616,10.06,22.08,24.51,26.62,0.3,0.65,0.72,0.78,90.68,0.58,2.96,2.01,2.47,2.53,2.38,61.62,1.26,45.65,3,486,94.07,60.17,2.47,50.21,1966,1.08,0.6,89400,117300,158400,69000,328,430,546,218,478,26.9,22.8,12.4,14,0,2.95,43.95,39.26,54.36,66.1,48.5,431.3,0.26,0,28.45
269063,2.38,29.65,69.21,0.73,0.65,13.13,26.4,12.64,14.71,269157,100,20141,69.24,0.76,33.08,32.93,11.47,17.21,25805,11527,13532,7022,7785,7265,6303,8701,59144,22.61,12.85,32.81,17.23,8.24,54.43,16.32,27.55,16.52,24.26,14.08,35.37,17.07,15.72,3.02,53.89,47.79,61.3,57.11,60.64,69.2,19384,8.76,4047,27.25,36.37,45.98,51.45,0.41,0.55,0.69,0.77,96.67,0.54,5.02,3.03,2.31,2.46,2.12,58.53,3.3,61.41,2,10953,91.17,54.9,15.07,47.35,1947,7.93,0.58,30500,44300,66600,36100,164,244,314,150,308,26.4,17.8,12.9,808,33,1.5,79.31,56.29,89.65,92.97,64.3,4181.4,8.61,0.5,999.13
20820,2.48,1.05,97.91,0.61,1.16,11.08,21.51,9.93,20.18,0,0,26668,69.84,0.43,42.12,41.54,6.22,25.58,31438,12671,12735,9137,7029,11824,12729,10958,1818,8.82,10.14,34.58,9.23,7.71,53.15,6.92,22.57,13.28,18.62,7.96,22.42,9.64,8.85,2.94,76.26,73.96,83.14,73.79,57.27,70.31,399,2.28,372,2.42,9.14,9.14,11.56,0.04,0.16,0.16,0.21,94.36,0.58,4.19,2.98,2.46,2.43,2.6,81.09,2,46.98,3,4337,65.96,82.13,0.32,61.56,1966,2.3,0,64900,84100,108700,43800,376,465,542,166,570,32.4,23.3,16.7,0,0,1.79,43.12,57.44,79.09,85.69,29.2,712.1,1.62,0,243.98
15180,2.9,4.72,93.97,0.46,1.1,23.54,37.19,25.92,14.14,0,0,20859,70.42,1.88,37.61,33.69,7.4,16.11,27372,11454,11005,22136,4557,10478,1105,2498,2197,17.5,13.16,28.18,21.71,5.51,50.94,15.65,36.71,16.27,29.28,6.9,35.19,9.61,8.35,2.86,75.13,73.01,87.05,71.15,58.48,70.43,129,1.2,172,57.56,76.16,80.81,84.3,0.65,0.86,0.92,0.96,96.35,0.53,2.15,1.56,2.38,2.48,2.22,62.29,1.49,44.83,3,332,94.04,59.66,2.11,23.8,1972,7.9,0.34,41300,54900,71700,30400,163,219,285,122,314,28.5,20.3,13.7,0,0,1.13,55.94,37.99,64.47,75.57,14.1,1076,0.49,0,76.49
13035,2.72,1.37,97.22,1.16,1.33,13.82,27.46,13.19,10.93,9546,73.23,42310,84.04,0.6,45.37,25.51,3.98,16.47,47402,17313,17507,7419,2740,14443,15487,6539,643,4.99,6.58,17.78,24.41,6.26,66.16,25.24,24.16,11.58,30.96,6.94,29.89,9.5,8.26,3.1,83.75,80.94,91.67,86.42,59.65,72.91,167,1.89,648,11.42,16.2,20.52,26.7,0.57,0.81,1.02,1.33,93.46,0.39,3.68,2.71,2.64,2.87,2.13,74.48,0.81,38.71,3,236,95.31,68.41,0,38.98,1963,0.69,0.14,129500,154400,190400,60900,346,491,605,259,565,22.4,22.5,13.8,0,0,4.97,77.99,61.36,85.68,92.19,23.6,553.2,0.28,0,368.19
26167,2.37,0.94,91.3,6.07,6.46,9.03,19.36,8.48,14.25,26167,100,54658,77.85,0.52,62.49,25.65,2.52,18.84,63337,28161,28647,27282,20295,23416,17992,20889,713,2.73,2.43,8.38,35.77,2.43,69.33,16.34,23.36,6.28,39.23,9.48,24.71,12.87,11.26,2.82,82.5,81.21,91.83,77.66,62.67,71,91,0.58,3283,6.37,10.63,17.42,25.43,0.8,1.33,2.19,3.19,84,1.64,2.14,1.48,2.36,2.48,2.06,75.92,1.98,44.78,3,294,97.41,72.37,0.68,21.09,1957,0.56,0,328100,407500,500001,171901,611,744,972,361,810,26.6,27.7,11.9,0,0,12.55,55.31,58.4,82.21,92.84,5.8,4486.8,3.98,0,205.56
95333,2.56,7.89,89.13,1.05,3.46,14.14,27.75,13.47,11.3,95027,99.68,26218,76.25,0.76,42.51,26.36,8,16.97,32611,12557,13289,6604,7503,4966,7002,7627,14452,15.59,7.16,21.19,20.14,6.51,61.58,17.62,22.98,16.81,24.95,10.16,30.8,13.35,11.85,3.08,68,65.35,71.42,72.26,63.89,69.95,3696,5.04,2348,18.06,26.83,34.88,38.67,0.44,0.66,0.86,0.95,94.69,0.83,4.64,3.12,2.5,2.65,2.25,64.98,1.99,48.98,3,3138,92.22,61.17,7.84,43.56,1956,4.27,0.31,37200,48800,65100,27900,220,283,345,125,351,26.3,17.3,13.1,107,31,2.46,63.82,51.41,81.4,86.3,63.6,1499.7,1.06,4.23,1565.55
12127,2.58,0.54,97.63,0.41,1.15,13.14,25.76,12.72,13.9,0,0,25141,78.47,0.83,38.52,31.38,6.23,17.96,29813,11170,11350,417,6578,3135,4865,8752,1382,11.79,10.91,31.91,10.07,6.72,61.21,40.24,18.96,32.61,15.53,10.35,24.33,13.69,12.13,3.03,75.76,71.32,79.54,75.58,76.3,78.78,148,1.45,133,0,23.31,23.31,23.31,0,0.26,0.26,0.26,96.59,0.55,3.79,2.7,2.5,2.62,2.26,69.07,1.68,41.14,3,244,95.06,65.83,0.82,41.8,1950,11,0.38,29400,39000,54100,24700,202,247,293,91,305,24.4,15.2,12.3,14,0,1.1,77.22,56.5,87.49,95.03,5.5,2204.9,0.35,0,194.19
34989,2.57,0.16,98.92,0.37,0.79,12.76,24.82,11.74,13.45,34989,100,29576,76.08,0.25,50.68,32.44,5.96,19.93,34987,12722,12808,12167,16003,5180,4567,7669,2113,6.07,7.31,20.21,15.16,5.64,63.82,25.29,25.4,16.52,22.72,7.51,27.69,9.3,8.45,3.11,79.23,79.54,83.99,84.98,66.17,74,450,1.7,1183,3.89,5.66,9.3,12,0.13,0.19,0.31,0.41,93.22,0.57,3.62,2.57,2.56,2.83,1.98,75.22,1.31,39.01,3,366,97.39,67.94,5.46,48.63,1953,1.77,0.28,53400,68100,86700,33300,257,331,399,142,388,24.6,19.1,14,0,0,3.38,84.72,66.61,84.54,96.95,10.5,3344,0.62,0,85.17
