ID,TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
64115,15,3,12,1,8,15,13.33,7.5,19,127,7,27,60,4,14,28,50100,29,41228
64161,11,3,4,1,1,11,11,9.5,19,31,12,26,24,6,12,10,58800,25,45788
64224,20,3,6,3,5,15,11.67,12.83,20,76,13,30,52,6,13,18,86600,12,45235
64261,10,4,24,1,12,10,7.5,5.63,16,128,7,23,59,3,11,27,36900,30,43112
64388,14,2,23,1,14,14,13,8.22,21,128,12,30,78,5,13,31,72500,33,54926
64400,21,0,1,0,0,15,0,15,22,22,8,8,14,3,3,5,103300,15,0
64441,10,2,14,0,11,10,10,5.43,20,122,13,31,66,6,6,29,38600,57,44559
64430,13,2,3,1,1,10,12.5,11.67,15,17,12,16,15,5,7,6,38600,28,0
64480,10,2,7,0,3,6,9.5,7.14,17,52,13,31,39,6,6,17,52600,30,0
64609,50,2,3,1,2,50,37.5,33.33,17,57,13,30,41,6,14,17,85900,22,77130
64650,40,2,2,2,2,30,26.5,26.5,24,33,12,30,29,6,14,12,58700,21,46250
64683,10,2,2,2,2,20,15,15,23,29,10,23,23,4,10,9,47700,24,55282
65804,10,6,17,2,5,6,8.17,6.41,15,93,13,34,57,6,17,23,66800,24,64119
64772,15,5,8,2,3,10,9.6,8,17,44,13,32,37,6,16,16,71000,20,64119
64874,10,1,2,0,1,16,16,13,19,39,10,25,27,4,4,10,74200,33,57224
64872,10,6,9,4,5,12,9,8,17,41,14,33,37,6,16,15,118900,27,57224
64906,50,1,1,1,1,25,25,25,17,17,12,18,17,5,8,7,64000,30,55716
64991,6,7,16,4,10,6,6,5.25,22,105,10,31,58,5,15,25,60000,30,60028
65073,10,2,15,1,7,10,11,9.67,22,119,11,30,66,5,13,29,96900,25,67735
65061,25,2,5,1,2,25,20,20,25,53,12,34,45,6,17,20,155900,36,67735
13089,34,2,11,0,1,25,25.5,20.18,5,65,34,56,84,5,5,21,78200,26,61835
65136,20,2,2,2,2,75,42.5,42.5,23,29,13,27,25,6,13,11,88600,32,54200
66300,14,7,13,3,7,16,14.57,11.54,18,93,14,36,61,6,17,24,67500,24,41963
65189,13,4,12,2,4,12,11,9.5,16,90,8,23,47,4,12,19,45000,40,41963
65181,11,4,10,3,7,12,9.5,9.8,19,67,13,35,56,6,17,22,62600,40,41963
65374,20,5,8,4,6,20,20,16.75,17,64,14,31,52,6,14,18,42600,30,51364
65423,10,6,6,4,4,10,10.33,10.33,17,33,13,32,33,6,15,13,103300,27,68331
65634,12,4,12,3,6,12,10.5,10.17,18,128,13,33,73,5,14,31,41300,37,71303
65746,20,1,6,1,6,15,15,10,23,104,10,27,55,4,11,20,78000,47,59924
65806,5,6,21,5,15,5,5,4.81,16,97,12,28,65,5,15,27,81400,26,60456
65740,12,5,10,4,7,11,10.8,9.3,19,56,13,35,51,6,17,20,77700,31,60456
189916,5,1,6,0,2,30,30,21.17,18,86,13,35,59,6,6,24,80500,38,60456
65915,6,4,9,1,4,10,6.25,5.11,18,76,12,31,48,6,14,19,68300,34,0
65899,10,4,4,3,3,9,7.25,7.25,16,31,9,22,21,4,10,8,90500,66,63192
65968,9,6,16,4,10,6,9.83,7.94,18,89,14,36,63,6,17,25,104000,7,80468
66037,21,2,8,0,2,17,16,15.13,18,55,13,34,47,6,6,19,147800,28,65257
66220,20,2,4,1,3,20,20,21.25,17,81,13,31,53,6,14,23,81600,40,67860
66219,50,1,5,0,1,50,50,35,17,75,13,29,54,6,6,20,113900,28,67860
66199,5,7,9,3,3,6,4.86,4.67,17,32,16,31,32,7,14,12,64600,40,67860
66187,15,2,2,1,1,20,15,15,16,20,14,22,19,6,10,8,70100,29,67860
66303,2,6,11,2,4,3,4.5,3.73,18,102,7,20,30,4,10,11,70400,28,35938
66393,50,1,5,1,4,10,30,21,18,57,12,31,45,6,15,19,60500,34,59000
3691,20,1,2,0,0,20,20,20,14,15,27,32,29,5,5,6,60500,23,0
66532,2,4,4,2,2,2,5,5,18,33,9,25,23,4,11,10,40700,33,49714
13300,10,3,14,3,7,7,9.33,6.64,13,128,24,38,59,5,11,16,41000,42,49714
188812,20,2,3,1,1,20,16,17.33,5,30,14,26,24,6,12,11,107600,36,76915
66762,5,4,15,1,8,5,12,8.53,5,131,19,40,76,7,17,34,63200,0,51941
66757,4,13,44,7,20,5,3.92,3.61,17,98,12,31,68,5,16,28,66400,0,0
10502,15,8,30,4,6,14,14.5,13.47,4,66,38,59,104,9,20,27,117900,22,0
190789,18,4,15,2,12,18,16.25,12,18,130,13,34,75,6,17,32,177000,21,98346
66830,10,3,4,0,1,10,10,10,18,42,13,31,30,6,6,13,94300,44,71499
2365,9,9,14,7,8,4,5,4.57,12,53,26,44,60,11,20,23,140800,32,71499
66891,5,5,21,3,9,7,5.6,3.86,15,91,13,32,64,6,15,24,111500,43,87796
10467,20,4,18,0,5,10,10,12.33,4,75,31,52,96,8,8,26,108900,30,86934
67000,9,6,11,2,4,10,8.83,7.45,19,56,14,34,46,6,15,19,91400,39,79842
67075,18,6,13,5,10,20,17.5,13.23,17,124,14,36,56,6,17,26,60900,43,48304
67030,50,2,3,1,1,50,25,33.33,26,28,12,26,25,5,12,10,38800,25,0
67304,20,2,4,2,3,19,17,22.25,21,53,14,33,46,6,15,18,133500,32,83356
67342,30,3,7,2,4,20,15,11.29,18,57,13,35,47,6,17,20,88600,25,83609
66223,10,1,7,0,5,15,15,9.57,18,91,11,29,51,4,4,21,87000,38,83609
67541,7,3,11,0,5,6,7.67,6.36,15,92,13,32,57,6,6,23,55800,28,47308
67595,15,2,9,0,4,15,15,13.33,18,111,13,33,66,6,6,31,15700,29,26491
67712,100,6,26,1,9,75,48.5,27.42,19,126,13,35,80,6,17,31,45900,46,0
185687,10,2,3,0,0,10,12.5,11.67,10,32,17,30,28,6,6,10,44800,28,26372
67789,20,3,4,1,2,20,15.67,13,18,42,12,32,32,6,15,14,23300,21,29081
67900,20,2,2,0,0,20,17.5,17.5,26,32,9,23,22,4,4,9,29400,14,45610
67961,21,2,3,2,3,15,15,15,22,45,10,28,35,4,12,13,35500,28,0
68148,10,4,6,2,3,10,10.25,9.33,18,41,12,32,35,6,15,14,24500,24,34162
68240,25,4,13,3,9,20,19.25,12.85,22,122,12,34,68,6,17,30,23700,26,33698
9390,5,0,32,0,11,5,0,8.09,4,126,37,37,112,7,7,33,26600,20,33698
68427,25,2,5,1,2,60,55,38,16,77,14,31,51,6,14,20,48300,23,0
68440,15,3,3,2,2,15,13.67,13.67,22,33,11,29,28,6,15,13,32700,28,29143
68534,9,4,7,2,5,7,8,7.43,15,81,10,26,49,4,11,20,65100,32,54371
68563,30,2,2,2,2,25,22.5,22.5,21,23,13,23,22,6,11,9,211900,24,138188
68650,15,4,10,3,8,10,9.75,7.6,22,101,12,32,55,6,15,23,118600,19,76424
68669,15,2,2,2,2,15,9.5,9.5,21,30,10,22,20,4,9,8,73200,34,95516
68750,25,1,2,0,1,25,25,25,26,52,9,23,32,4,4,12,108900,23,66309
67655,9,3,20,0,8,10,8.67,5.75,18,130,15,34,76,6,6,30,94000,26,0
68797,10,4,9,2,4,11,10.25,7.67,17,44,14,36,42,6,17,17,92700,20,72352
1357,15,10,21,6,9,18,13.9,10.67,15,126,29,51,102,11,22,41,88900,25,61176
69034,25,0,1,0,0,25,0,25,23,23,8,8,13,3,3,5,89500,43,70044
69122,13,5,8,2,3,14,12.6,10.5,16,77,16,32,52,6,13,19,73200,21,78289
69149,25,2,3,1,2,25,25,25,23,33,13,29,29,6,13,12,139500,32,0
66610,10,1,1,1,1,15,15,15,20,20,10,17,15,4,7,6,110200,28,72073
69465,20,1,3,1,2,15,15,10,21,40,10,28,31,4,12,12,157200,23,85873
69506,15,2,13,2,7,17,16,13,25,125,11,33,65,6,17,29,92100,28,72554
69116,20,3,9,1,4,20,19.33,15.22,16,53,15,37,51,6,17,20,115100,31,0
69536,8,5,20,4,16,10,7.8,6,16,127,14,35,74,6,16,33,39400,28,0
69537,15,3,5,2,2,10,9.67,8.6,16,31,12,28,26,6,14,12,54500,30,58684
70944,20,1,1,0,0,20,20,20,19,19,11,18,16,4,4,6,35700,29,46487
69822,15,2,3,0,1,15,13,10.33,18,41,12,30,30,6,6,12,85900,28,60936
69855,5,9,10,6,7,6,4.56,4.4,18,41,12,31,32,6,16,15,60800,32,54499
67742,5,2,10,1,6,15,15,7.9,15,121,12,32,64,5,14,29,110100,25,70504
8386,7,1,10,0,9,25,25,44.7,26,117,12,33,94,5,5,35,43500,36,44225
70076,10,3,25,2,13,10,10,7.32,18,130,13,32,75,6,17,33,40300,36,35723
70069,11,3,13,0,5,12,12,10.31,16,74,13,33,56,6,6,22,33000,22,35723
70146,10,4,24,2,11,12,10.5,6.88,16,124,7,18,67,3,10,27,60600,37,37781
5610,10,2,60,2,14,10,10,7.52,4,121,36,56,131,8,17,33,66600,34,45303
70217,10,3,5,1,1,4,6,5.2,18,31,12,26,25,6,12,10,32000,29,40271
70039,13,6,30,5,15,13,12,10.13,21,127,13,31,79,6,17,33,82800,30,0
11267,6,6,26,5,16,7,6.67,6.46,20,127,15,34,94,5,15,33,42800,40,0
70493,25,1,17,1,8,25,25,12,24,112,12,32,76,6,15,29,27900,44,0
70722,16,1,6,0,2,16,16,12.33,18,77,11,26,48,4,4,16,35500,25,40824
70774,4,8,10,5,6,4,3.88,3.7,15,41,12,32,34,6,16,15,39400,33,40588
70803,4,6,16,5,11,5,5.33,4.94,17,105,13,32,57,6,17,26,29900,38,33079
70881,15,3,5,3,4,20,16.67,13,16,44,14,31,36,6,14,14,33100,27,35658
68951,25,3,5,2,3,25,26.67,25,18,66,15,29,43,6,13,16,122300,31,0
71078,10,5,11,1,2,11,11.2,10.18,18,41,13,34,38,6,17,16,56200,25,66942
71332,7,6,16,4,8,7,7.5,7.31,21,92,11,30,58,5,15,25,47800,25,60554
71347,4,9,11,5,6,4,4.33,4.64,15,41,13,31,34,6,16,15,63800,27,0
8531,10,4,19,2,10,10,10,6.37,15,130,14,32,89,6,13,29,49700,32,44004
8204,10,1,16,0,10,26,26,13.25,27,126,27,49,97,5,5,31,30100,25,41397
71146,10,3,6,1,1,10,9.33,9,18,28,14,28,30,6,13,11,60200,32,52363
71427,30,1,4,0,2,19,19,16.5,26,77,9,26,48,4,4,18,91400,28,41448
71491,25,1,2,0,0,25,25,17.5,17,38,14,30,28,7,7,13,78600,36,43628
71604,6,6,19,4,10,5,5.83,5.95,22,124,11,31,61,6,17,28,58800,33,41031
4513,20,2,8,1,6,20,19,13,26,104,14,32,65,5,13,26,63000,35,51918
71943,18,5,25,3,12,15,14.8,13.68,18,68,14,34,59,6,17,23,41700,33,44677
72048,10,9,12,6,6,10,8.67,8.08,17,32,13,29,31,6,15,13,53100,37,58194
72193,10,1,1,1,1,20,20,20,16,16,12,17,14,5,7,6,91800,31,63093
72270,5,9,39,8,23,5,5.44,5.33,17,130,13,30,79,6,17,33,68300,38,47579
187807,22,3,10,1,5,16,14,12.1,18,57,7,15,25,2,6,10,61200,25,0
72308,46,2,8,2,6,21,23,19.25,25,91,11,32,63,6,16,25,60900,31,57088
72321,10,4,6,3,4,6,10.5,8.33,16,41,12,28,30,6,14,13,62800,23,0
72366,20,1,4,1,1,15,15,10.5,21,54,11,28,36,5,12,14,44800,33,46333
72410,20,3,14,2,11,20,20,14.57,25,130,13,35,74,6,17,31,49200,38,44845
72416,5,2,18,1,10,10,7.5,6.72,18,122,12,30,72,5,13,30,66700,28,48542
72438,10,4,4,2,2,10,8.75,8.75,18,35,12,28,25,6,13,11,56100,41,54146
72617,9,3,11,2,5,4,8.67,5.45,15,69,15,33,53,6,13,18,25800,26,42784
72844,10,7,17,5,10,10,7.71,5.76,15,66,13,35,53,6,17,22,74000,32,43514
72871,12,5,7,4,4,10,15,16.43,17,44,13,35,42,6,17,17,77800,22,67748
72936,20,3,27,1,16,27,24.33,9.59,15,128,14,32,77,6,14,31,45700,36,46678
73008,12,6,14,3,7,11,10.33,8.21,15,62,14,36,54,6,17,22,58700,25,69515
73028,9,4,6,3,5,9,9.25,8.83,16,53,7,20,33,4,11,14,49600,29,43836
73030,25,1,3,0,1,15,15,11.67,20,61,10,22,29,4,4,11,82100,31,0
186067,10,1,3,0,1,10,20,11.67,9,45,17,32,35,5,5,11,92900,18,65393
73282,25,2,6,2,4,25,25,20.83,17,68,13,34,58,6,17,24,80000,27,63092
73175,10,3,21,0,11,11,10.33,5.38,16,125,14,32,75,5,5,30,87500,30,63092
73371,10,1,24,0,12,10,10,5.13,19,126,11,24,70,4,4,25,36300,37,0
185309,7,8,30,6,15,20,6.75,5.2,6,122,19,39,79,7,18,32,62900,35,0
73504,20,1,7,0,5,20,20,13.86,19,75,14,28,52,6,6,19,46000,37,41395
73555,15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,63300,14,57225
73762,25,2,10,2,10,25,25,17.5,17,123,14,33,74,6,15,30,84000,25,58868
73740,10,1,5,0,1,15,15,8.2,25,68,10,29,46,5,5,17,53700,23,0
73625,10,3,18,1,8,10,10,8.78,25,123,11,33,66,6,17,28,0,26,0
73852,20,2,3,1,2,20,20,20,22,51,12,27,36,6,12,15,111400,32,77218
66163,10,3,6,0,1,20,14,10.5,18,43,14,35,39,6,6,16,92200,30,0
120821,20,1,8,0,1,15,15,9.63,26,64,11,32,52,5,5,19,94600,30,77218
185394,5,8,24,5,12,5,10.63,8.92,4,109,26,45,83,7,18,31,64700,24,44931
73984,10,4,18,3,8,10,11,9.72,15,89,15,35,70,6,15,24,36200,40,39750
69642,14,3,10,2,5,15,13.67,9.1,18,113,13,31,62,6,15,27,37300,27,0
74102,17,2,5,2,4,15,15,11.8,24,75,10,28,50,4,12,18,49600,38,43854
74235,26,2,12,0,8,21,21,13.5,20,123,13,34,73,6,6,31,47300,43,43261
74303,25,4,7,2,3,25,18.75,17.14,16,53,15,32,42,6,14,17,44400,34,42270
74345,25,2,16,1,8,25,24,10.19,16,127,14,34,77,5,14,31,53800,32,48399
74360,21,1,3,0,1,15,15,10,18,44,11,26,29,4,4,11,70400,30,55250
74361,10,3,16,2,8,10,12,10.06,23,57,13,34,50,6,17,21,54500,28,0
74408,35,1,8,0,6,30,30,18.13,18,113,13,32,69,6,6,29,29400,31,34159
74436,37,3,7,2,4,25,20.67,16,17,61,13,32,47,6,16,20,42900,40,37726
8272,47,4,82,4,23,39,46.5,26.83,6,260,18,37,95,7,18,34,44800,31,40411
74589,12,3,5,3,4,15,11.67,9,16,44,13,30,35,5,12,13,79500,31,51112
74701,20,1,7,1,3,20,13,9.14,17,56,13,31,44,6,14,17,36000,41,0
74809,10,3,5,2,4,9,9.33,7.2,22,44,12,25,29,6,12,12,82200,29,0
74819,15,4,16,3,9,10,12.75,13.19,18,129,14,32,76,6,15,30,70200,17,68000
74825,5,4,23,2,10,5,5,4.61,16,90,6,15,50,3,8,19,31000,31,41046
74880,25,1,1,0,0,15,15,15,18,18,10,15,12,4,4,5,62200,29,80943
74914,6,7,22,3,14,6,6.43,4.86,19,116,11,32,70,6,17,31,42400,33,49699
74969,13,3,17,2,7,11,11,7.76,16,110,12,31,65,5,13,24,39900,30,51208
74867,3,7,12,5,6,3,3.43,3.17,18,40,13,31,34,6,15,14,42500,37,42596
75153,13,4,21,3,17,13,13.25,10.67,24,128,7,21,69,4,13,31,75000,19,25144
75346,15,6,9,6,7,7,9.33,8.11,22,40,8,23,30,5,15,14,34900,26,46240
75341,15,3,13,0,5,12,10.67,7,18,119,13,34,64,6,6,27,59500,41,46240
187274,15,1,1,1,1,15,15,15,21,21,4,7,7,1,3,3,43500,22,0
75474,15,3,3,1,1,20,11.67,11.67,18,32,15,31,33,6,13,13,20600,39,33424
75609,10,5,17,5,12,5,5,4,17,126,11,27,63,5,13,26,33800,36,45027
75668,5,7,18,4,10,2,4.57,4.17,15,123,14,33,65,6,15,29,31300,30,42065
75835,5,8,14,7,8,6,4.25,3.86,15,65,15,36,54,6,17,20,29800,39,0
75851,5,4,17,2,13,5,5,4.35,15,129,9,27,66,4,11,27,24300,39,0
727,2,10,23,8,13,2,2.8,2.26,7,69,18,39,64,10,20,28,24000,27,45515
76128,5,4,14,3,12,8,6.5,4.96,17,114,12,30,66,5,13,28,54300,27,41317
75992,8,5,5,2,2,8,7.8,7.8,18,32,12,26,25,6,12,10,35400,36,39275
76470,10,3,14,2,9,15,15,9.64,18,111,7,19,57,4,12,24,55000,41,60140
76578,9,9,26,5,12,11,10.11,8.62,18,119,14,34,70,6,17,30,63700,32,60262
76585,5,5,21,4,14,5,5.2,4.86,16,122,13,33,74,5,14,31,128200,33,60262
76625,6,5,7,1,2,5,5.8,5,15,53,13,31,32,6,13,12,38600,39,48125
76655,10,3,10,1,5,20,16.67,11.7,18,93,9,25,58,4,12,21,47800,32,54327
76758,10,5,24,4,15,10,8.4,5.92,16,128,13,32,77,6,16,31,27500,24,39375
76851,20,3,4,2,3,15,20,16.25,21,42,13,32,34,6,15,15,46600,30,47981
76914,15,3,7,1,3,15,12.67,9.71,18,53,13,35,44,6,17,19,33700,28,46319
187284,10,2,3,2,2,10,10,8.67,17,21,6,9,9,1,3,3,61400,44,0
77011,10,5,5,2,2,15,11.6,11.6,18,32,13,30,28,6,15,13,40600,32,30885
77023,15,2,2,2,2,20,12.5,12.5,17,24,12,22,21,6,11,9,32400,20,45561
11143,44,4,23,3,7,35,46,39,4,53,34,54,82,7,18,22,42400,24,45561
77048,7,2,4,2,2,10,7.5,7,18,29,13,25,23,7,13,11,34200,35,45709
77107,14,2,10,2,6,14,14.5,11.7,16,65,13,34,54,5,15,22,143800,37,77155
77116,10,2,9,2,9,15,15,9.11,17,86,13,32,58,6,15,24,66000,27,59063
77196,25,1,1,1,1,15,15,15,24,24,7,17,15,3,7,6,94000,18,67330
77260,10,5,12,1,5,10,10,7.75,17,113,14,33,61,6,15,25,87000,28,60506
7734,20,3,22,3,8,13,14.33,11.23,6,105,39,59,119,8,17,29,68300,22,58750
77345,16,2,5,0,1,16,15,13.2,24,67,10,28,46,5,5,16,80600,37,0
77435,10,3,15,2,11,10,5.33,4.27,18,111,13,32,63,6,14,26,80600,29,62557
77495,10,2,22,2,13,12,11,7.64,17,125,7,22,65,3,10,26,61400,24,55750
77784,16,3,6,1,2,10,11.67,10,19,45,12,32,37,6,15,15,98700,31,75203
11158,4,5,26,2,11,5,4,3.42,5,98,30,48,89,9,17,28,98700,0,75203
190795,10,3,21,3,18,14,12,8,21,130,12,31,80,5,15,32,51600,31,43135
77848,5,6,7,3,4,5,5.33,5,22,39,10,30,30,5,14,13,69100,27,62804
77845,15,2,4,0,1,15,15,12.5,26,41,9,29,33,4,4,13,111700,40,62804
186573,3,4,13,2,6,3,12.5,7.69,8,89,17,38,63,7,17,25,90000,32,69366
78009,20,1,1,1,1,20,20,20,18,18,10,14,11,4,6,5,80400,28,0
80336,12,3,14,1,8,5,9.33,6.93,17,126,13,31,66,6,15,30,83600,32,63523
78116,10,7,10,4,6,12,10.14,8.8,17,67,13,33,49,6,16,20,72000,30,70265
78179,10,3,4,1,1,20,23.33,22.5,16,28,13,28,27,6,14,12,70800,23,60963
78172,25,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,116700,34,66509
78199,15,2,10,2,10,15,15,9.7,21,105,12,29,65,5,14,25,0,28,70000
186699,20,5,16,4,8,10,12.4,9.69,4,91,29,51,79,7,18,27,33800,27,21867
78447,6,4,15,2,9,7,6,5.13,17,130,6,14,47,4,9,22,88500,29,0
5968,12,12,56,9,26,8,5.17,3.59,4,130,49,71,141,17,28,46,68500,13,0
78669,6,5,14,2,5,5,6.8,4.5,15,80,13,30,53,6,13,20,69300,43,51045
78753,3,7,21,3,7,3,3.86,3.29,15,103,8,20,36,4,9,11,66800,22,50568
78802,15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,66700,27,52615
78588,11,4,8,3,6,5,7,5.75,18,61,11,29,44,5,13,18,83600,31,43483
185886,5,7,14,4,7,3,7,5.14,9,112,20,38,64,7,16,24,92900,33,50707
79177,5,5,12,3,5,10,6.4,5,22,63,12,31,45,6,16,20,75100,31,64238
542,10,1,7,0,4,15,15,6.29,24,77,10,27,38,4,4,16,53500,21,0
112172,3,3,3,1,1,12,11.33,11.33,18,24,13,24,21,6,11,9,58300,29,0
79395,12,4,17,2,12,12,12.5,8.94,15,123,13,32,73,6,15,29,56900,33,0
79399,30,1,16,1,11,30,30,17.5,21,130,13,32,82,6,15,35,48700,21,55086
79427,10,2,19,2,12,20,15.5,8.58,21,127,12,31,77,6,15,31,71800,21,67760
79478,25,3,20,1,8,25,23.33,13.25,15,126,13,34,78,6,16,32,66800,37,61461
3312,15,6,9,2,2,15,10.67,11.44,6,29,32,48,46,9,17,15,93000,36,62681
80395,50,1,1,0,0,15,15,15,18,18,10,14,12,4,4,4,90200,29,62681
79580,21,0,1,0,0,15,0,15,23,23,8,8,13,3,3,5,93700,22,70239
79602,15,3,26,2,15,15,13,10.58,24,129,13,34,83,6,17,33,93700,22,70239
79628,22,3,6,0,2,17,16,14,19,76,13,33,52,6,6,20,82400,32,70044
79649,15,2,3,1,2,15,13,10.33,16,44,12,28,29,5,11,11,55600,9,0
79702,35,1,2,0,1,25,25,20,18,39,13,30,29,6,6,13,123200,23,88407
79747,15,2,2,1,1,15,15,15,19,24,12,23,21,6,11,9,32900,21,36667
7518,5,5,19,4,16,5,5,4.84,15,119,12,29,70,5,14,30,60700,0,50346
2231,14,9,10,7,8,15,12.11,11.4,11,38,21,41,45,8,18,18,56400,33,55168
80153,5,1,1,1,1,15,15,15,24,24,7,17,15,3,7,6,41600,36,46530
80335,5,3,16,2,13,10,9.33,5.94,21,130,11,30,73,5,14,31,41700,25,49923
80310,20,1,2,0,0,15,13,14,19,20,13,20,18,6,6,7,64000,33,49923
80378,5,5,21,4,18,5,5.4,4.86,18,130,10,26,70,5,14,29,68900,29,47081
80449,10,2,15,1,6,10,11,5.87,18,81,14,32,58,6,15,22,55000,22,0
80505,20,3,9,2,6,15,15,12.11,24,123,9,29,66,4,13,27,67300,22,62442
80577,10,4,6,3,3,13,12.5,11.67,21,44,12,33,38,6,17,17,46600,0,51715
80646,4,5,18,2,9,6,4.6,3.56,18,111,11,31,63,5,14,27,36000,40,43618
13483,17,11,50,5,17,5,6.27,6.34,4,113,45,66,137,14,25,50,45200,21,0
80733,15,2,10,1,5,15,14,7.5,18,130,11,26,60,4,10,25,49100,25,48418
80800,8,4,7,3,5,10,9.25,8.43,17,53,6,26,37,4,14,15,67700,34,57721
80866,4,11,11,5,5,5,4.55,4.55,16,35,14,32,31,6,14,12,43800,31,45654
80893,25,1,9,1,5,15,15,8.33,21,65,12,30,52,6,14,21,49800,36,53117
190616,5,3,16,2,11,10,10,7.5,24,130,11,31,71,6,17,33,48300,38,44220
80995,5,5,14,2,7,10,6.4,5.86,19,65,13,34,54,6,17,22,34200,35,29038
81067,15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,36300,24,49690
81073,10,5,6,2,3,10,9,9.17,22,41,11,31,34,5,14,13,57100,32,49690
81241,20,2,8,1,5,20,17,10.5,19,57,13,33,46,6,15,19,41900,38,42786
81319,15,4,6,3,5,15,11.75,9.83,16,44,14,32,37,6,14,14,31000,25,44032
81322,15,2,18,2,15,15,15,10.06,21,131,12,31,80,6,15,32,33500,25,44032
137601,5,7,23,5,14,3,4.43,4.35,5,105,10,30,68,5,16,28,39700,49,50097
159623,20,1,5,1,3,16,16,9.8,21,72,11,27,45,4,10,15,39700,28,50097
81277,25,2,2,1,1,20,15,15,27,32,9,25,24,4,11,10,32200,26,43363
185602,10,4,15,3,7,0,11.25,9.53,11,72,25,45,77,5,15,23,40000,26,0
81520,10,3,15,1,9,15,11.67,8.73,16,119,11,27,64,6,15,29,42800,31,41500
81600,5,4,7,2,4,13,12,9.71,24,41,11,30,33,6,15,15,58200,37,0
81649,15,1,1,1,1,15,15,15,22,22,10,17,15,3,6,5,40500,38,0
190837,11,6,8,3,5,12,8.83,8.13,20,44,13,33,37,6,16,16,43200,43,48750
81712,11,2,21,1,10,12,11,7,15,125,12,31,74,5,13,29,94600,32,63535
81945,20,2,3,1,1,15,15,15,18,28,13,25,23,6,12,10,84000,34,58169
82015,18,3,12,2,8,20,14,10.92,17,123,8,20,47,4,10,15,54300,30,51625
82026,12,2,5,0,2,15,12.5,8.6,18,69,11,29,48,5,5,17,50600,26,49016
82040,3,9,43,8,26,9,3.22,2.67,18,128,10,31,77,5,16,32,49300,36,40063
82065,10,3,11,0,4,10,11,8.45,17,116,12,33,66,5,5,29,73700,40,59577
82313,15,3,11,2,7,15,13.67,9.73,20,119,13,32,61,6,15,27,56900,34,0
82618,5,2,21,1,14,12,11,6.24,18,127,10,27,71,3,9,26,83600,32,60348
82698,21,2,3,1,1,15,15.5,13.67,16,31,12,26,24,6,12,10,104800,28,65650
1102,11,10,33,6,16,12,13.6,11.33,5,131,29,48,105,11,22,40,88200,0,65650
4393,10,3,31,1,11,10,10,9.52,4,105,26,41,106,6,13,24,104700,38,65650
12655,16,7,36,4,19,12,10.71,10.33,16,130,29,47,97,6,15,34,89600,30,48333
82943,4,5,15,2,10,5,4.6,4.07,15,125,12,30,65,5,12,26,90200,25,82791
10606,5,5,9,3,5,12,11.4,9,17,53,15,33,55,6,15,16,96900,29,80946
82998,25,2,7,1,6,20,16,9.14,26,101,10,30,54,5,14,23,83300,30,0
82995,5,6,20,4,10,5,5,4.4,15,93,13,31,66,6,16,25,71900,25,66154
85152,10,2,4,1,2,5,12.5,12.5,17,53,10,28,42,4,12,17,49300,27,0
83718,3,3,17,1,12,3,3.67,2.71,18,130,9,20,56,4,8,23,81300,50,51881
83709,10,4,11,3,6,10,7.75,6.36,20,69,12,29,52,6,14,19,68000,35,51881
9784,30,2,10,1,3,30,27.5,17.7,8,84,35,53,90,8,16,21,84000,32,50504
83960,5,7,16,5,10,7,5.71,4.69,17,130,13,29,59,6,14,27,88400,37,69688
83983,15,6,20,3,9,15,15.83,14.5,17,113,14,35,74,6,17,30,86600,25,0
84097,25,1,1,1,1,25,25,25,17,17,11,16,14,5,7,6,341000,41,105995
84276,3,11,44,6,23,10,7.27,5.34,17,129,13,32,84,5,14,33,57000,35,50587
84390,5,4,15,3,9,10,10,7.53,18,111,13,32,65,6,15,27,46500,35,45054
84582,25,3,5,2,4,15,12.33,11.4,22,45,12,31,36,6,16,16,97300,23,81514
84678,10,3,12,1,6,20,19.33,11.58,17,87,8,28,51,4,14,22,58500,24,55086
84706,10,4,20,4,16,10,8.25,5.3,17,124,14,31,71,6,15,30,44600,35,52102
84708,25,2,2,1,1,24,17,17,18,29,12,26,23,6,13,11,65300,28,56677
84745,7,8,22,3,7,9,7.13,6.59,17,67,13,33,57,6,16,22,60400,31,48462
10789,3,8,31,5,16,9,7.5,5.29,18,130,29,49,108,6,17,33,53400,36,50449
84854,3,4,31,3,15,5,4,3.16,16,130,6,15,50,3,7,19,79700,24,50449
84840,14,2,21,1,9,14,13,8.48,16,101,13,32,72,5,13,25,87000,45,59670
85003,8,5,17,3,9,8,8,5.47,16,124,12,26,59,5,12,26,33100,31,45486
85010,9,5,22,3,11,5,8.6,5.95,19,119,12,31,69,6,17,33,59500,25,50638
85059,5,6,18,5,9,6,4,3.72,17,79,13,28,55,6,14,22,30300,30,44375
82610,5,7,20,5,10,4,4.14,3.6,16,57,7,17,33,3,9,13,28000,31,0
