AT,V,AP,RH,TARGET
9.38,44.77,1020.41,85.26,473.9
28.71,70.32,1011.78,76.53,435.95
27.35,77.95,1017.43,73.36,437.61
12.75,39.85,1012.51,62.37,475.61
18.27,51.43,1010.38,88.39,460.41
31.01,73.5,1010.92,48.61,432.41
7.73,37.8,1020.71,63.93,483.94
23.69,71.97,1009.62,93.03,438.62
26.82,66.51,1016.32,55.76,439.48
30.91,76.2,1008.53,58.08,434.94
22.61,59.87,1019.12,66.12,441.2
13.77,43.13,1016.63,62.13,468.45
17.4,43.14,1018.51,75.31,457.59
27.18,79.05,1008.99,94.32,434.01
18.03,53.16,1013.06,82.03,458.04
22.24,41.1,1001.96,42.6,451.95
18.7,66.51,1015.14,79.23,458.73
26.71,77.95,1012.13,77.5,433.47
20.14,46.33,1013.24,83.39,453.35
12.14,40.83,1010.56,78.31,474.82
18.26,69.94,1004.1,97.39,443.59
16.23,43.72,1009.96,83.01,457.9
24.26,67.69,1008.48,66.74,437.4
15.12,39.16,1006.55,76.99,463.78
22.22,48.98,1015.87,53.18,447.1
16.72,44.78,1007.75,56.79,453.39
25.35,65.18,1012.67,70.36,438.17
23.89,64.27,1013.37,75.22,450.82
3.2,41.31,997.67,98.84,489.86
10.28,39.61,1020.43,69.09,478.34
28.77,75.23,1010.01,59,437.93
21.38,65.12,1015.73,68.02,448.5
12.28,39.96,1011.76,77.07,468
22.58,43.79,1015.66,44.18,460.3
16.82,45,1022.05,37.28,468.22
26.85,75.6,1017.43,74.55,433.48
28.75,57.55,1004.77,57.55,435.33
25.93,60.29,1017.62,50.03,444.04
15.24,37.87,1020.52,84.49,463.09
29.23,75.6,1017.72,52.26,438.92
26.3,77.95,1009.45,78.72,437.95
12.76,43.7,1015.13,65.34,475.73
12.74,41.5,1012.94,86.28,469.92
27.37,65.06,1013.09,50.92,440.5
16.39,52.75,1024.42,54.61,459.48
19.48,58.79,1017.6,88.72,450.55
22.28,59.92,1009.36,95.38,437.85
24.81,59.87,1018.56,61.18,444.89
19.96,56.03,1020.59,64.95,454.67
19.13,40.79,1004.47,91.7,457.83
11.41,40.1,1014.27,91.17,476.81
30.71,71.85,1008.07,72.05,425.16
24.33,46.93,1013.72,48.27,447.43
24.74,59.39,1015.23,74.64,437.49
12.76,41.48,1014.06,70.34,461.61
24.98,60.32,1016.39,63.12,446.46
29.05,75.6,1017.63,51.16,439.14
33.94,74.67,1015.94,28.16,427.98
10.97,40.6,1015,87.59,478.69
11.82,42.86,1014.12,88.28,476.7
18.78,54.2,1012.05,89.25,448.04
31.85,73.21,1000.98,72.2,435.94
11.6,40.27,1008.55,72.12,473.89
32.48,62.04,1010.39,38.05,446.48
17.13,42.86,1014.15,73.6,463.09
24.34,73.5,1011.31,84.15,440.29
25.88,63.73,1009.48,77.17,438.42
23.48,66.44,1011.28,61.11,443.21
17.14,58.16,1018.59,77.22,458.61
23.83,50.32,1008.41,72.23,445.17
18.4,43.96,1012.4,77.81,464.63
30.28,70.98,1007.51,74.28,432.64
15.51,41.76,1022.81,69.55,463.82
12.08,41.39,1019.45,78.3,477.8
27.17,61.02,1011.38,65.32,437.06
11.21,41.06,1021.75,77,474.03
10.37,37.5,1013.19,79.25,473.1
29.25,67.32,1013.88,38.57,437.94
26.92,68.27,1008.11,61.73,435.17
22.68,70.47,1010.86,82.8,441.47
20.11,42.04,1010.79,60.31,464.13
27.14,70.32,1007.08,73.08,427.21
14.93,39.39,1014.31,80.68,468.88
12.74,39.13,1008.19,94.81,468.57
3.96,35.47,1016.79,83.81,489.68
12.47,38.25,1012.74,82.89,469.56
16.2,65.46,1013.97,89.84,451.86
7.75,38.06,1020.83,83.39,483.56
29.83,68.67,1005.33,71.15,434.28
19.82,57.85,1011.58,97.23,447.36
26.97,71.58,1010.13,75.16,433.88
5.82,41.38,1021.06,86.91,492.12
12.41,41.44,1015.46,76.9,472.06
6.99,40.07,1014.83,54.36,490.11
33.73,69.88,1007.21,42.93,434.83
27.84,72.39,1001.18,83.46,432.19
21.19,52.3,1008.24,79.19,447.06
18.38,62.1,1020.12,77.27,452.91
26.39,66.49,1012.96,60.35,433.36
27.71,72.99,1007.18,72.68,433.01
27.34,71.64,1008.12,72.22,438.76
5.34,39.22,1012.73,81.42,472.66
35.56,68.94,1006.56,38.75,429.69
18.36,53.16,1013.31,83.18,458.47
13.72,49.83,1006.88,89.49,463.65
29.14,67.45,1015.51,46.47,433.34
9.61,44.03,1008.3,91.36,473.54
33.42,68.51,1011.91,45.83,427.66
18.22,58.2,1017.09,81.92,451.04
32.31,68.94,1006.11,71.78,431.14
15.93,40.89,1011.57,74.55,468.8
21.44,62.96,1020.27,79.85,450.57
27.98,67.17,1007.32,75.29,440.68
19.69,39.72,1001.49,60.34,456.55
21.93,57.17,1009.81,81.15,448.75
14.74,44.47,1028.29,67.87,462.92
15.41,44.78,1007.69,65.17,456.83
27.88,63.87,1017.79,40,443.24
10.1,41.4,1024.29,85.94,474.28
23.99,45.87,1007.63,52.62,443.66
25.38,70.94,1007.87,73.59,446.31
13.03,42.86,1014.39,86.25,475.03
12.99,42.34,1018.04,96.25,465.98
14.65,41.92,1030.61,63.07,464.95
31.23,66.75,1017.48,36.55,433.9
15.55,39.63,1004.98,89.82,466.83
23.09,70.47,1010.76,79.89,439.36
29.83,62.66,1007.98,47.07,438.71
29.65,74.9,1003.22,71.09,433.32
19.54,50.66,1014.7,84.53,456.61
22.12,49.39,1019.8,72.83,451
20.38,62.52,1017.85,75.56,456.56
35.1,68.27,1006.96,43.51,426.3
14.07,43.34,1015.79,86,463.77
5.72,40.81,1025.78,92.46,487.8
26.65,63.78,1015.32,53.95,440.26
32.18,69.75,1009.94,52.91,438.26
23.43,71.97,1009.42,94.27,442.19
26.31,52.09,1013.39,53.59,447.04
9.16,42.44,1014.43,93.67,480.98
17.46,53.29,1018.07,91.01,458.06
29.56,52.84,1006.09,42.17,436.46
20.99,67.07,1005.17,82.41,442.02
14.45,52.75,1023.97,63.59,459.85
9.82,39.96,1024.72,97.69,471.96
13.09,39.85,1012.86,58.42,475.89
27.82,79.74,1008.37,69.46,436.48
23.24,63.76,1010.1,79.16,441.35
24.58,49.02,1008.85,79.32,442.47
15.42,40.56,1021.23,59.37,469.33
27.05,67.79,1010.99,71.37,443.89
9.11,40.02,1031.1,83.02,479.03
11.43,41.16,1022.81,92.04,466.86
21.26,50.32,1008.41,87.22,446.22
28.89,70.72,1009.36,70.33,433.02
11.69,39.22,1017.05,55.51,472.76
8.86,36.71,1025.64,79.65,478.88
26.41,68.24,1010.6,77.79,428.52
20.06,47.03,1013.66,83.23,461.02
25.58,63.47,1011.44,66.81,443.66
28.43,68.08,1011.32,58.19,433.05
23.46,59.27,1010.6,79.79,445.57
24.73,48.6,1004.03,63.37,439.99
21.44,51.19,1009.1,84.94,446.17
21.69,42.23,1013.05,67.55,461.56
23.28,72.24,1011.3,90.5,434.21
6.86,42.49,1007.95,93.96,486.14
24.14,63.21,1012.28,89.08,440.74
18.42,60.1,1009.77,86.75,451.93
8.55,35.77,1016.15,73.32,481.44
23.78,60.27,1018.02,78.06,441.56
19.46,42.04,1011.3,60.45,466.24
23.27,64.15,1020.98,71.18,452.26
22.35,51.43,1011.34,77.33,445.34
13.92,41.16,1003.83,88.69,465.33
24.56,51.86,1014.43,68.85,447.57
29.53,64.44,1013.22,59.75,440.1
10.93,39.16,1016.54,90.56,479.83
8.03,40.07,1016.06,47.46,488.02
24.17,73.18,1011.72,86.1,437.27
22.72,69.84,1005.96,83.9,436.7
27.86,63.07,1011.11,56.81,440.48
29.63,69.59,1008.3,72.53,438.64
28.41,61.47,1008.94,56.56,442.54
8.46,40.8,1023.57,81.27,485.06
18.25,60.1,1009.72,90.15,456.25
22.98,58.46,1016.06,72.69,445.05
19.95,50.59,1016.11,73.23,459.27
19.08,44.63,1020.05,41.07,455.95
24.27,74.93,1012.73,73.81,443.06
14.87,42.18,1015.23,74.41,465.89
27.37,76.2,1006.03,67.07,435.64
17.54,44.58,1016.56,79,465.51
14.5,53.82,1016.81,62.89,464.27
19.84,56.89,1013.23,78.32,447.92
13.32,44.2,1020.02,78.78,465.57
18.91,56.9,1006.98,84.07,448.24
25.08,58.49,1011.1,64.47,446.9
13.67,38.53,1009.3,81.85,470.39
6.69,40.64,1020.54,92.83,483.01
14.95,42.99,1008.75,90.76,468.61
26.78,52.3,1008.52,61.23,441.21
22.24,69.23,1011.83,79.37,441.9
20.6,44.58,1017.67,48.36,466.2
23.14,58.18,1008.89,81.82,444.51
11.56,41.62,1012.5,91.42,460.6
24.54,60.29,1017.42,58.94,447.67
14.54,42.99,1009.27,90.88,468.93
27.41,69.98,1008.51,65.49,431.64
10.22,37.83,1005.94,93.53,471.79
28.19,62.6,1017.34,46.95,449.61
9.18,42.44,1014.52,98.04,480.49
9.96,41.55,1002.59,65.86,475.91
28.34,73.68,1015.05,76.73,432
25.35,66.56,1008.75,66.88,436.51
24.12,51.43,1006.55,83.77,441.49
31.32,74.33,1012.92,36.48,429.57
25.04,70.47,1006.82,84.75,433.1
12.86,44.77,1018.75,74.73,468.43
8.36,40.67,1014.99,73.65,489.1
21.41,62.39,1007.84,88.83,452.8
30.44,56.24,1005.19,56.24,429.34
23.45,69.04,1010.5,80.77,442.48
14.57,37.86,1022.44,68.82,463.58
10.26,43.14,1019.68,98.97,466.75
23.58,70.04,1010.95,76.32,435.47
30.29,59.22,1013.05,60.46,441.57
20.3,58.46,1015.93,82.13,448.79
12.5,43.67,1013.99,90.91,473.26
8.27,40.69,1020.13,86.1,484.97
25.54,49.16,1003.64,47.4,443.55
14.41,40.83,1009.82,80.43,470.13
25.88,63.47,1011.95,65.87,443.94
29.88,68.08,1011.14,55.78,429.33
30.24,68.3,1016.21,48.25,431.82
22.93,63.13,1011.6,77.09,448.02
24.35,60.27,1017.6,75.45,441.74
14.81,43.69,1017.19,71.9,470.71
23.26,58.2,1016.72,57.98,446.87
31.5,74.16,1011.72,56.42,436.43
10.72,35.76,1019.71,62.26,473.48
6.06,41.17,1019.67,84.7,489.62
30.76,73.17,1009.89,50.43,430.98
8.26,44.71,1020.85,68.82,485.19
32.67,67.83,1007.81,42.16,425.75
8.5,39.16,1014.1,86.64,485.76
29.23,68.14,1004.31,81.46,428.87
30.21,71.32,1006.19,67.57,434.91
24.28,68.31,1009.94,77.08,440.07
24.04,60.77,1017.62,75.23,442.25
22.89,48.98,1014.55,48.21,448.56
24.6,75.23,1012.04,76.77,434.07
27.78,70.8,1009.81,79.57,431.44
27.06,64.45,1008.72,54.21,443.1
29.25,78.87,1012.05,84.28,430.49
14.38,40.66,1016.34,92.37,463.1
25.34,65.61,1014.61,57.51,442.82
19.38,54.9,1017.08,70.46,454.1
11.34,45.17,1018.32,96.24,472.13
18.36,62.1,1019.9,79.09,453.5
21.31,50.78,1008.68,85.28,445.17
12.42,38.25,1012.76,82.23,472.3
19.76,48.92,1010.48,46.57,456.69
10.79,43.56,1015.15,73.01,479.64
22.49,56.9,1007.65,63.34,449.64
8.13,39.99,1011.71,87.89,486.19
18.45,42.44,1013.45,63.52,459.79
16.94,49.64,1024.43,69.22,459.25
15.04,41.35,1004.29,99.1,467.96
27.18,59.27,1012.57,64.18,439.69
13.16,54.3,1017.33,82.43,468.4
7.78,40.8,1026.7,85.61,488.54
14.8,38.73,1003.18,80.73,467.54
27.65,67.07,1005.65,60.42,439.03
12.99,44,1025.22,90.27,470.93
24.13,48.98,1014.74,40.13,460.38
13.41,49.83,1008.83,87.14,466.38
24.86,44.05,1005.69,66.65,447.2
24.21,70.98,1007.02,95.57,441.78
21.54,58.41,1013.99,86.34,450.69
11.02,44.58,1016.4,83.57,481.85
23.63,58.79,1017.2,67.68,442.86
20.35,56.53,1020.23,70.05,456.04
10.99,43.5,1021.1,93.64,469.34
8.46,39.66,1015.14,85.38,484.16
21.49,68.28,1004.68,80.64,438
23.46,73.18,1012.07,88.14,438.62
24.62,68.31,1010.45,75.18,448.58
27.99,71.58,1010.68,68.99,435.99
7.11,39.9,1008.82,87.76,484.21
11.92,40.62,1015.91,55.4,464.9
28.15,71.25,1000.51,81.04,431.28
26.67,70.94,1007.7,56.56,439.13
11.17,39.72,1002.4,81.4,474.64
19.67,59.39,1014.07,77.67,447.61
30.61,68.84,1011.18,52.5,439.9
9.04,44.68,1023.14,90.73,479.53
26.18,52.36,1013.46,56.65,453.54
26.76,48.41,1010.53,47.38,440.63
22.88,65.48,1017.33,66.26,447.14
24.21,71.77,1004.52,84.96,433.42
23.51,63.78,1016.1,69.79,446.58
7.61,39.37,1015.84,83.73,483.74
15.62,38.28,1014.5,77.01,465.7
21.36,52.3,1007.95,79.38,448.13
18.42,58.95,1016.95,86.77,452.1
25.34,64.27,1013.38,66.02,443.94
17.9,67.71,1004.3,89.59,449.73
6.23,40.96,1022.49,93.15,488.82
30.21,75.33,1002.24,66.71,431.46
14.54,41.17,1015.15,67.78,470.19
15.94,44.85,1014.29,67.57,462.54
23.07,69.23,1011.78,76.06,437.08
32.91,73.56,1007.02,55.03,434.03
11.04,41.74,1022.6,77.51,477.2
26.77,74.22,1008.87,74.68,434.35
12.61,41.79,1015.82,91.9,461.37
33.4,69.98,1013.29,47.78,432.44
27.17,73.5,1010.36,73.29,435.22
28.01,65.34,1014.68,46.86,440.77
28.38,64.05,1010.19,71.84,439.83
20.14,46.93,1014.66,64.22,453.99
26.88,73.56,1004.85,94.36,430.63
7.47,40.64,1020.47,94.8,478.08
25.87,59.43,1008.34,65.83,440.26
27.75,66.51,1015.42,39,433.08
19.69,57.32,1012.41,75.51,449.59
25.64,50.05,1006.97,67.72,440.86
13.89,43.7,1015.12,64.99,470.88
5.68,40.77,1022.49,90.6,487.58
12.88,40.64,1020.76,92.58,474.58
18.21,62.26,1011.97,87.28,455.88
10.48,37.5,1009.81,95.26,474.57
7.98,40.77,1008.69,98.65,480.72
21.94,64.15,1021.2,61.75,453.3
27.64,75.6,1017.35,54.78,441.04
18.07,63.31,1016.65,72.81,456.5
28.54,71.94,1007.4,65.99,430.91
22.35,57.76,1017.92,68.18,453.74
4.47,35.19,1018.78,92.68,487.43
16.13,39.99,1007.04,80.49,465.25
24.11,59.27,1011.02,78.18,444.35
7.53,41.16,1023.19,91.28,475.7
26.49,61.86,1012.55,74.24,440.21
12.3,39.85,1012.59,73.38,476.42
10.82,37.5,1009.23,96.62,473.9
14.02,44.85,1016.54,75.73,469.53
25.72,70.47,1010.44,70.57,434.94
32.34,74.99,1002.77,42.83,433.07
7.64,41.17,1020.01,75.14,488.53
19.68,62.96,1020.41,82.26,453.58
18.06,43.14,1013.95,62.21,461.27
25.9,71.73,1010.18,74.83,434.84
9.32,36.3,1027.9,77.02,478.55
14.81,43.7,1015.1,60.72,469.5
10.12,43.72,1011.33,97.62,473.05
13.13,40.75,1016.05,80.87,472.5
31.74,67.32,1013.69,36.59,436.17
29.96,70.04,1010.15,54.47,427.1
29.16,55.68,1004.84,55.68,435.04
19.26,65.61,1015.03,85.74,451.85
9.2,40.77,1011.88,89.86,479.82
17.12,58.95,1016.74,90.41,451.67
26.3,71.94,1006.64,85.12,428.83
29.59,74.78,1009.45,55.75,436.77
19.64,44.6,1015.88,47.56,467.53
9.59,38.56,1017.52,61.89,481.05
22.88,69.45,1014.02,65.13,441.76
27.37,69.23,1013.25,48.02,433.18
7.09,39.37,1020.07,73.26,487
13.53,40.71,1023.83,61.59,474.7
5.74,37.8,1021.37,74.47,490.81
16,39.16,1016.37,77.63,468.49
28.78,60.07,1014.54,49.03,439.74
25.32,63.77,1014.55,74.69,441.5
14.51,53.82,1016.46,62.75,463.17
30.15,69.88,1007.2,73.67,434.75
20.84,65.06,1016.88,71.93,445.74
18.56,42.28,1007.75,60.89,462.05
31.51,71.97,1007.84,71.18,430.11
19.81,56.65,1020.62,67.99,457.72
21.45,60.84,1017.86,82.8,444.99
14.29,39.59,1010.93,94.53,463.04
23.68,51.3,1011.86,71.24,451.67
23.86,52.84,1006.56,48.94,444.66
26.42,59.27,1012.9,65.38,443.94
5.18,40.27,1010.84,81.64,489.1
14.2,45.51,1015.36,74.85,465.35
9.51,40.81,1015.69,82.52,475.29
26.12,75.6,1017.41,72.31,439.68
14.17,41.67,1013.4,72.77,471.42
16.69,53.82,1015.39,63.62,458.96
18.31,52.9,1015.99,66.14,459.61
23.09,70.02,1010.58,77.85,443.27
28.97,73.5,1010.47,48.24,435.22
27.38,77.24,1008.25,82.49,435.81
29.97,70.32,1007.44,53.26,428.42
22.78,62.44,1011.79,75.43,446.12
22.83,58.62,1017.82,69.76,450.96
24.05,67.83,1009.35,63.8,442.53
6.03,40.78,1025.53,98.68,480.36
5.11,42.07,1004.28,81.8,486.41
8.13,39.96,1026.07,95.84,477.12
13.61,42.34,1017.57,91.35,465.65
22.35,65.61,1016.27,73.93,448.41
12.72,40.64,1021.11,93.24,475.73
11.48,44.6,1018.29,90.76,470.39
21.16,50.66,1014.13,72.77,455.86
8.95,43.13,1017.56,94.85,479.14
28.98,62.66,1009.1,52.62,438.45
26.35,69.48,1008.45,70.47,435.23
26.81,74.9,1003.99,79.88,435.56
23.84,49.21,1013.6,47.63,447.03
12.05,48.04,1009.14,100.13,464.14
18.32,65.94,1012.74,86.77,450.5
26.96,73.68,1013.81,84.77,429.48
32.78,71.22,1005.12,48.77,438.77
16.3,41.16,1007.88,76.61,463.47
15.54,39.31,1009.69,71.19,461.06
19.44,59.21,1018.5,88.35,448.04
20.51,39.72,1002.25,47.97,452.39
7.73,39.04,1018.61,68.23,482.39
18.76,58.79,1016.66,88.22,453.44
9.97,41.26,1020.6,91.14,475.43
8.24,39.61,1017.99,78.42,477.9
17.79,45.01,1015.71,67.13,454.4
15.35,35.4,1016.3,57.12,468.94
15.4,38.73,1000.67,79.71,469.18
21.35,57.76,1017.36,73.1,452.57
10.87,42.02,1002.08,95.22,472.63
23.21,73.42,1010.34,88.29,439.66
21.94,57.5,1014.64,78.52,451.1
20.37,60.08,1017.44,76.33,454.47
23.7,69.23,1011.73,73.18,437.15
15.52,41.93,1022.97,52.92,471.97
15.81,54.3,1017.8,68.45,461.63
27.94,49.16,1004.22,35.46,436.75
9.66,40.05,1015.78,89.06,481.14
19.95,57.25,1011.08,88.04,453.03
17.77,56.53,1019.57,79.89,457.94
15.75,36.99,1007.67,93.8,464.38
9.32,36.66,1027.46,70.76,479.13
23.25,69.45,1013.85,70.14,437.18
24.68,48.06,1013.83,54.97,447.96
25.42,75.6,1017.39,77.63,438.24
31.16,69.88,1007.01,68.28,433.24
7.65,41.01,1024.31,97.17,475.89
30.35,77.17,1009.55,63.62,432.75
14.1,41.16,1021.26,73.87,460.01
10.8,41.39,1019.74,74.08,478.75
3.99,39.64,1011.53,83.58,492.06
29.05,75.6,1017.63,51.16,439.14
13.12,52.75,1023.69,67.5,462.7
14.94,41.35,1004.82,98.04,466.73
23.1,60.08,1017.69,65.44,451.01
17.8,43.72,1008.71,78.5,458.92
12.56,43.41,1016.93,81.02,467.19
18.75,63.09,1018.19,87.84,450.98
15.99,43.5,1021.34,73.22,460.7
25.02,59.44,1012.49,73.65,444.08
18.17,66.86,1011.29,78.48,452.77
13.16,43.41,1016.43,79.47,465.6
12.5,41.38,1021.87,57.59,474.4
15.84,41.04,1025.64,63.43,456.21
7.17,41.92,1031.97,83.86,485.08
27.09,65.61,1014.22,48.13,442.94
15.25,52.9,1014.86,76.87,463.93
8.42,40.64,1022.35,96.38,476.29
28.6,71.22,1003.15,58.33,443.01
27.57,60.07,1016.52,54.75,440.12
29.06,71.64,1005.54,69.84,435.98
26.11,47.43,1009.01,56.09,445.36
33.2,70.8,1008.75,59.41,430.71
23.48,72.99,1009.61,88.16,437.1
19.94,44.9,1008.52,74.69,459.47
25.99,74.67,1016.59,83.39,434.7
18.67,58.46,1016.73,87.7,447.16
9.65,41.03,1021.09,64.97,481.68
22.75,70.94,1008.03,81.95,439.91
14.72,43.34,1013.07,85.61,464.22
16,43.02,1012.37,39.2,466.01
28.3,64.33,1011.23,68.88,441.51
15.34,41.96,1012.08,100.12,468.33
23.79,58.2,1016.77,55.88,446.88
16.71,40.56,1019.48,49.88,467.46
6.86,41.38,1021.35,90.78,487.49
14.45,44.84,1023.28,82.79,461
26.71,59.39,1014.24,66.45,439.33
16.23,43.52,1020.13,76.3,464.74
21.46,50.59,1016.75,67.14,453.67
22.74,61.87,1009.66,55.03,444.59
13.56,49.83,1007.01,89.86,466.33
13.33,54.3,1016.77,80.32,468.1
21.44,50.78,1008.87,87.56,443.3
19.97,50.78,1008.75,92.7,446.57
23.83,71.37,1002.04,64.78,443.29
13.75,44.47,1029.63,70.74,467.14
18.31,62.1,1020.38,79.02,455.24
22.36,58.79,1016.69,73.6,445.76
19.2,61.27,1020.02,65.53,455.2
10.33,40.62,1017.41,64.22,473.16
22.06,47.43,1009.85,76.85,453.5
28.24,64.69,1007.35,61.14,438.03
14.6,39.31,1011.11,72.52,464.16
25.56,74.99,1005.41,85.75,433.63
27.11,66.49,1013.71,39.28,435.79
23.79,58.49,1011,75.39,445.87
6.13,39.48,1005.17,53.5,484.12
26.57,73.21,1002.31,92.51,431.68
12.4,40.35,1011.46,79.49,476.44
29.44,64.33,1011.4,61.78,442.32
31.85,68.3,1014.76,47.06,428.72
28.35,70.32,1009.22,47.13,427.21
13.45,43.14,1015.5,74.33,474.1
12.81,45.51,1015.46,79.97,469.27
19.64,48.06,1014.81,74.96,455.27
22.2,44.05,1007.34,75.13,445.32
8.61,37.49,1009.35,82.62,477.13
18.75,44.9,1007.99,75.76,452.77
29.18,71.43,1011.65,59.49,443.75
27.2,72.43,1006.75,80.67,430.32
12.17,49.83,1008.05,96.44,469.52
27.21,67.45,1013.83,43.26,436.47
33.18,72.29,1009.51,58.35,435.26
19.06,44.63,1004.23,84.43,456.54
12.24,49.83,1007.9,94.28,466.83
9.15,39.61,1018.11,75.29,474.88
15.06,39.3,1019.63,63.32,464.15
25.77,65.48,1018.07,51.47,440.96
30.69,69.89,1013.9,42.85,431.01
12.32,43.69,1016.26,83.18,471.6
34.29,68.51,1009.58,32.25,427.62
31.4,71.06,1008.44,74.77,433.34
13.91,40.24,1017.03,85.93,466.24
25.14,60.93,1007.44,76.71,437.4
27.06,43.77,1011.02,42.61,442.15
23.22,59.15,1014.58,75.18,443.7
22.18,62.91,1012.14,68.86,449.77
16.65,46.18,1010.6,95.69,465.6
12.35,40.73,1019.03,95.53,466.71
21.31,58.05,1012.94,88.39,446.76
23.09,63.91,1012.23,83.25,447.9
24.54,60.23,1011.55,72.78,445.25
15.25,39.16,1016.18,79.39,471.05
23.68,49.02,1007.53,86.05,440.68
21.09,46.63,1013.03,74.8,453.34
27.46,68.08,1013.06,46.49,433.72
15.24,44.45,1020.56,66.13,460.94
10.59,41.93,1017.7,92.91,479.85
7.21,42.03,1017.81,90.12,482.26
6.61,38.68,1017.5,63.88,483.88
15.02,37.64,1016.49,83.28,463.93
28.41,74.16,1010.29,72.09,439.2
24.16,65.06,1013.88,58.96,442.32
8.88,39.66,1015.21,88.29,481.45
31.3,70.79,1004.3,54.37,428.75
25.96,63.77,1013.24,65.43,445.26
27.71,62.39,1006.43,68.21,435.84
28.54,69.59,1008.84,78.62,433.3
5.52,39.33,1009.74,95.25,492.39
14.5,44.47,1028.2,66.95,465.15
13.75,40.66,1016.41,93.31,461.81
23.32,69.13,1010.75,91.84,435.27
11.32,36.18,1015.03,64.68,472.67
24.55,67.07,1005.66,63.58,443.39
19.2,58.71,1009.8,84.62,448.17
6.1,43.65,1018.07,75.85,485.24
31.54,77.24,1007.83,62.98,430.07
11.44,44.2,1018.14,84.9,476.12
10.36,37.83,1005.87,98.56,472.62
23.44,62.52,1016.46,67.21,447.19
21.84,55.5,1019.28,62.17,454.99
14.2,43.02,1012.18,57.07,470.67
13.73,41.78,1011.75,49.65,464.94
30.35,69.51,1009.95,39.24,430.07
12.26,39.96,1011.79,79.06,470.87
14.16,39.28,1015.63,77.29,471.27
21.88,59.39,1015.58,87.19,442.92
6.17,36.25,1028.68,90.59,483.77
29.86,69.34,1009.61,61.27,438.5
18.26,61.27,1019.1,74.74,428.67
25.44,61.25,1012.57,87.65,441.77
20.88,47.45,1007.5,76.21,449.34
6.76,39.22,1013.91,77,487.08
23.02,69.94,1007.94,64.66,439.4
13.7,34.03,1018.82,69.07,470.2
13.8,40.2,1013.12,90.59,466.29
29.91,74.33,1013.22,39.76,430.26
21.85,63.86,1020.16,68.84,445.62
26.65,66.48,1005.7,65.09,436.65
24.03,58.46,1015.71,70.15,442.03
15.12,41.79,1007.16,82.35,455.63
27.17,63.09,1015.59,68.33,443.66
24.06,58.98,1010.66,81.16,443.75
16.32,50.88,1013.37,97.19,458.28
20.25,58.59,1012.99,65.98,452.18
29.6,67.79,1010.37,51.05,442.43
7.95,37.49,1009.32,80.8,479.78
13.72,34.03,1018.57,65.95,469.25
12.62,40.92,1021.85,81.41,465.68
23.81,46.93,1013.19,54.82,449.58
27.18,71.06,1008.16,86.32,430.66
18.6,68.28,1003.27,84.21,446.98
24.6,63.94,1012.87,80.28,439.63
14.51,41.79,1009.72,80.62,459.14
14.1,42.74,1026.92,67.25,466.1
20.47,58.16,1016.97,68.6,453.99
18.05,56.03,1020.69,77.87,459.09
14.07,46.18,1017.77,87.83,465.05
14.87,35.71,1015.53,57.7,468.75
12.27,39.82,1012.18,85.58,477.54
8.31,40.46,1020.07,78.18,476.72
11.02,41.26,1020.69,92.13,471.93
17.81,45,1022.32,43.84,471
30.76,59.57,1010.66,61.76,439.32
17.47,58.59,1014.03,97.13,449.41
12.03,41.58,1015.09,90.43,464.02
29.53,70.94,1007.22,70.68,432.43
12.58,43.67,1014.36,91.72,473.02
20.01,43.77,1012.13,65.53,455.66
28.15,72.24,1010.88,62.39,431.75
9.09,41.92,1029.36,91,478.98
26.28,73.06,1008.06,90.7,437.01
25.96,68.08,1010.86,67.07,435.84
23.62,56.85,1011.11,64.44,442.96
21.3,66.86,1013.04,55.43,450.56
15.18,44.2,1019.6,72.45,462.09
25.36,60.07,1015.06,66.11,439.73
31.9,69.4,1003.4,57.76,436.04
21.04,65.46,1017.22,63.02,452.12
30.74,79.05,1005.78,73.19,430.69
14.3,42.99,1007.32,73.72,467.9
14.26,43.34,1017.24,81.54,464.62
14.69,54.3,1018.01,73.4,462.63
24.9,58.49,1011.06,65.14,444.19
25.76,63.94,1018.49,42.14,445.78
14.04,40.83,1008.98,82.04,469.75
28.25,66.54,1011.02,43.77,439.67
16.64,45.87,1009.02,98.86,456.79
12.75,44.03,1007.29,89.46,465.86
20.77,69.51,1012.96,62.89,442.82
26.2,74.67,1016.69,84.38,430.22
9.06,40.02,1031.16,82.04,478.01
21.18,45.01,1012.57,48.05,451.62
12.26,43.48,1016.41,72.95,467.83
17.7,50.88,1015.44,89.57,456.78
22.79,71.77,1005.75,90.91,435.53
15.45,46.63,1012.6,85.47,464.37
7.64,41.17,1020.01,75.14,488.53
27.22,66.48,1004.59,52.66,436.06
8.74,40.03,1016.81,93.37,481.07
33.37,79.05,1007.19,62.64,430.42
20.91,59.14,1017.25,74.7,442.67
12.66,41.2,1015.88,89.12,466.49
27.21,68.12,1012.96,54.69,435.2
28.68,61.86,1011.78,62.67,440.57
7.53,43.65,1018.58,64.85,479.15
15.86,43.67,1011.11,82.24,465.46
8.27,39.64,1011,84.64,479.91
10.23,43.72,1011.18,97.93,471.61
13.51,40.89,1011.03,84.83,471.99
17.33,53.16,1013.16,82.93,460.67
18.36,51.43,1010.57,90.17,459.8
10.16,40.8,1028.13,86.39,477.49
13.46,44.71,1014.51,50,474.6
31.38,70.83,1010.35,47.28,431.33
12.35,41.38,1021.99,55.38,474.94
17.27,40.55,1000.89,70.66,461.31
