ID,climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,TARGET
3479,-177,3,-0.02,0.13,0.8,-5,-14,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
3482,-303,-25,-0.23,-0.08,0.1,-6,8,0.003,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
3483,340,-24,-0.03,-0.12,-0.6,-7,14,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3485,536,-2,0.18,-0.03,-0.5,-6,4,0.008,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3486,548,8,0.25,0.08,-0.2,-6,-5,0.007,-1.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.022
3489,-467,-10,-0.2,0,0.6,-5,0,-0.004,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3490,-17,-38,-0.02,-0.07,-0.5,-6,9,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3491,239,-7,0.11,-0.01,1.6,-4,1,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
3492,-293,-6,-0.19,0.12,1.4,-5,-14,-0.006,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3496,-304,-17,0.01,-0.07,0.7,-5,-9,-0.004,2.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.017
3498,339,-5,0.13,-0.01,0.4,-6,1,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
3500,-107,7,0.05,0.19,0.8,-5,-21,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3501,-183,-17,-0.31,-0.04,0.2,-6,5,-0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
3502,-173,-18,-0.32,-0.04,0.1,-6,5,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
3504,73,-25,0.22,-0.07,-0.4,-6,10,0.011,-0.7,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.019
3506,-50,-22,0.18,-0.01,0.7,-5,2,-0.004,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
3507,-97,-25,-0.13,0.03,0.8,-5,-3,-0.011,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
3509,230,-22,-0.18,-0.06,-0.8,-7,7,0.005,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3511,-85,-6,0.22,0.13,-0.5,-6,-13,0.002,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3512,-133,-10,0.21,-0.04,-0.1,-6,10,-0.002,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
3515,-99,8,0.03,0.06,-1.1,-7,-6,0.007,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3516,47,5,0.25,-0.06,-0.7,-7,8,0.007,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
3517,-278,1,0.32,0.13,0.6,-5,-13,-0.003,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3518,-321,-7,0.27,-0.04,1,-5,11,-0.005,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
3520,71,-24,-0.38,-0.04,0.3,-6,5,-0.004,0,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,0.018
3521,226,-7,0.23,-0.02,-0.7,-7,3,0.01,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.02
3523,-306,-18,-0.01,-0.04,1.5,-5,3,-0.016,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
3524,274,-19,-0.22,-0.05,-0.9,-7,7,0.006,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3525,-89,5,0.29,0.07,0.9,-5,-8,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3526,-32,0,0.09,-0.05,1.5,-5,5,-0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0,0,-0.0004,0.019
3527,-38,0,0.1,0.03,1.6,-4,-8,0.001,0.8,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3528,-50,0,0.11,0.03,1.6,-4,-6,0.001,0.9,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.019
3529,-184,-6,-0.41,0.06,1.3,-5,-6,-0.02,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.015
3530,159,-10,-0.29,-0.19,0.3,-6,20,0.01,0.4,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.017
3531,330,-5,-0.19,0,0.1,-6,7,0.011,-2.8,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.019
3532,72,23,0.3,0.06,0.8,-5,-6,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,-0.0001,0,-0.0003,0.02
3533,-198,21,0.26,0.13,1.5,-4,-14,-0.004,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3535,-130,4,-0.16,-0.04,2,-4,4,-0.012,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3536,191,4,-0.37,-0.15,1.3,-5,16,-0.007,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
3537,319,8,-0.43,0.16,0.9,-5,2,-0.007,-4.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
3538,311,9,-0.44,0.11,0.8,-5,-7,-0.006,-3.3,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
3539,158,18,-0.39,0.07,-0.2,-6,-8,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
3540,-161,19,-0.21,0.13,-1,-7,-14,0.008,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3543,130,-11,0.16,-0.1,0.7,-5,10,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3544,46,8,-0.14,0.01,-0.2,-6,0,0.005,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3546,-486,-40,0.03,0.02,0.6,-5,-2,-0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3547,-177,-63,-0.18,-0.09,0.4,-6,10,-0.006,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3549,189,-62,0.1,-0.07,0.1,-6,8,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.018
3550,237,-50,0.18,0.01,0.6,-5,-1,0.001,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
3551,120,-44,0.09,0.08,0.9,-5,-9,-0.007,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3553,459,-29,-0.28,-0.13,0.5,-6,15,-0.007,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3554,660,-6,-0.19,-0.05,-0.2,-6,6,0.007,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.021
3556,-244,25,0.07,0.26,-0.4,-6,-29,0.004,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.015
3557,-72,8,0.15,-0.15,0,-6,18,0.002,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3558,169,12,0.17,-0.05,0.6,-5,5,-0.001,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3562,-90,-16,-0.06,-0.05,-0.5,-6,6,0.004,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3563,-141,-21,-0.18,0.04,-0.8,-7,-4,-0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3564,84,-26,0.24,-0.07,-0.9,-7,8,0.012,-0.1,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,-0.0002,0.018
3565,118,-21,0.32,0.03,-0.2,-6,-2,0.001,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
3567,-98,-20,0.1,-0.11,0.6,-5,0,-0.011,3.3,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.019
3568,-150,-23,-0.21,0.05,0.6,-5,-6,-0.018,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
3569,-174,-26,-0.44,-0.08,0.2,-6,7,-0.022,1.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
3570,-159,-27,-0.48,-0.04,0.1,-6,8,-0.021,0,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0,0,0,-0.0008,0.015
3573,-287,-22,0.34,0.08,0.9,-5,-9,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3575,-263,-37,0.23,-0.05,1.7,-4,5,-0.006,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3576,-233,-39,0.2,0.04,1.8,-4,4,-0.008,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.019
3577,-242,-42,0.14,0.05,1.9,-4,-6,-0.013,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3578,-155,-49,-0.07,-0.07,2,-4,8,-0.012,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3579,149,-49,-0.14,-0.11,1.7,-4,12,-0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.021
3580,45,-41,-0.28,0.13,1.2,-5,-18,-0.009,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
3581,-17,-42,-0.41,-0.03,0.4,-6,1,-0.005,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3582,459,-18,0.26,-0.06,-0.7,-7,8,0.011,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.019
3583,242,15,0.43,0.08,1.3,-5,-9,-0.004,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
3584,193,18,0.4,0.17,1.6,-4,-10,-0.007,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
3585,-288,15,0.11,0.15,2.4,-4,-18,-0.013,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
3586,580,17,-0.3,-0.13,1.5,-5,15,-0.006,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3587,707,33,-0.35,-0.03,1,-5,0,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
3588,585,58,-0.36,0.1,0.3,-6,-9,0,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
3589,302,73,-0.33,0.16,-0.5,-6,-16,0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
3590,-158,76,-0.06,0.14,-1.2,-7,-14,0.011,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.015
3591,17,70,0.21,-0.17,-1,-7,16,0.01,0.3,-0.0003,-0.0003,-0.0003,-0.0002,0,0,-0.0001,0,-0.0002,0.019
3592,-7,74,0.39,0.09,-0.2,-6,-9,0.004,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.02
3593,-273,69,0.36,0.15,0.7,-5,-16,-0.004,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
3594,-303,68,0.35,0.15,0.8,-5,-16,-0.004,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,0.02
3596,-618,37,-0.05,0.05,1.5,-5,-6,-0.013,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3598,-292,-7,-0.47,-0.17,-0.2,-6,12,-0.004,1.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
3599,-30,-12,-0.39,-0.15,-0.9,-7,18,0.009,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
3600,251,-8,-0.15,-0.11,-1.4,-7,13,0.013,0,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.018
3601,272,15,0.13,0.04,-1.3,-7,-3,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
3603,-163,13,-0.19,0.01,-0.3,-6,-1,-0.012,0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.015
3604,46,10,-0.19,-0.12,-0.8,-7,15,0.004,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3606,-103,-9,0.08,-0.04,0.2,-6,4,0.001,0,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0001,0,-0.0003,0.018
3607,-14,-12,-0.12,-0.02,0.1,-6,2,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3608,254,-7,-0.01,-0.09,-0.2,-6,11,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3610,-207,11,0.01,0.1,0.3,-6,-11,-0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3611,212,1,-0.03,-0.03,-0.2,-6,3,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3616,356,-42,0.06,-0.12,0.2,-6,14,-0.005,0,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.016
3617,383,-41,0.05,-0.12,0.2,-6,14,-0.005,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0,0,-0.0001,0,-0.0005,0.017
3618,508,-13,-0.06,-0.02,0.2,-6,2,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
3619,-126,15,-0.17,0.11,-0.8,-7,-12,0,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3621,158,-22,0.3,-0.08,1,-5,9,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3622,263,-12,0.14,-0.03,1.7,-4,2,-0.007,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3625,103,26,-0.35,0.05,-1,-7,-5,0.004,0,-0.0003,-0.0004,-0.0004,-0.0004,0.0001,0,0,0,-0.0004,0.017
3627,-87,34,0.15,0.16,-1.5,-7,-15,0.011,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3631,-285,7,0.15,-0.01,-0.4,-6,2,-0.003,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
3632,-222,2,0.15,-0.08,-0.3,-6,11,0,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3634,357,-15,-0.11,-0.13,-2.4,-8,17,0.013,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3635,525,2,0.12,-0.03,-2.3,-8,4,0.009,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3636,-19,34,0.37,0.11,-0.3,-6,-12,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
3637,-384,24,0.21,0.11,0.7,-5,-13,-0.007,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
3639,149,7,-0.12,0.01,0.6,-5,3,0.003,-1.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3640,125,11,-0.1,0.03,0.4,-6,-5,0.001,0.6,-0.0003,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
3641,-218,9,0.03,0.1,0.3,-6,-11,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3642,-428,-20,0.04,0.05,0.6,-5,-6,-0.006,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
3643,600,-15,0.06,-0.14,0.3,-6,16,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3644,740,4,0.13,-0.06,0.5,-6,1,0.004,0.9,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3645,758,17,0.15,0.09,0.6,-5,-5,0.001,-2,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.019
3646,607,35,0.1,0.1,0.8,-5,-13,-0.005,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
3647,384,47,0.02,0.17,0.9,-5,-22,-0.008,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.022
3649,-557,40,-0.19,0.17,0.5,-5,-20,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3650,-690,29,-0.2,-0.14,0.3,-6,1,-0.001,4.8,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
3651,127,-11,0.2,-0.06,0.8,-5,8,-0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
3652,-85,-7,0.06,0.1,1.2,-5,-13,-0.006,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3653,254,4,0.09,-0.03,-0.7,-7,4,0.008,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3656,-31,8,-0.21,-0.05,-0.8,-7,6,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3657,-18,8,-0.22,-0.05,-0.8,-7,6,-0.002,0,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,0.017
3658,66,9,-0.09,-0.02,-1.1,-7,4,0.008,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3659,-234,3,0.15,0.06,0.2,-6,-7,-0.005,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3660,-230,-12,0.07,-0.01,0.6,-5,1,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3662,-161,-27,-0.26,-0.04,0.3,-6,5,-0.01,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3663,413,-14,0.04,-0.07,-0.8,-7,9,0.007,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3665,350,15,0.28,0.13,-0.2,-6,-5,0.002,-0.8,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0001,0,-0.0003,0.021
3666,-172,20,0.19,0.18,0.7,-5,-20,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3668,184,-10,-0.1,-0.06,-0.4,-6,7,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
3669,-75,-4,-0.05,0.12,-0.6,-7,-13,0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3670,-199,-11,0.16,0.04,-0.5,-6,-3,0.008,0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.02
3671,-204,-11,0.18,0.04,-0.5,-6,-3,0.008,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,-0.0002,0,-0.0003,0.019
3672,-321,-18,0.06,0.08,-0.3,-6,-8,-0.011,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.016
3673,-269,-28,-0.14,-0.06,-0.3,-6,10,-0.011,-1.1,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,0.015
3675,405,-22,0.21,-0.08,-0.5,-6,11,0.01,-0.4,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
3677,321,6,0.31,0.15,0.7,-5,-13,-0.001,-1.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
3682,465,-46,-0.15,-0.11,-0.5,-6,13,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
3683,613,-31,-0.1,-0.07,-0.7,-7,7,0.003,0.5,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0.0001,0,-0.0004,0.017
3684,693,-11,0.05,-0.03,-0.7,-7,3,0.008,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3685,599,8,0.16,0.08,-0.6,-6,-13,0.006,1.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.021
3687,354,20,0.21,0.24,-0.3,-6,-30,0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0001,0,-0.0003,0.021
3689,-360,11,-0.06,0.08,0.3,-6,-8,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3690,15,-18,-0.14,-0.05,-0.7,-7,6,0.001,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3691,150,-6,0.17,0.02,-0.6,-6,1,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
3692,-48,-3,0.11,0.13,-0.2,-6,-13,-0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
3693,130,-6,0.14,-0.07,0.3,-6,8,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3695,-314,5,-0.28,0.14,0.6,-5,-16,-0.01,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3696,-402,-3,-0.36,-0.1,0.2,-6,9,-0.007,2.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3697,387,-4,0.24,-0.05,-0.2,-6,6,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
3698,230,18,0.16,0.07,0.7,-5,-8,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,-0.0001,0,-0.0004,0.021
3702,-225,5,-0.17,0.08,0,-6,-9,-0.005,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3704,-179,-9,-0.19,-0.09,-0.8,-7,1,0.006,0.9,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3705,-60,-19,0.15,0.02,-0.6,-6,-1,-0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
3706,-46,-20,0.14,-0.08,-0.4,-6,6,-0.002,1.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3707,314,-3,-0.13,-0.04,-0.4,-6,5,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
3708,301,16,-0.2,0.03,-0.9,-7,-3,-0.002,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
3710,295,18,-0.2,0.03,-1,-7,-2,-0.002,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,-0.0001,0,-0.0005,0.019
3712,-24,2,0.33,-0.06,-0.2,-6,7,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
3713,13,3,0.25,0.01,1,-5,-1,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
3714,-165,-8,-0.37,0.1,0.1,-6,-9,0.001,-1.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3715,-88,-28,0.23,0.01,-0.4,-6,1,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
3717,57,-8,-0.39,0.04,0.1,-6,-4,-0.006,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
3718,108,-4,-0.03,-0.02,-1,-7,3,0.012,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
3719,104,-2,0.12,0.06,-0.9,-7,-7,0.011,-0.5,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,0.017
3720,80,3,0.23,0.01,-0.4,-6,0,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
3724,282,-14,0.13,-0.05,0.6,-5,5,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3725,243,19,-0.02,0.01,0.6,-5,0,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
3726,-148,24,-0.05,0.14,0.6,-5,-15,-0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
3727,-247,-5,0.08,0,0.3,-6,1,0.004,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
3728,-150,-12,0.12,-0.05,0.6,-5,5,0,-0.2,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.017
3729,15,-17,-0.12,-0.03,0.6,-5,4,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
3730,210,-10,-0.12,-0.05,0.1,-6,6,0.003,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
