ID,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,TARGET
2968,-212,-31,-0.16,-0.14,0.65,-0.4,-6,11,3,0.9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,15,-0.0004
2969,-46,-33,-0.12,-0.11,0.49,-0.6,-6,13,3,-0.2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.5,15,-0.0003
2970,298,-28,0.1,-0.1,0.19,-0.7,-7,10,12,0.1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
2971,387,-1,0.31,0.05,0.17,0.4,-6,-6,1,-0.2,19,19,19,19,19,19,19,19,19,18,18,18,18,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,18,-0.0005
2972,-203,9,0.21,0.17,0.75,1.5,-5,-20,-6,0.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0006
2973,-562,-23,-0.12,-0.06,0.99,1.7,-4,3,-11,0.2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0004
2974,-236,-54,-0.25,-0.07,0.68,0.7,-5,8,1,0,15,16,16,16,16,16,16,16,16,16,16,16,16,16,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
2976,599,8,0.16,0.08,-0.02,-0.6,-6,-13,6,1.2,21,21,21,21,21,21,21,20,20,19,19,19,19,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5,19,-0.0005
2978,-288,16,0.01,0.07,0.78,0.4,-6,-8,-7,0.3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0005
2979,-37,-18,-0.15,-0.05,0.51,-0.6,-7,6,1,0,17,16,16,16,16,16,16,16,16,16,16,16,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
2980,129,-10,0.12,0,0.38,-0.8,-7,1,4,-0.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
2981,-146,-5,0.09,-0.14,0.64,-0.2,-6,-9,-3,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
2982,193,2,0.16,0.01,0.32,0.6,-5,1,-2,-0.3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0006
2986,166,-18,0.18,-0.05,0.31,-0.9,-7,9,4,-0.5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
2987,297,14,0.19,0.07,0.25,0.5,-6,-8,-4,-0.3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0006
2988,14,22,0.05,0.18,0.57,0.8,-5,-26,-10,0.8,20,21,21,21,21,21,21,21,21,21,21,21,21,21,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0005
2989,-241,19,-0.06,0.2,0.79,0.8,-5,-23,-9,-0.3,16,16,16,16,16,16,16,16,16,17,17,20,20,21,0,0,0,0,0,0,0,0,-2,0,-3,0,-2,0,0.6,21,-0.0004
2991,141,8,0.02,0.08,0.4,0.3,-6,-11,1,-0.9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0006
2992,-274,2,-0.2,-0.14,0.73,-0.2,-6,-1,-4,3.6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
2993,-201,-4,-0.23,-0.04,0.66,-0.5,-6,4,-3,-0.2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0.5,17,-0.0004
2994,-82,-16,0.07,0,0.56,-1,-7,2,7,-0.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
2995,-60,-19,0.15,0.02,0.55,-0.6,-6,-1,-2,0,16,16,16,16,16,16,16,16,16,17,17,17,17,17,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0.5,17,-0.0006
2996,315,12,-0.19,0.03,0.21,-0.7,-7,-3,-3,-0.3,19,18,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0005
2997,-159,23,0.02,0.13,0.68,-1.3,-7,-13,6,-0.1,18,19,19,19,19,19,19,19,19,19,19,19,19,19,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0004
2999,18,3,0.29,0.02,0.48,0.7,-5,-2,-5,-0.2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0006
3000,-113,-3,-0.3,0.03,0.6,0.8,-5,-3,-7,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0005
3001,-132,-5,-0.35,0.03,0.62,0.4,-6,-3,-5,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0.5,18,-0.0004
3002,-95,-27,0.2,0.01,0.58,-0.6,-7,1,3,0.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
3003,-42,-30,0.21,-0.04,0.51,-0.1,-6,7,-4,-0.4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
3004,115,-29,0.2,-0.06,0.36,0.5,-6,7,2,-0.2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0006
3006,63,-8,-0.38,0.04,0.44,0.1,-6,-4,-7,0,17,17,17,17,17,17,17,18,18,18,18,18,18,18,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0.5,18,-0.0003
3008,80,2,0.21,0.02,0.42,-0.6,-6,-1,3,-0.3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
3009,-267,-4,0.06,0.08,0.76,0.5,-5,-9,-5,0,16,16,16,16,16,16,16,17,17,18,18,18,18,18,0,0,0,0,0,0,-2,0,-2,0,0,0,0,0,0.5,18,-0.0006
3011,84,-24,0.08,-0.07,0.39,0.2,-6,8,7,-0.1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
3012,271,1,-0.02,0.02,0.25,0.8,-5,-3,-6,0.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0004
3013,243,19,-0.02,0.01,0.27,0.6,-5,0,2,-0.1,19,19,19,19,19,19,19,19,19,17,17,17,17,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,17,-0.0005
3014,-256,17,-0.08,0.04,0.73,0.5,-6,-2,-2,-1.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0004
3015,-233,-9,0.11,-0.1,0.68,0.4,-6,5,3,1.7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0006
3017,23,-17,-0.13,-0.03,0.46,0.6,-5,4,-7,-0.1,16,16,16,16,16,16,16,16,16,16,16,17,17,17,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.5,17,-0.0004
3019,25,11,-0.12,0.12,0.52,-0.5,-6,-16,-2,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20,-0.0004
3020,-215,-2,0.13,-0.01,0.68,-0.7,-7,2,9,0.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
3021,-244,-10,0.26,0.06,0.74,-0.2,-6,-10,1,0.5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0004
3022,-352,-18,0.26,-0.02,0.83,0.3,-6,-7,-1,0.6,15,15,15,15,15,15,15,16,16,16,16,16,16,17,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0.5,17,-0.0006
3023,14,-31,-0.1,-0.08,0.45,1,-5,8,-13,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
3025,112,15,0.1,0.07,0.41,-1.2,-7,-7,9,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0005
3026,-77,14,0.17,0.02,0.56,0.6,-5,-3,-4,-0.1,16,16,16,16,16,16,16,16,16,16,16,17,17,17,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0.5,17,-0.0006
3027,26,12,-0.06,0.05,0.46,0.8,-5,3,-8,-0.6,19,19,19,19,19,19,19,19,19,19,19,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,18,-0.0005
3028,-249,6,-0.19,0.08,0.74,0.4,-6,-9,-2,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0004
3029,150,-19,0.2,-0.05,0.33,0.4,-6,6,2,-0.1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
3030,-343,-35,-0.27,-0.08,0.79,0,-6,2,-2,1.8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
3031,-257,-44,-0.24,-0.07,0.7,-0.5,-6,6,7,0.5,16,16,16,15,15,15,15,15,15,15,15,15,15,16,-1,0,1,0,0,0,0,0,0,0,0,0,-2,0,0.5,16,-0.0003
3032,34,-49,0.09,-0.07,0.43,-0.8,-7,8,13,-0.3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
3033,81,-42,0.36,0.09,0.44,0.2,-6,-7,1,-0.7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0005
3034,-145,-44,0.29,-0.12,0.6,1.4,-5,2,-6,3.1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0006
3035,-35,-49,-0.14,-0.02,0.51,1.8,-4,1,-16,-0.1,15,15,15,15,15,15,15,15,15,15,15,16,16,17,0,0,0,0,0,0,-1,0,0,0,-2,0,-2,0,0.5,17,-0.0004
3037,-533,9,0.12,0.08,1,1.1,-5,-9,-3,-0.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0004
3038,-672,-12,0.07,-0.03,1.09,1.2,-5,-2,-3,1.5,16,17,17,17,17,17,17,17,17,17,17,17,17,17,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
3040,240,-16,-0.03,0.02,0.27,-0.4,-6,-2,5,-0.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
3041,-99,-6,0.13,0.08,0.6,0.1,-6,-9,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0004
3042,-242,-14,0.14,0.04,0.71,0.4,-6,-2,0,-0.7,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
3043,-134,-34,-0.06,-0.03,0.59,0.8,-5,3,-5,-0.1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
3044,268,-16,0.03,0.12,0.27,0.3,-6,-6,3,-1.8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0005
3046,29,-39,0.03,0.05,0.47,-0.6,-7,-2,6,-1.3,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0007
3048,-88,-39,-0.07,0.06,0.58,-0.5,-6,-6,-10,-0.2,17,18,18,18,18,18,18,18,18,18,18,18,18,18,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0007
3050,58,-45,-0.11,-0.1,0.38,-1.1,-7,13,12,-0.6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,15,-0.0004
3051,251,-33,0.16,0.04,0.26,-0.9,-7,-2,4,-0.4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0005
3052,-590,36,-0.11,-0.03,1.04,-0.1,-6,-13,1,2.5,16,16,16,16,16,16,16,16,16,16,16,16,16,17,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0.5,17,-0.0004
3053,308,3,0.17,-0.08,0.16,0.4,-6,9,1,-0.1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,15,-0.0005
3055,-436,-31,0.12,0.02,0.88,-0.8,-7,-2,9,-0.2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0003
3056,-439,-44,0.28,-0.19,0.84,-0.4,-6,7,8,3.5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,15,-0.0005
3059,324,-19,-0.35,0.06,0.2,0.7,-5,-6,-4,-0.2,18,18,18,18,18,18,18,18,18,18,18,18,18,17,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,17,-0.0004
3060,-7,-11,-0.24,0.1,0.51,-0.4,-6,-7,9,-0.5,17,18,18,18,18,18,18,18,18,18,18,18,18,18,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0003
3061,-132,-16,0.12,-0.01,0.59,-0.6,-7,1,15,0.5,18,17,17,17,17,17,17,17,17,17,17,17,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0004
3062,24,19,-0.59,0.04,1.18,0,-11,2,-2,-0.1,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,43,-0.0012
3063,25,23,-0.25,0.25,1.25,-2.1,-13,-13,12,-0.8,45,45,45,45,45,45,45,45,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,45,-0.0011
3064,-302,15,0.21,0.23,1.61,-2.2,-13,-12,14,-0.2,40,40,40,40,40,40,40,40,40,42,42,45,45,45,0,0,0,0,0,0,0,0,-3,0,-4,0,0,0,1.3,45,-0.0014
3065,-200,-7,0.31,0.03,1.35,-0.8,-12,3,-6,-0.2,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,39,-0.0016
3066,-61,-19,-0.23,0.02,1.15,-0.4,-11,3,-11,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,38,-0.0012
3067,-40,-21,-0.17,0.11,1.14,-1.6,-13,-3,8,-0.2,39,39,39,39,39,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,39,-0.001
3068,-20,-25,0.27,0.05,1.07,-1.5,-12,2,12,0,39,39,39,39,39,39,39,39,39,37,37,37,37,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.1,37,-0.0015
3070,-238,-42,-0.18,0.02,1.28,-0.3,-11,2,-14,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,-0.0011
3073,-221,-71,0.22,-0.11,1.18,-1.6,-13,8,19,1.1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,32,-0.0014
3074,66,-73,0.12,0.04,0.88,0.2,-11,1,-13,-0.2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,-0.0012
3075,82,-70,-0.1,0.14,0.87,0.2,-11,-2,-3,-1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,-0.0011
3076,10,-69,-0.1,0.01,0.91,-0.2,-11,2,2,0.7,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,33,-0.001
3077,289,-46,0.18,0.04,0.58,0.4,-11,1,1,-0.2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,31,-0.0012
3079,-18,-17,-0.1,0.09,0.89,-0.6,-12,-4,12,-0.1,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,31,-0.0007
3080,-85,-19,0.15,0.02,0.95,-0.6,-11,-4,13,0.4,29,29,29,29,29,29,29,29,29,29,29,30,30,30,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.9,30,-0.0011
3081,-64,-20,0.29,0.05,0.89,-0.4,-11,4,14,-0.4,30,30,30,30,30,30,30,30,30,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,29,-0.0013
3083,-213,-33,-0.31,0.07,1.06,0.3,-11,-3,-15,-0.2,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,29,-0.0008
3087,1,-33,-0.06,0.07,0.79,1.1,-10,-3,-17,-0.4,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28,-0.0011
3088,-33,-34,-0.3,-0.14,0.79,0.7,-10,1,-7,1.9,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,25,-0.0006
3090,230,-20,0.26,0.04,0.52,-0.2,-11,2,14,-0.2,28,28,28,28,28,28,28,27,27,27,27,27,27,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,27,-0.0008
3092,-102,-11,0.2,0.01,0.9,1.5,-10,-11,-11,0.7,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,26,-0.0013
3093,-94,-16,-0.21,0.02,0.82,1.6,-9,3,-23,-0.3,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,26,-0.0008
3094,293,-13,-0.27,-0.08,0.38,-0.5,-11,12,11,0,25,23,23,23,23,23,23,23,23,23,23,23,23,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,23,-0.0006
3095,598,17,0.25,0.1,0.12,-0.6,-12,1,15,-1.6,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,25,-0.0007
3096,592,23,0.34,0.04,0.13,-0.5,-11,-2,14,0.4,27,27,27,27,27,25,25,25,25,25,25,25,25,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,25,-0.0013
3097,224,60,-0.29,0.15,0.53,0.7,-10,-11,-22,-0.1,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,27,-0.0008
3099,-216,61,-0.33,0.15,0.96,-1.3,-12,-10,20,0.2,24,24,24,24,24,25,25,27,27,27,27,27,27,27,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0.7,27,-0.0009
3100,-147,43,0.15,0.02,0.81,-1.4,-12,5,5,0,26,26,26,26,26,26,26,26,26,25,25,24,24,24,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,24,-0.001
3104,-579,-4,0.19,0.1,1.27,1.2,-10,-7,-12,-0.2,23,23,23,24,24,24,24,25,25,25,25,25,25,25,0,0,-2,0,0,0,-2,0,0,0,0,0,0,0,0.7,25,-0.001
3105,-237,-46,-0.4,-0.07,0.86,0.6,-10,10,-9,0,21,22,22,22,22,22,22,22,22,22,22,22,22,22,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0006
3106,168,-49,-0.32,-0.15,0.41,-0.7,-12,21,16,-0.3,23,23,23,21,21,21,21,21,21,21,21,21,21,20,-1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.6,20,-0.0005
3107,301,-46,-0.19,-0.08,0.32,-0.9,-12,13,16,-0.6,24,24,24,24,24,24,24,23,23,23,23,21,21,21,0,0,0,0,0,0,1,0,-1,0,2,0,0,0,0.6,21,-0.0006
3111,-126,-19,0.1,0.05,0.78,1.4,-10,-3,6,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,23,-0.0012
3112,-114,-26,-0.1,0.03,0.74,1.7,-9,3,-24,-0.8,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0007
3113,-75,-29,-0.4,0.01,0.7,1.4,-10,3,-21,-0.2,22,22,22,22,22,22,22,23,23,22,22,22,22,22,-1,0,0,0,-1,0,-1,0,1,0,0,0,-1,0,0.6,22,-0.0006
3114,-34,-30,-0.38,-0.03,0.65,0.6,-10,4,14,0.6,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0005
3117,82,-10,-0.19,0.08,0.57,1.6,-9,-7,-21,0.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.7,23,-0.001
3118,40,-9,-0.33,0.08,0.61,1.4,-10,-6,-15,0.2,22,22,22,22,22,22,22,23,23,23,23,23,23,23,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0.7,23,-0.0005
3119,82,-6,0.1,0.03,0.54,0.1,-11,2,17,-0.2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0008
3121,66,-1,0.27,0.1,0.57,0.9,-10,-5,-14,-0.4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,23,-0.0009
3123,-220,-35,0.05,-0.18,0.74,0.5,-11,14,4,2.7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0012
3124,91,-35,-0.47,0.03,0.51,0.1,-11,2,-18,0.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0005
3125,225,-18,0.27,0.07,0.39,-1.9,-13,-2,22,0.4,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,22,-0.0008
3127,-293,-18,-0.11,0.07,0.87,0.6,-10,-2,-19,-1.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.001
3128,-301,-21,-0.21,0.03,0.87,0.5,-10,-1,-18,0.5,20,20,20,20,20,21,21,21,21,21,21,21,21,21,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0.6,21,-0.0006
3129,-29,-37,0.1,-0.02,0.59,-0.6,-12,7,14,-0.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0008
3130,1,-35,0.21,0.09,0.6,0.4,-11,-6,-6,-0.2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.001
3132,-154,-40,-0.28,0.07,0.73,0.5,-11,-4,-18,-0.2,20,20,20,20,20,20,20,20,20,20,20,20,20,21,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0.6,21,-0.0008
3134,-12,-47,-0.26,0.03,0.57,-1.6,-13,4,13,-0.3,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0006
3136,57,-35,0.17,0.14,0.56,-0.6,-11,-9,-14,-0.4,21,21,21,21,21,21,21,21,21,22,22,22,22,22,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0.6,22,-0.0012
3137,-18,-35,-0.12,0.01,0.58,-0.5,-11,2,-20,0.8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0006
3138,11,-35,-0.39,0.1,0.56,-0.9,-12,1,-13,-0.4,20,20,20,20,20,20,20,20,20,20,20,21,21,21,0,0,0,0,0,0,0,0,-1,0,-2,0,-1,0,0.6,21,-0.0005
3140,9,-33,0.52,0.04,0.57,-0.6,-12,-4,5,-0.2,19,19,19,19,19,19,19,19,19,19,19,19,19,20,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0.6,20,-0.0008
3142,-55,-30,-0.04,0.08,0.63,1.5,-10,-7,-19,-0.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,21,-0.0006
3145,-112,-38,-0.05,0.01,0.63,0.8,-10,8,12,-1.3,18,18,18,19,19,19,19,19,19,18,18,18,18,18,0,0,-2,0,0,0,1,0,0,0,0,0,0,0,0.5,18,-0.0011
3146,51,-40,-0.29,-0.02,0.49,0.6,-10,5,-18,0.1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0007
